ime,chars,unicode
"wu","憂","6182"
"yong","憃","6183"
"pi","憊","618A"
"byel","憋","618B"
"kyo","憍","618D"
"cung","憎","618E"
"lyen","憐","6190"
"ping","憑","6191"
"kwey","憒","6192"
"cho","憔","6194"
"un","憖","6196"
"than","憚","619A"
"pwun","憤","61A4"
"tong","憧","61A7"
"kam","憨","61A8"
"key","憩","61A9"
"min","憫","61AB"
"kyeng","憬","61AC"
"mwu","憮","61AE"
"cham","憯","61AF"
"hen","憲","61B2"
"ek","憶","61B6"
"sem","憸","61B8"
"tam","憺","61BA"
"kyeng","憼","61BC"
"kam","憾","61BE"
"kun","懃","61C3"
"co","懆","61C6"
"kan","懇","61C7"
"hay","懈","61C8"
"ung","應","61C9"
"o","懊","61CA"
"mwu","懋","61CB"
"yek","懌","61CC"
"mong","懞","61DE"
"tay","懟","61DF"
"mwun","懣","61E3"
"yu","懦","61E6"
"na","懦","61E6"
"cing","懲","61F2"
"lan","懶","61F6"
"la","懶","61F6"
"hoy","懷","61F7"
"hyen","懸","61F8"
"cham","懺","61FA"
"kwu","懼","61FC"
"hwan","懽","61FD"
"sep","懾","61FE"
"uy","懿","61FF"
"lyen","戀","6200"
"tang","戇","6207"
"kwa","戈","6208"
"mwu","戊","620A"
"swul","戌","620C"
"swu","戍","620D"
"yung","戎","620E"
"seng","成","6210"
"a","我","6211"
"kyey","戒","6212"
"can","戔","6214"
"cang","戕","6215"
"hok","或","6216"
"chek","戚","621A"
"kuk","戟","621F"
"kam","戡","6221"
"cip","戢","6222"
"chang","戧","6227"
"cen","戩","6229"
"cel","截","622A"
"lyuk","戮","622E"
"cen","戰","6230"
"huy","戲","6232"
"chak","戳","6233"
"tay","戴","6234"
"ho","戶","6236"
"lye","戾","623E"
"lyel","戾","623E"
"pang","房","623F"
"so","所","6240"
"pyen","扁","6241"
"phyen","扁","6241"
"kyeng","扃","6243"
"sen","扇","6247"
"ho","扈","6248"
"pi","扉","6249"
"yem","扊","624A"
"swu","手","624B"
"cay","才","624D"
"chal","扎","624E"
"pok","扑","6251"
"pay","扒","6252"
"ceng","打","6253"
"tha","打","6253"
"thak","托","6258"
"kang","扛","625B"
"han","扞","625E"
"kwu","扣","6263"
"pwun","扮","626E"
"pan","扮","626E"
"cha","扯","626F"
"kup","扱","6271"
"sap","扱","6271"
"pan","扳","6273"
"pwu","扶","6276"
"pi","批","6279"
"pyel","批","6279"
"ci","扺","627A"
"ayk","扼","627C"
"co","找","627E"
"sung","承","627F"
"ki","技","6280"
"pyen","抃","6283"
"cho","抄","6284"
"mwun","抆","6286"
"kyel","抉","6289"
"pha","把","628A"
"ek","抑","6291"
"se","抒","6292"
"ce","抒","6292"
"co","抓","6293"
"pwu","抔","6294"
"thwu","投","6295"
"twu","抖","6296"
"hang","抗","6297"
"cel","折","6298"
"cey","折","6298"
"phyeng","抨","62A8"
"phi","披","62AB"
"thay","抬","62AC"
"pho","抱","62B1"
"ce","抵","62B5"
"ci","抵","62B5"
"mal","抹","62B9"
"kap","押","62BC"
"ap","押","62BC"
"chwu","抽","62BD"
"pwul","拂","62C2"
"phil","拂","62C2"
"cwu","拄","62C4"
"thak","拆","62C6"
"mwu","拇","62C7"
"nyem","拈","62C8"
"lap","拉","62C9"
"pwu","拊","62CA"
"pho","拋","62CB"
"pan","拌","62CC"
"pak","拍","62CD"
"na","拏","62CF"
"koy","拐","62D0"
"kyem","拑","62D1"
"kwu","拒","62D2"
"ke","拒","62D2"
"chek","拓","62D3"
"thak","拓","62D3"
"pal","拔","62D4"
"phay","拔","62D4"
"tha","拖","62D6"
"yo","拗","62D7"
"kwu","拘","62D8"
"col","拙","62D9"
"cho","招","62DB"
"kyo","招","62DB"
"pay","拜","62DC"
"kwal","括","62EC"
"sik","拭","62ED"
"kyel","拮","62EE"
"kil","拮","62EE"
"cung","拯","62EF"
"kong","拱","62F1"
"kwen","拳","62F3"
"con","拵","62F5"
"chal","拶","62F6"
"ko","拷","62F7"
"phyeng","拼","62FC"
"yey","拽","62FD"
"sip","拾","62FE"
"sup","拾","62FE"
"na","拿","62FF"
"ci","持","6301"
"kway","挂","6302"
"ci","指","6307"
"kyey","挈","6308"
"sel","挈","6308"
"an","按","6309"
"al","按","6309"
"kyek","挌","630C"
"nye","挐","6310"
"na","挐","6310"
"co","挑","6311"
"to","挑","6311"
"ay","挨","6328"
"na","挪","632A"
"cwa","挫","632B"
"cin","振","632F"
"up","挹","6339"
"ceng","挺","633A"
"yen","挻","633B"
"man","挽","633D"
"hyep","挾","633E"
"o","捂","6342"
"kwun","捃","6343"
"kwu","捄","6344"
"kon","捆","6346"
"chak","捉","6349"
"phal","捌","634C"
"han","捍","634D"
"so","捎","634E"
"nal","捏","634F"
"yen","捐","6350"
"pho","捕","6355"
"chek","捗","6357"
"pong","捧","6367"
"sa","捨","6368"
"lyel","捩","6369"
"mwun","捫","636B"
"ke","据","636E"
"ay","捱","6371"
"kwen","捲","6372"
"chwu","捶","6376"
"chep","捷","6377"
"nal","捺","637A"
"nyep","捻","637B"
"nyem","捻","637B"
"hun","掀","6380"
"so","掃","6383"
"lyun","掄","6384"
"chel","掇","6387"
"swu","授","6388"
"to","掉","6389"
"pwu","掊","638A"
"cang","掌","638C"
"ki","掎","638E"
"to","掏","638F"
"pay","排","6392"
"ayk","掖","6396"
"kwul","掘","6398"
"kwel","掘","6398"
"kway","掛","639B"
"yey","掜","639C"
"ceng","掟","639F"
"lyang","掠","63A0"
"lyak","掠","63A0"
"chay","採","63A1"
"tham","探","63A2"
"chel","掣","63A3"
"chey","掣","63A3"
"cep","接","63A5"
"kong","控","63A7"
"kang","控","63A7"
"chwu","推","63A8"
"thoy","推","63A8"
"em","掩","63A9"
"chayk","措","63AA"
"co","措","63AA"
"kwuk","掬","63AC"
"yen","掾","63BE"
"kan","揀","63C0"
"yen","揀","63C0"
"cen","揃","63C3"
"yu","揄","63C4"
"kyu","揆","63C6"
"yu","揉","63C9"
"myo","描","63CF"
"si","提","63D0"
"cey","提","63D0"
"sap","插","63D2"
"up","揖","63D6"
"cup","揖","63D6"
"yang","揚","63DA"
"hwan","換","63DB"
"em","揜","63DC"
"am","揜","63DC"
"se","揟","63DF"
"al","揠","63E0"
"ak","握","63E1"
"chwi","揣","63E3"
"tha","揣","63E3"
"kay","揩","63E9"
"chwu","揫","63EB"
"key","揭","63ED"
"kal","揭","63ED"
"hwi","揮","63EE"
"sel","揲","63F2"
"wen","援","63F4"
"ken","揵","63F5"
"ya","揶","63F6"
"kwu","搆","6406"
"kak","搉","6409"
"son","損","640D"
"pak","搏","640F"
"hyuk","搐","6410"
"pang","搒","6412"
"cha","搓","6413"
"so","搔","6414"
"yo","搖","6416"
"to","搗","6417"
"swu","搜","641C"
"cin","搢","6422"
"ayk","搤","6424"
"chwu","搥","6425"
"thap","搨","6428"
"tang","搪","642A"
"pan","搫","642B"
"pan","搬","642C"
"thap","搭","642D"
"to","搯","642F"
"kol","搰","6430"
"chang","搶","6436"
"cha","搽","643D"
"chak","搾","643E"
"pyeng","摒","6452"
"cek","摘","6458"
"chong","摠","6460"
"choy","摧","6467"
"ma","摩","6469"
"chek","摭","646D"
"ci","摯","646F"
"kwu","摳","6473"
"mo","摸","6478"
"mo","摹","6479"
"cep","摺","647A"
"sem","摻","647B"
"phyo","摽","647D"
"kwey","撅","6485"
"lo","撈","6488"
"thayng","撐","6490"
"sal","撒","6492"
"yo","撓","6493"
"se","撕","6495"
"dda'p","撘","6498"
"cwun","撙","6499"
"nyen","撚","649A"
"hwi","撝","649D"
"tang","撞","649E"
"kyo","撟","649F"
"chel","撤","64A4"
"pal","撥","64A5"
"lyo","撩","64A9"
"mwu","撫","64AB"
"pha","播","64AD"
"chwal","撮","64AE"
"chen","撰","64B0"
"chan","撰","64B0"
"pok","撲","64B2"
"pak","撲","64B2"
"tal","撻","64BB"
"kam","撼","64BC"
"kwa","撾","64BE"
"kem","撿","64BF"
"ong","擁","64C1"
"lo","擄","64C4"
"chen","擅","64C5"
"thayk","擇","64C7"
"chak","擉","64C9"
"kyek","擊","64CA"
"co","操","64CD"
"kyeng","擎","64CE"
"hwan","擐","64D0"
"kum","擒","64D2"
"tam","擔","64D4"
"pyek","擗","64D7"
"pyek","擘","64D8"
"ke","據","64DA"
"cey","擠","64E0"
"thak","擢","64E2"
"to","擣","64E3"
"chal","擦","64E6"
"uy","擬","64EC"
"hwa","擭","64ED"
"pin","擯","64EF"
"kak","擱","64F1"
"chek","擲","64F2"
"kwang","擴","64F4"
"hwak","擴","64F4"
"pha","擺","64FA"
"yo","擾","64FE"
"pan","攀","6500"
"the","攄","6504"
"hen","攇","6507"
"long","攏","650F"
"lan","攔","6514"
"yang","攘","6518"
"cham","攙","6519"
"sep","攝","651D"
"yep","攝","651D"
"chan","攢","6522"
"lyen","攣","6523"
"than","攤","6524"
"kyo","攪","652A"
"hwak","攫","652B"
"lam","攬","652C"
"ci","支","652F"
"ki","攲","6532"
"swu","收","6536"
"ko","攷","6537"
"yu","攸","6538"
"kay","改","6539"
"kong","攻","653B"
"pan","攽","653D"
"pang","放","653E"
"ceng","政","653F"
"ko","故","6545"
"hyo","效","6548"
"mi","敉","6549"
"min","敏","654F"
"kwu","救","6551"
"e","敔","6554"
"chik","敕","6555"
"o","敖","6556"
"phay","敗","6557"
"se","敘","6558"
"kyo","教","6559"
"phyey","敝","655D"
"chang","敞","655E"
"kam","敢","6562"
"san","散","6563"
"kyeng","敬","656C"
"ko","敲","6572"
"kyo","敲","6572"
"ceng","整","6574"
"cek","敵","6575"
"pwu","敷","6577"
"swu","數","6578"
"sak","數","6578"
"twu","斁","6581"
"lyem","斂","6582"
"phyey","斃","6583"
"mwun","文","6587"
"pin","斌","658C"
"pi","斐","6590"
"pan","斑","6591"
"twu","斗","6597"
"lyo","料","6599"
"kok","斛","659B"
"sa","斜","659C"
"ya","斜","659C"
"ka","斝","659D"
"cim","斟","659F"
"al","斡","65A1"
"kan","斡","65A1"
"kun","斤","65A4"
"chek","斥","65A5"
"pwu","斧","65A7"
"cak","斫","65AB"
"cham","斬","65AC"
"sa","斯","65AF"
"sin","新","65B0"
"chak","斲","65B2"
"tan","斷","65B7"
"pang","方","65B9"
"o","於","65BC"
"e","於","65BC"
"si","施","65BD"
"i","施","65BD"
"yu","斿","65BF"
"pang","旁","65C1"
"phayng","旁","65C1"
"ki","旂","65C2"
"cen","旃","65C3"
"mo","旄","65C4"
"lye","旅","65C5"
"phay","旆","65C6"
"sen","旋","65CB"
"ceng","旌","65CC"
"cok","族","65CF"
"cwu","族","65CF"
"lyu","旒","65D2"
"ki","旗","65D7"
"ki","既","65E2"
"il","日","65E5"
"tan","旦","65E6"
"ci","旨","65E8"
"co","早","65E9"
"swun","旬","65EC"
"wuk","旭","65ED"
"kan","旰","65F0"
"han","旱","65F1"
"tay","旲","65F2"
"wu","旴","65F4"
"wang","旺","65FA"
"min","旻","65FB"
"min","旼","65FC"
"ton","旽","65FD"
"yun","昀","6600"
"ang","昂","6602"
"chi","昃","6603"
"hon","昆","6606"
"kon","昆","6606"
"sung","昇","6607"
"pang","昉","6609"
"ho","昊","660A"
"chang","昌","660C"
"myeng","明","660E"
"hon","昏","660F"
"pwun","昐","6610"
"kum","昑","6611"
"yek","易","6613"
"i","易","6613"
"sek","昔","6614"
"chak","昔","6614"
"hun","昕","6615"
"seng","星","661F"
"yeng","映","6620"
"hyen","昡","6621"
"lyeng","昤","6624"
"chwun","春","6625"
"may","昧","6627"
"cak","昨","6628"
"kwu","昫","662B"
"co","昭","662D"
"so","昭","662D"
"si","是","662F"
"wuk","昱","6631"
"myo","昴","6634"
"nyey","昵","6635"
"nil","昵","6635"
"chang","昶","6636"
"pyeng","昺","663A"
"co","晁","6641"
"si","時","6642"
"hwang","晃","6643"
"cin","晉","6649"
"sang","晌","664C"
"an","晏","664F"
"cwun","晙","6659"
"man","晚","665A"
"hyen","晛","665B"
"cwu","晝","665D"
"huy","晞","665E"
"seng","晟","665F"
"pho","晡","6661"
"cel","晢","6662"
"cey","晢","6662"
"o","晤","6664"
"hwan","晥","6665"
"hoy","晦","6666"
"sin","晨","6668"
"swi","晬","666C"
"swu","晬","666C"
"po","普","666E"
"yeng","景","666F"
"kyeng","景","666F"
"sek","晰","6670"
"cheng","晴","6674"
"ceng","晶","6676"
"kwi","晷","6677"
"ceng","晸","6678"
"ci","智","667A"
"am","晻","667B"
"hwen","暄","6684"
"ka","暇","6687"
"wun","暈","6688"
"hwun","暈","6688"
"hwi","暉","6689"
"min","暋","668B"
"kyu","暌","668C"
"wi","暐","6690"
"se","暑","6691"
"nan","暖","6696"
"hwen","暖","6696"
"am","暗","6697"
"yang","暘","6698"
"myeng","暝","669D"
"ho","暠","66A0"
"ko","暠","66A0"
"chang","暢","66A2"
"ki","暨","66A8"
"cam","暫","66AB"
"mo","暮","66AE"
"nil","暱","66B1"
"cang","暲","66B2"
"phok","暴","66B4"
"pho","暴","66B4"
"han","暵","66B5"
"lyo","暸","66B8"
"sem","暹","66B9"
"kyeng","暻","66BB"
"ton","暾","66BE"
"ey","曀","66C0"
"yep","曄","66C4"
"lyek","曆","66C6"
"tam","曇","66C7"
"hyo","曉","66C9"
"ay","曖","66D6"
"se","曙","66D9"
"mong","曚","66DA"
"hwun","曛","66DB"
"yo","曜","66DC"
"pho","曝","66DD"
"phok","曝","66DD"
"kwang","曠","66E0"
"yen","曣","66E3"
"huy","曦","66E6"
"long","曨","66E8"
"nang","曩","66E9"
"swa","曬","66EC"
"em","曮","66EE"
"wal","曰","66F0"
"kok","曲","66F2"
"yey","曳","66F3"
"kayng","更","66F4"
"kyeng","更","66F4"
"kal","曷","66F7"
"se","書","66F8"
"co","曹","66F9"
"man","曼","66FC"
"cung","曾","66FE"
"chey","替","66FF"
"choy","最","6700"
"hoy","會","6703"
"koy","會","6703"
"kel","朅","6705"
"wel","月","6708"
"yu","有","6709"
"pwung","朋","670B"
"pok","服","670D"
"sak","朔","6714"
"cim","朕","6715"
"lang","朗","6717"
"mang","望","671B"
"co","朝","671D"
"ki","期","671F"
"tong","朣","6723"
"mong","朦","6726"
"long","朧","6727"
"mo","木","6728"
"mok","木","6728"
"mi","未","672A"
"mal","末","672B"
"pon","本","672C"
"chal","札","672D"
"chwul","朮","672E"
"cwu","朱","6731"
"pha","朳","6733"
"pak","朴","6734"
"tha","朵","6735"
"kwey","机","673A"
"hwu","朽","673D"
"yu","杅","6745"
"kan","杆","6746"
"sam","杉","6749"
"li","李","674E"
"hayng","杏","674F"
"cay","材","6750"
"chon","村","6751"
"cak","杓","6753"
"phyo","杓","6753"
"cang","杖","6756"
"twu","杜","675C"
"ki","杞","675E"
"sok","束","675F"
"kang","杠","6760"
"cho","杪","676A"
"wen","杬","676C"
"hang","杭","676D"
"pay","杯","676F"
"kel","杰","6770"
"tong","東","6771"
"ko","杲","6772"
"yo","杳","6773"
"myo","杳","6773"
"ce","杵","6775"
"pha","杷","6777"
"chwu","杻","677B"
"nyu","杻","677B"
"ce","杼","677C"
"song","松","677E"
"phan","板","677F"
"pi","枇","6787"
"wang","枉","6789"
"pang","枋","678B"
"pwun","枌","678C"
"sek","析","6790"
"twu","枓","6793"
"chim","枕","6795"
"lim","林","6797"
"yey","枘","6798"
"wa","枙","6799"
"may","枚","679A"
"kwa","果","679C"
"ci","枝","679D"
"ko","枯","67AF"
"phyeng","枰","67B0"
"si","枲","67B2"
"ci","枳","67B3"
"ki","枳","67B3"
"ka","架","67B6"
"ka","枷","67B7"
"kwu","枸","67B8"
"tha","柁","67C1"
"pyeng","柄","67C4"
"ni","柅","67C5"
"cong","柊","67CA"
"payk","柏","67CF"
"may","某","67D0"
"mo","某","67D0"
"kam","柑","67D1"
"kem","柑","67D1"
"chil","柒","67D2"
"yem","染","67D3"
"yu","柔","67D4"
"ca","柘","67D8"
"hap","柙","67D9"
"chwuk","柚","67DA"
"yu","柚","67DA"
"thak","柝","67DD"
"cak","柞","67DE"
"chayk","柞","67DE"
"nam","柟","67DF"
"ce","柢","67E2"
"sa","查","67E5"
"kwu","柩","67E9"
"kan","柬","67EC"
"ka","柯","67EF"
"nay","柰","67F0"
"cwu","柱","67F1"
"lyu","柳","67F3"
"si","柴","67F4"
"chay","柴","67F4"
"chayk","柵","67F5"
"sa","柶","67F6"
"chwuk","柷","67F7"
"si","柿","67FF"
"swun","栒","6812"
"cen","栓","6813"
"se","栖","6816"
"lyul","栗","6817"
"kwal","栝","681D"
"hyo","校","6821"
"kyo","校","6821"
"cwu","株","682A"
"i","栮","682E"
"wuk","栯","682F"
"kong","栱","6831"
"ko","栲","6832"
"cen","栴","6834"
"hayk","核","6838"
"hol","核","6838"
"kun","根","6839"
"sik","栻","683B"
"nak","格","683C"
"kyek","格","683C"
"cay","栽","683D"
"kel","桀","6840"
"hang","桁","6841"
"hyeng","桁","6841"
"kyey","桂","6842"
"to","桃","6843"
"kwang","桄","6844"
"kwang","框","6846"
"an","案","6848"
"an","桉","6849"
"cil","桎","684E"
"tong","桐","6850"
"sang","桑","6851"
"hwan","桓","6853"
"kil","桔","6854"
"cin","桭","686D"
"ceng","桯","686F"
"pwu","桴","6874"
"thong","桶","6876"
"yong","桶","6876"
"kak","桷","6877"
"kwun","桾","687E"
"han","桿","687F"
"lyang","梁","6881"
"ceng","梃","6883"
"may","梅","6885"
"pang","梆","6886"
"kok","梏","688F"
"cay","梓","6893"
"chi","梔","6894"
"kyeng","梗","6897"
"na","梛","689B"
"co","條","689D"
"hyo","梟","689F"
"lye","梠","68A0"
"wan","梡","68A1"
"cho","梢","68A2"
"sim","梣","68A3"
"o","梧","68A7"
"li","梨","68A8"
"sa","梭","68AD"
"cey","梯","68AF"
"kyey","械","68B0"
"kon","梱","68B1"
"so","梳","68B3"
"pem","梵","68B5"
"ki","棄","68C4"
"myen","棉","68C9"
"ki","棋","68CB"
"chay","棌","68CC"
"hon","棍","68CD"
"kon","棍","68CD"
"pi","棐","68D0"
"pong","棒","68D2"
"cong","棕","68D5"
"ceng","棖","68D6"
"co","棗","68D7"
"kuk","棘","68D8"
"pwung","棚","68DA"
"tong","棟","68DF"
"tang","棠","68E0"
"chey","棣","68E3"
"can","棧","68E7"
"cen","棧","68E7"
"kyey","棨","68E8"
"kwen","棬","68EC"
"sam","森","68EE"
"se","棲","68F2"
"to","棹","68F9"
"kwan","棺","68FA"
"pwun","棻","68FB"
"pwun","棼","68FC"
"cep","椄","6904"
"uy","椅","6905"
"lyang","椋","690B"
"sik","植","690D"
"chi","植","690D"
"chwu","椎","690E"
"pi","椑","6911"
"cho","椒","6912"
"ya","椰","6930"
"tan","椴","6934"
"chim","椹","6939"
"yen","椽","693D"
"chwun","椿","693F"
"sa","楂","6942"
"yang","楊","694A"
"kyu","楏","694F"
"phwung","楓","6953"
"sel","楔","6954"
"ken","楗","6957"
"mwu","楙","6959"
"cho","楚","695A"
"lyen","楝","695D"
"lung","楞","695E"
"nam","楠","6960"
"yu","楢","6962"
"mi","楣","6963"
"wen","楥","6965"
"wen","楦","6966"
"ceng","楨","6968"
"cep","楪","696A"
"cup","楫","696B"
"cep","楫","696B"
"kal","楬","696C"
"ep","業","696D"
"ce","楮","696E"
"swun","楯","696F"
"kuk","極","6975"
"hay","楷","6977"
"chwu","楸","6978"
"yeng","楹","6979"
"kay","概","6982"
"yu","榆","6986"
"ka","榎","698E"
"pwu","榑","6991"
"lang","榔","6994"
"yong","榕","6995"
"kok","榖","6996"
"cin","榛","699B"
"pang","榜","699C"
"pyeng","榜","699C"
"kel","榤","69A4"
"hwang","榥","69A5"
"kan","榦","69A6"
"pi","榧","69A7"
"ca","榨","69A8"
"sa","榭","69AD"
"yeng","榮","69AE"
"ci","榰","69B0"
"choy","榱","69B1"
"lyu","榴","69B4"
"kyo","榷","69B7"
"thap","榻","69BB"
"hap","榼","69BC"
"kol","榾","69BE"
"ko","槁","69C1"
"pan","槃","69C3"
"sak","槊","69CA"
"kwu","構","69CB"
"thoy","槌","69CC"
"chwu","槌","69CC"
"cayng","槍","69CD"
"chang","槍","69CD"
"cha","槎","69CE"
"koy","槐","69D0"
"kong","槓","69D3"
"cen","槙","69D9"
"hyey","槥","69E5"
"yong","槦","69E6"
"chem","槧","69E7"
"cham","槧","69E7"
"kwak","槨","69E8"
"chwuk","槭","69ED"
"sayk","槭","69ED"
"kok","槲","69F2"
"kyu","槻","69FB"
"co","槽","69FD"
"kun","槿","69FF"
"cek","樀","6A00"
"lak","樂","6A02"
"yo","樂","6A02"
"ak","樂","6A02"
"cong","樅","6A05"
"pen","樊","6A0A"
"lyang","樑","6A11"
"hoy","樑","6A11"
"lwu","樓","6A13"
"so","樔","6A14"
"ce","樗","6A17"
"phyo","標","6A19"
"kyu","樛","6A1B"
"chwu","樞","6A1E"
"wu","樞","6A1E"
"cang","樟","6A1F"
"mo","模","6A21"
"yang","樣","6A23"
"sang","樣","6A23"
"chi","樨","6A28"
"cho","樵","6A35"
"pok","樸","6A38"
"pak","樸","6A38"
"swu","樹","6A39"
"hwa","樺","6A3A"
"kwey","樻","6A3B"
"cwun","樽","6A3D"
"kam","橄","6A44"
"chwi","橇","6A47"
"yo","橈","6A48"
"kyo","橋","6A4B"
"thak","橐","6A50"
"kyul","橘","6A58"
"cung","橙","6A59"
"tung","橙","6A59"
"swuk","橚","6A5A"
"ki","機","6A5F"
"sang","橡","6A61"
"tha","橢","6A62"
"tong","橦","6A66"
"hoyng","橫","6A6B"
"kang","橿","6A7F"
"tan","檀","6A80"
"kyek","檄","6A84"
"ceng","檉","6A89"
"ek","檍","6A8D"
"kum","檎","6A8E"
"chem","檐","6A90"
"tang","檔","6A94"
"pyek","檗","6A97"
"hoy","檜","6A9C"
"kwal","檜","6A9C"
"ka","檟","6A9F"
"kyeng","檠","6AA0"
"kem","檢","6AA2"
"cang","檣","6AA3"
"to","檮","6AAE"
"tay","檯","6AAF"
"pin","檳","6AB3"
"yem","檶","6AB6"
"ham","檻","6ABB"
"to","櫂","6AC2"
"kwey","櫃","6AC3"
"lo","櫓","6AD3"
"lye","櫚","6ADA"
"cul","櫛","6ADB"
"ko","櫜","6ADC"
"tok","櫝","6ADD"
"yen","櫞","6ADE"
"lyek","櫟","6ADF"
"lyek","櫪","6AEA"
"chin","櫬","6AEC"
"ayng","櫻","6AFB"
"chem","櫼","6AFC"
"pak","欂","6B02"
"cham","欃","6B03"
"lan","欄","6B04"
"kwen","權","6B0A"
"chan","欑","6B11"
"lan","欒","6B12"
"lam","欖","6B16"
"lyeng","欞","6B1E"
"hum","欠","6B20"
"kam","欠","6B20"
"cha","次","6B21"
"hun","欣","6B23"
"hay","欬","6B2C"
"yok","欲","6B32"
"huy","欷","6B37"
"ay","欸","6B38"
"uy","欹","6B39"
"ki","欺","6B3A"
"hwul","欻","6B3B"
"hum","欽","6B3D"
"kwan","款","6B3E"
"kam","欿","6B3F"
"sap","歃","6B43"
"hum","歆","6B46"
"hel","歇","6B47"
"kyem","歉","6B49"
"ka","歌","6B4C"
"than","歎","6B4E"
"kwu","歐","6B50"
"he","歔","6B54"
"hup","歙","6B59"
"kem","歛","6B5B"
"ye","歟","6B5F"
"chel","歠","6B60"
"hwan","歡","6B61"
"ci","止","6B62"
"ceng","正","6B63"
"cha","此","6B64"
"po","步","6B65"
"mwu","武","6B66"
"ki","歧","6B67"
"oay","歪","6B6A"
"oy","歪","6B6A"
"sey","歲","6B72"
"lyek","歷","6B77"
"kwi","歸","6B78"
"kwey","歸","6B78"
"al","歹","6B79"
"tay","歹","6B79"
"sa","死","6B7B"
"mol","歿","6B7F"
"yo","殀","6B80"
"co","殂","6B82"
"ang","殃","6B83"
"cin","殄","6B84"
"thay","殆","6B86"
"swun","殉","6B89"
"swu","殊","6B8A"
"phyo","殍","6B8D"
"kung","殑","6B91"
"sik","殖","6B96"
"can","殘","6B98"
"wun","殞","6B9E"
"chey","殢","6BA2"
"sang","殤","6BA4"
"than","殫","6BAB"
"kang","殭","6BAD"
"lyem","殮","6BAE"
"pin","殯","6BAF"
"sem","殲","6BB2"
"swi","殳","6BB3"
"tan","段","6BB5"
"an","殷","6BB7"
"un","殷","6BB7"
"soy","殺","6BBA"
"sal","殺","6BBA"
"kak","殼","6BBC"
"hyo","殽","6BBD"
"cen","殿","6BBF"
"hwey","毀","6BC0"
"kyek","毄","6BC4"
"uy","毅","6BC5"
"kwu","毆","6BC6"
"mwu","毋","6BCB"
"mo","母","6BCD"
"may","每","6BCF"
"tok","毒","6BD2"
"yuk","毓","6BD3"
"pi","比","6BD4"
"pi","毖","6BD6"
"pi","毗","6BD7"
"pi","毘","6BD8"
"cham","毚","6BDA"
"mo","毛","6BDB"
"ho","毫","6BEB"
"kwu","毬","6BEC"
"tam","毯","6BEF"
"chwi","毳","6BF3"
"sam","毿","6BFF"
"chang","氅","6C05"
"cen","氈","6C08"
"ci","氏","6C0F"
"ssi","氏","6C0F"
"ce","氐","6C10"
"min","民","6C11"
"mayng","氓","6C13"
"pwun","氛","6C1B"
"ki","氣","6C23"
"in","氤","6C24"
"on","氳","6C33"
"swu","水","6C34"
"yeng","永","6C38"
"pem","氾","6C3E"
"kwey","氿","6C3F"
"ceng","汀","6C40"
"cip","汁","6C41"
"cup","汁","6C41"
"kwu","求","6C42"
"pha","汃","6C43"
"cak","汋","6C4B"
"pem","汎","6C4E"
"pong","汎","6C4E"
"tay","汏","6C4F"
"sek","汐","6C50"
"mang","汒","6C52"
"hul","汔","6C54"
"san","汕","6C55"
"han","汗","6C57"
"o","汙","6C59"
"sin","汛","6C5B"
"sa","汜","6C5C"
"ye","汝","6C5D"
"hong","汞","6C5E"
"kang","江","6C5F"
"ci","池","6C60"
"tha","池","6C60"
"o","污","6C61"
"myek","汨","6C68"
"kol","汨","6C68"
"yul","汩","6C69"
"wang","汪","6C6A"
"yey","汭","6C6D"
"thay","汰","6C70"
"kup","汲","6C72"
"pha","汴","6C74"
"mwun","汶","6C76"
"kyel","決","6C7A"
"hul","汽","6C7D"
"ki","汽","6C7D"
"pwun","汾","6C7E"
"sim","沁","6C81"
"ki","沂","6C82"
"ok","沃","6C83"
"wun","沄","6C84"
"wen","沅","6C85"
"hang","沆","6C86"
"yen","沇","6C87"
"chim","沈","6C88"
"sim","沈","6C88"
"sim","沉","6C89"
"chim","沉","6C89"
"ton","沌","6C8C"
"ho","沍","6C8D"
"mok","沐","6C90"
"mol","沒","6C92"
"tap","沓","6C93"
"myen","沔","6C94"
"mwul","沕","6C95"
"chwung","沖","6C96"
"pi","沘","6C98"
"sa","沙","6C99"
"ci","沚","6C9A"
"phay","沛","6C9B"
"mal","沫","6CAB"
"may","沬","6CAC"
"ce","沮","6CAE"
"thak","沰","6CB0"
"tha","沱","6CB1"
"ha","河","6CB3"
"pi","沸","6CB8"
"pwul","沸","6CB8"
"yu","油","6CB9"
"chi","治","6CBB"
"so","沼","6CBC"
"ko","沽","6CBD"
"chem","沾","6CBE"
"yen","沿","6CBF"
"hwang","況","6CC1"
"hyeng","泂","6CC2"
"yey","泄","6CC4"
"sel","泄","6CC4"
"swi","泅","6CC5"
"il","泆","6CC6"
"chen","泉","6CC9"
"pak","泊","6CCA"
"pi","泌","6CCC"
"phil","泌","6CCC"
"luk","泐","6CD0"
"yu","泑","6CD1"
"hong","泓","6CD3"
"kem","泔","6CD4"
"pep","法","6CD5"
"sa","泗","6CD7"
"phyeng","泙","6CD9"
"ca","泚","6CDA"
"pong","泛","6CDB"
"pem","泛","6CDB"
"ci","泜","6CDC"
"so","泝","6CDD"
"lyeng","泠","6CE0"
"pho","泡","6CE1"
"pha","波","6CE2"
"up","泣","6CE3"
"ni","泥","6CE5"
"cwu","注","6CE8"
"hyen","泫","6CEB"
"pan","泮","6CEE"
