id,tra,sim
227433,"蜴","蜴"
227436,"蜠","蜠"
227437,"蝸","蜗"
227476,"蜘","蜘"
227480,"蜲","蜲"
227483,"蜺","蜺"
227493,"蝂","蝂"
227494,"蜼","蜼"
227497,"蜱","蜱"
227502,"蜦","蜦"
227503,"蝕","蚀"
227515,"蜩","蜩"
227535,"蜰","蜰"
227538,"蜪","蜪"
227542,"蜳","蜳"
227543,"蜷","蜷"
227550,"蜿","蜿"
227895,"蝨","虱"
227913,"蝞","蝞"
227915,"蝑","蝑"
227916,"蝚","蝚"
227919,"蝝","蝝"
227926,"蝥","蝥"
227930,"螯","螯"
227933,"螓","螓"
227937,"螞","蚂"
227949,"螜","螜"
227950,"蟒","蟒"
227676,"蝴","蝴"
227691,"蝻","蝻"
227694,"蝘","蝘"
227701,"蝠","蝠"
227703,"蝛","蝛"
227704,"蝒","蝒"
227706,"蝡","蝡"
227707,"蝔","蝔"
227708,"蝭","蝭"
227713,"蝪","蝪"
227714,"蝐","蝐"
227715,"蝹","蝹"
227719,"蝎","蝎"
227735,"蝟","猬"
227754,"螖","螖"
227757,"蝌","蝌"
227766,"蝩","蝩"
227768,"蝮","蝮"
227818,"蝖","蝖"
227819,"蝙","蝙"
227825,"蝦","虾"
228033,"蟆","蟆"
228039,"螶","螶"
228040,"螈","螈"
228042,"螘","蚁"
228043,"螑","螑"
228044,"螅","螅"
228045,"螄","蛳"
228046,"螔","螔"
228048,"螇","螇"
228052,"螉","螉"
228115,"螛","螛"
228116,"螟","螟"
228168,"蟥","蟥"
228170,"螹","螹"
228173,"螬","螬"
228176,"螵","螵"
228178,"螮","螮"
228179,"螳","螳"
228198,"螻","蝼"
228208,"蟃","蟃"
228210,"螺","螺"
228599,"蟡","蟡"
228600,"蟙","蟙"
228601,"蟧","蟧"
228602,"蟳","蟳"
228603,"蟤","蟤"
228604,"蟣","虮"
228612,"蟶","蛏"
228619,"蠖","蠖"
228629,"蟿","蟿"
228631,"蠈","蠈"
228633,"蠓","蠓"
228638,"蟷","蟷"
228641,"蠅","蝇"
228319,"蟯","蛲"
228324,"蟦","蟦"
228326,"蟢","蟢"
228328,"蟴","蟴"
228329,"蠆","虿"
228342,"蟛","蟛"
228346,"蟼","蟼"
228348,"蟨","蟨"
228351,"蟪","蟪"
228353,"蟫","蟫"
228359,"蟟","蟟"
228360,"蟲","虫"
228447,"蟬","蝉"
228514,"蟔","蟔"
228515,"蟜","蟜"
228517,"蟘","蟘"
228518,"蟭","蟭"
228521,"蟠","蟠"
228690,"蠍","蝎"
228691,"蠌","蠌"
228692,"蠉","蠉"
228697,"蠋","蠋"
228699,"蟾","蟾"
228737,"蟹","蟹"
228883,"蠛","蠛"
228886,"蠣","蛎"
228898,"蠕","蠕"
228907,"蠔","蚝"
228921,"蠐","蛴"
228924,"蠑","蝾"
228927,"蠙","蠙"
228929,"蠗","蠗"
228931,"蠢","蠢"
228984,"蠜","蠜"
228985,"蠠","蠠"
228987,"蠝","蠝"
228988,"蠩","蠩"
228989,"蠡","蠡"
230896,"舑","舑"
230899,"舒","舒"
232943,"箖","箖"
235670,"臬","臬"
237947,"裱","裱"
229160,"蠰","蠰"
229162,"蠯","蠯"
229167,"蠹","蠹"
229583,"罘","罘"
229591,"罡","罡"
229594,"罟","罟"
229349,"蠷","蠷"
229350,"蠵","蠵"
229353,"蠻","蛮"
229509,"蠼","蠼"
229511,"蠽","蠽"
233337,"箵","箵"
233338,"箾","箾"
233342,"篎","篎"
233343,"箯","箯"
233347,"篁","篁"
233355,"篌","篌"
233356,"箷","箷"
233357,"箭","箭"
243618,"莓","莓"
243621,"荷","荷"
243694,"莝","莝"
243695,"莩","莩"
243698,"荽","荽"
243699,"荻","荻"
243704,"莘","莘"
238519,"襌","襌"
238521,"襖","袄"
238523,"襚","襚"
238528,"襑","襑"
238529,"襁","襁"
238538,"襉","襉"
238539,"襏","袯"
238541,"襞","襞"
229515,"蠾","蠾"
229517,"网","网"
229518,"罕","罕"
229538,"罔","罔"
229666,"睪","睪"
229674,"置","置"
229747,"罧","罧"
229748,"罭","罭"
229749,"罨","罨"
229755,"罪","罪"
229858,"罩","罩"
229872,"蜀","蜀"
230095,"罻","罻"
230097,"罺","罺"
230098,"罽","罽"
230113,"罿","罿"
230114,"罾","罾"
230125,"羃","羃"
230129,"羆","罴"
230135,"羅","罗"
229954,"罬","罬"
229955,"罳","罳"
229957,"罰","罚"
229986,"瞏","瞏"
229987,"罼","罼"
229991,"罶","罶"
229992,"罷","罢"
230083,"罹","罹"
230289,"羇","羇"
230290,"羈","羁"
230398,"羉","羉"
230400,"肉","肉"
230638,"缹","缹"
230640,"缺","缺"
233422,"篊","篊"
233423,"篇","篇"
234388,"簷","檐"
234806,"籫","籫"
234807,"籯","籯"
234814,"籲","吁"
234825,"臼","臼"
234831,"臾","臾"
234833,"臿","臿"
234835,"舁","舁"
234839,"舀","舀"
234842,"舂","舂"
242118,"茂","茂"
242169,"苫","苫"
230536,"肏","肏"
230537,"胾","胾"
230539,"胔","胔"
230543,"腐","腐"
230613,"臡","臡"
230614,"臠","脔"
230627,"缶","缶"
230628,"缸","缸"
230709,"缽","钵"
230728,"缿","缿"
230732,"缾","缾"
230742,"罃","罃"
230743,"罄","罄"
230775,"罅","罅"
230784,"罈","坛"
230786,"罋","瓮"
230789,"罌","罂"
230795,"罍","罍"
230806,"罏","垆"
230807,"罐","罐"
230814,"舌","舌"
230837,"舍","舍"
230890,"舐","舐"
230951,"舔","舔"
230953,"舕","舕"
230954,"舖","铺"
230955,"竹","竹"
231314,"竺","竺"
231336,"竻","竻"
231340,"竿","竿"
231364,"竽","竽"
231367,"笁","笁"
231368,"笈","笈"
231370,"笄","笄"
231382,"笓","笓"
231385,"笑","笑"
231583,"笴","笴"
231584,"笸","笸"
231587,"笘","笘"
231590,"笪","笪"
231594,"笛","笛"
231605,"笙","笙"
231631,"笮","笮"
231636,"符","符"
232932,"箬","箬"
233934,"簝","簝"
233935,"簪","簪"
231888,"筐","筐"
231905,"筀","筀"
231907,"等","等"
231732,"笭","笭"
231737,"笱","笱"
231740,"笠","笠"
231749,"笵","笵"
231753,"笢","笢"
231755,"笥","笥"
231760,"第","第"
231831,"笯","笯"
231833,"笤","笤"
231839,"笳","笳"
231854,"笲","笲"
231856,"笞","笞"
232044,"筘","筘"
232045,"筑","筑"
232048,"策","策"
232131,"筒","筒"
232154,"筥","筥"
232155,"筅","筅"
232157,"筳","筳"
232160,"筈","筈"
232161,"筏","筏"
232165,"筵","筵"
232178,"筌","筌"
232188,"答","答"
232308,"筍","笋"
232335,"筊","筊"
232336,"筆","笔"
232539,"箏","筝"
232546,"筎","筎"
232547,"筭","筭"
232548,"筠","筠"
232574,"筮","筮"
232595,"筴","筴"
232596,"筲","筲"
232603,"筸","筸"
232604,"筧","笕"
232606,"筶","筶"
232607,"筣","筣"
232609,"筱","筱"
232610,"筰","筰"
232614,"筡","筡"
232615,"筷","筷"
232621,"筦","筦"
232622,"筤","筤"
232839,"筩","筩"
232844,"箐","箐"
232851,"箝","箝"
232869,"箍","箍"
232876,"箸","箸"
232887,"箕","箕"
233038,"箅","箅"
233040,"箇","个"
233060,"箘","箘"
233064,"箠","棰"
233082,"箄","箄"
233086,"箙","箙"
233087,"箊","箊"
233088,"箔","箔"
233094,"箈","箈"
233095,"管","管"
233235,"箜","箜"
233239,"箛","箛"
233241,"篋","箧"
233254,"箱","箱"
233275,"範","范"
233306,"箴","箴"
233465,"篨","篨"
233466,"篆","篆"
233502,"箹","箹"
233503,"篝","篝"
233513,"篚","篚"
233515,"篤","笃"
233622,"篢","篢"
233623,"築","筑"
233706,"篳","筚"
233720,"篔","篔"
233727,"簉","簉"
233735,"篠","筱"
233741,"篩","筛"
233760,"篦","篦"
233770,"篪","篪"
233773,"篷","篷"
233791,"篘","篘"
233792,"簑","蓑"
233796,"篙","篙"
233979,"簣","篑"
233981,"簞","箪"
233999,"簥","簥"
234000,"簰","簰"
234002,"篽","篽"
234006,"簩","簩"
234007,"簜","簜"
234010,"簡","简"
233810,"篱","篱"
233811,"篰","篰"
233814,"篣","篣"
233819,"篞","篞"
233820,"篛","箬"
233827,"篲","篲"
233833,"簀","箦"
233835,"簎","簎"
233836,"簧","簧"
233846,"篿","篿"
233847,"簌","簌"
233850,"篹","篹"
233852,"篻","篻"
233853,"簍","篓"
233856,"簂","簂"
233858,"篾","篾"
233878,"簻","簻"
233879,"簃","簃"
233881,"簁","簁"
233883,"簏","簏"
233886,"簇","簇"
234439,"簿","簿"
236173,"舠","舠"
236174,"舡","舡"
236176,"舢","舢"
236179,"舯","舯"
236180,"舨","舨"
236181,"般","般"
239618,"米","米"
240884,"艱","艰"
246392,"薏","薏"
233908,"簋","簋"
233913,"篸","篸"
233917,"簙","簙"
233918,"簭","簭"
234298,"簢","簢"
234299,"簨","簨"
234303,"簦","簦"
234305,"簼","簼"
234306,"籀","籀"
234315,"簸","簸"
234344,"簳","簳"
234346,"籈","籈"
234347,"簹","筜"
234349,"簬","簬"
234350,"籅","籅"
234351,"簽","签"
234413,"簾","帘"
234472,"簫","箫"
234492,"籍","籍"
234538,"籉","籉"
234541,"籌","筹"
234601,"籃","篮"
234611,"籊","籊"
234613,"籔","籔"
234615,"籐","藤"
234616,"籓","籓"
234620,"籜","箨"
234627,"籟","籁"
234630,"籗","籗"
234631,"籧","籧"
234635,"籚","籚"
234636,"籛","籛"
234640,"籙","箓"
234644,"籠","笼"
234727,"籦","籦"
234730,"籥","钥"
234735,"籤","签"
234763,"籣","籣"
234764,"籩","笾"
234770,"籬","篱"
234797,"籪","簖"
234798,"籮","箩"
234869,"舄","舄"
234875,"舅","舅"
234889,"舉","举"
236440,"艴","艴"
236442,"艵","艵"
236443,"艷","艳"
236444,"衣","衣"
236916,"衹","只"
236918,"衯","衯"
236920,"袀","袀"
236970,"袌","袌"
236971,"袈","袈"
243063,"荒","荒"
235024,"舊","旧"
245961,"蕺","蕺"
245964,"蕢","蒉"
245966,"蕪","芜"
250257,"累","累"
239352,"羨","羡"
239372,"羦","羦"
239373,"群","群"
237919,"製","制"
237973,"褚","褚"
237984,"裲","裲"
237986,"裺","裺"
237988,"裶","裶"
237990,"裸","裸"
241653,"芹","芹"
241666,"芥","芥"
235169,"舋","舋"
235177,"自","自"
238752,"襴","襕"
238759,"襼","襼"
238760,"襺","襺"
238761,"襻","襻"
238766,"襹","襹"
238769,"羊","羊"
238865,"美","美"
240271,"糗","糗"
240278,"糖","糖"
240292,"糕","糕"
240296,"糟","糟"
235878,"眾","众"
236793,"衷","衷"
244072,"萸","萸"
244076,"萑","萑"
244083,"萆","萆"
245938,"蕨","蕨"
245944,"蕤","蕤"
245950,"蕓","芸"
245952,"蕞","蕞"
237399,"裒","裒"
237434,"袲","袲"
237435,"袺","袺"
237436,"袹","袹"
237439,"裀","裀"
246508,"薃","薃"
246510,"蕭","萧"
246937,"藰","藰"
246939,"藷","藷"
246943,"藨","藨"
246945,"藙","藙"
246946,"藫","藫"
246947,"藩","藩"
248713,"紅","红"
236132,"衁","衁"
236134,"衃","衃"
236136,"衄","衄"
236142,"衈","衈"
236143,"衊","蔑"
236145,"衋","衋"
236148,"舟","舟"
236222,"航","航"
236245,"舫","舫"
236248,"舸","舸"
236250,"舳","舳"
236252,"舴","舴"
236254,"舶","舶"
236263,"舲","舲"
236266,"船","船"
236300,"舷","舷"
236301,"舵","舵"
236306,"舼","舼"
236307,"艇","艇"
236310,"舽","舽"
236312,"艄","艄"
236314,"艅","艅"
236316,"艂","艂"
236317,"艋","艋"
236318,"艓","艓"
236320,"艒","艒"
236322,"艘","艘"
236323,"艎","艎"
236324,"艐","艐"
236325,"艖","艖"
236326,"艏","艏"
236327,"艑","艑"
236329,"艙","舱"
236331,"艕","艕"
236332,"艗","艗"
236335,"艚","艚"
236336,"艛","艛"
236340,"艟","艟"
236343,"艨","艨"
236346,"艣","橹"
236348,"艡","艡"
236349,"艤","舣"
236351,"艦","舰"
236354,"艫","舻"
236355,"艬","艬"
236356,"艭","艭"
236357,"色","色"
240323,"糞","粪"
240345,"糜","糜"
241114,"芎","芎"
241116,"芑","芑"
241117,"芓","芓"
241118,"芔","芔"
241123,"芙","芙"
241139,"芫","芫"
242160,"茇","茇"
242165,"苹","苹"
236618,"衧","衧"
236619,"衫","衫"
236628,"衱","衱"
236630,"衪","衪"
236631,"衩","衩"
236634,"袃","袃"
236636,"衰","衰"
236927,"衴","衴"
236928,"袂","袂"
236932,"袋","袋"
236936,"袞","衮"
236824,"衾","衾"
236848,"衭","衭"
236849,"衼","衼"
236850,"衵","衵"
236853,"衶","衶"
236854,"衲","衲"
236872,"衽","衽"
236889,"衿","衿"
237016,"袖","袖"
237052,"袡","袡"
237054,"袟","袟"
237056,"袘","袘"
237057,"袙","袙"
237059,"袛","袛"
237061,"袗","袗"
237064,"袧","袧"
237065,"袍","袍"
237098,"袨","袨"
237100,"袢","袢"
237107,"袉","袉"
237108,"袑","袑"
237109,"被","被"
237225,"袎","袎"
237226,"裁","裁"
237356,"裂","裂"
237443,"袾","袾"
237445,"袱","袱"
237448,"袷","夾"
237458,"袼","袼"
237460,"裉","裉"
237461,"袽","袽"
237463,"裚","裚"
237464,"裘","裘"
237483,"裏","里"
237527,"裛","裛"
237533,"裊","袅"
237534,"裔","裔"
237547,"裟","裟"
237548,"裝","装"
237671,"補","补"
237804,"裋","裋"
237806,"裖","裖"
237807,"裌","夹"
237812,"裎","裎"
237813,"裡","里"
237814,"裕","裕"
237830,"裞","裞"
237831,"裙","裙"
237853,"裴","裴"
237857,"裻","裻"
237858,"裳","裳"
237865,"裹","裹"
238017,"裮","裮"
238019,"裼","裼"
238023,"裨","裨"
238044,"裯","裯"
238046,"裷","裷"
238047,"裧","裧"
238049,"裾","裾"
238052,"裰","裰"
238054,"褎","褎"
238061,"褒","褒"
238167,"褢","褢"
238168,"褋","褋"
238169,"褡","褡"
238179,"褗","褗"
238180,"褔","褔"
238181,"褙","褙"
238185,"褞","褞"
238188,"褐","褐"
238197,"複","复"
238330,"褪","褪"
238336,"褘","袆"
238337,"褖","褖"
238338,"褭","褭"
244280,"菉","菉"
244283,"菰","菰"
244292,"菡","菡"
244294,"菇","菇"
244295,"菑","菑"
244304,"葑","葑"
244308,"葀","葀"
244309,"葚","葚"
244310,"葉","叶"
245681,"蒘","蒘"
245682,"蓪","蓪"
245684,"蓩","蓩"
245686,"蒶","蒶"
245688,"蔧","蔧"
245689,"蔫","蔫"
250115,"紳","绅"
250127,"細","细"
238354,"褧","褧"
238357,"褱","褱"
238358,"褮","褮"
238359,"褰","褰"
238368,"褳","裢"
238369,"褥","褥"
238377,"褟","褟"
238378,"褫","褫"
239529,"羧","羧"
239532,"羬","羬"
239534,"羯","羯"
239542,"羰","羰"
239544,"羭","羭"
239545,"羱","羱"
239546,"羲","羲"
239571,"羵","羵"
240366,"糠","糠"
240376,"糝","糁"
240380,"糧","粮"
243796,"荾","荾"
243797,"菶","菶"
243801,"菁","菁"
243811,"菾","菾"
243813,"萇","苌"
243817,"菝","菝"
243818,"著","著"
247058,"蘊","蕴"
247059,"蘀","萚"
247060,"蘁","蘁"
247061,"藾","藾"
247062,"藶","苈"
247063,"藿","藿"
247071,"蘋","苹"
238397,"褯","褯"
238399,"褲","裤"
238422,"褵","褵"
238427,"褣","褣"
238428,"褦","褦"
238431,"褻","亵"
238465,"襄","襄"
238481,"褽","褽"
238482,"褾","褾"
238483,"褸","褛"
238485,"褷","褷"
238488,"襐","襐"
238492,"襒","襒"
238495,"褶","褶"
238508,"襂","襂"
238512,"襓","襓"
238513,"襋","襋"
238514,"襆","幞"
238855,"羌","羌"
238552,"襟","襟"
238591,"襠","裆"
238593,"襛","襛"
238594,"襗","襗"
238595,"襡","襡"
238596,"襝","裣"
238597,"襘","襘"
238600,"襜","襜"
238613,"襢","襢"
238616,"襪","袜"
238629,"襤","褴"
238635,"襦","襦"
238649,"襣","襣"
238650,"襫","襫"
238652,"襭","襭"
238653,"襮","襮"
238655,"襬","襬"
238657,"襲","袭"
238717,"襯","衬"
238747,"襱","襱"
238748,"襶","襶"
238749,"襳","襳"
239004,"羍","羍"
239005,"羑","羑"
239007,"羒","羒"
239008,"羖","羖"
239009,"羞","羞"
239062,"羔","羔"
239074,"着","着"
239145,"羚","羚"
239149,"羝","羝"
239155,"羜","羜"
239156,"羕","羕"
239157,"羛","羛"
239158,"羢","绒"
239159,"羠","羠"
239160,"羡","羡"
239161,"羥","羟"
239162,"義","义"
239574,"羳","羳"
239575,"羶","膻"
239587,"羹","羹"
239608,"羺","羺"
239609,"羼","羼"
239671,"籺","籺"
239672,"籸","籸"
239674,"籽","籽"
239678,"籹","籹"
239679,"粔","粔"
239681,"粄","粄"
239682,"粉","粉"
239779,"粈","粈"
239780,"粑","粑"
239782,"粖","粖"
239783,"粘","粘"
239800,"粗","粗"
239870,"粕","粕"
239871,"粣","粣"
239872,"粒","粒"
239877,"粟","粟"
239892,"粞","粞"
239893,"粵","粤"
239908,"粧","妆"
239941,"粢","粢"
239947,"粲","粲"
239956,"粳","粳"
239961,"粱","粱"
239967,"精","精"
240209,"粻","粻"
240210,"粿","粿"
240211,"粺","粺"
240212,"粼","粼"
240214,"粹","粹"
240239,"粽","粽"
240243,"糊","糊"
240256,"糌","糌"
240258,"糈","糈"
240259,"糔","糔"
240261,"糅","糅"
240265,"糒","糒"
240266,"糢","模"
240268,"糙","糙"
240417,"糨","糨"
240420,"糲","粝"
240430,"糯","糯"
240436,"糰","团"
240438,"糴","籴"
240439,"糱","糱"
240442,"糶","粜"
240443,"聿","聿"
240453,"肂","肂"
240454,"肆","肆"
240556,"肄","肄"
240565,"肇","肇"
240601,"肅","肃"
240707,"艮","艮"
240718,"良","良"
240942,"艸","艹"
240943,"艼","艼"
240945,"艾","艾"
240983,"艽","艽"
240985,"艿","艿"
240987,"芀","芀"
240988,"芋","芋"
241005,"芏","芏"
241006,"芐","芐"
241007,"芅","芅"
241008,"芊","芊"
241016,"芃","芃"
241018,"芄","芄"
241020,"芍","芍"
241023,"芨","芨"
241025,"芒","芒"
241074,"芝","芝"
241142,"芸","芸"
241172,"芾","芾"
241173,"芰","芰"
241177,"芣","芣"
241178,"苣","苣"
241179,"芽","芽"
241184,"芚","芚"
241186,"芘","芘"
241193,"芷","芷"
241196,"芮","芮"
241198,"芼","芼"
241200,"芺","芺"
241201,"花","花"
241679,"芩","芩"
241680,"芬","芬"
241698,"芴","芴"
241701,"芡","芡"
241703,"芟","芟"
241716,"芠","芠"
241717,"苀","苀"
241718,"芳","芳"
241820,"芯","芯"
241822,"芤","芤"
241823,"芭","芭"
241829,"苡","苡"
241832,"芧","芧"
241834,"茉","茉"
241836,"苦","苦"
241985,"苯","苯"
241986,"苛","苛"
242040,"苤","苤"
242042,"若","若"
242180,"苜","苜"
242182,"苴","苴"
242194,"苗","苗"
242220,"英","英"
242397,"苒","苒"
242405,"苲","苲"
242407,"苻","苻"
242412,"苶","苶"
242416,"苓","苓"
242422,"苟","苟"
243958,"萐","萐"
243962,"萋","萋"
247565,"翀","翀"
247567,"翂","翂"
247569,"翁","翁"
247586,"翇","翇"
247587,"翐","翐"
247589,"習","习"
245110,"蓧","莜"
245111,"蓨","蓨"
245112,"蓓","蓓"
245115,"蓖","蓖"
245117,"蓏","蓏"
245118,"蔱","蔱"
245120,"蓌","蓌"
245121,"蒼","苍"
246358,"薋","薋"
246359,"薪","薪"
247124,"蘄","蕲"
247134,"蘉","蘉"
247135,"蘅","蘅"
247138,"蘇","苏"
247692,"翎","翎"
247702,"翏","翏"
247704,"翋","翋"
247705,"翊","翊"
247720,"翌","翌"
251762,"綌","绤"
251765,"綏","绥"
242470,"茆","茆"
242471,"苑","苑"
242479,"苞","苞"
242513,"苙","苙"
242514,"范","范"
242524,"苧","苎"
242528,"苾","苾"
242534,"苠","苠"
242535,"苨","苨"
242537,"茀","茀"
242543,"苰","苰"
242544,"茁","茁"
242552,"苕","苕"
242565,"茄","茄"
242569,"苔","苔"
242590,"茅","茅"
242644,"茙","茙"
242647,"荖","荖"
242648,"茸","茸"
242655,"荁","荁"
242656,"茜","茜"
242662,"茬","茬"
242665,"荐","荐"
242672,"荋","荋"
242673,"荂","荂"
242674,"茢","茢"
242675,"荑","荑"
242679,"荎","荎"
242681,"茈","茈"
242689,"草","草"
242890,"茧","茧"
242891,"茼","茼"
242893,"莒","莒"
242895,"茵","茵"
242914,"茴","茴"
242916,"茱","茱"
242924,"莛","莛"
242925,"茠","茠"
242927,"茯","茯"
242931,"茷","茷"
242933,"莚","莚"
242935,"荏","荏"
242940,"茩","茩"
242941,"荇","荇"
242942,"荃","荃"
242947,"茶","茶"
243016,"荅","荅"
243020,"荀","荀"
243026,"荈","荈"
243027,"茖","茖"
243029,"茗","茗"
243044,"茭","茭"
243054,"茨","茨"
244346,"葙","葙"
244347,"葧","葧"
244349,"葍","葍"
244350,"葽","葽"
244351,"萰","萰"
244352,"葴","葴"
244353,"葳","葳"
244356,"葬","葬"
246154,"蒍","蒍"
246157,"薀","薀"
246177,"蕊","蕊"
246188,"蕁","荨"
248378,"翻","翻"
248178,"翰","翰"
248534,"翷","翷"
248535,"翽","翙"
248537,"翾","翾"
248546,"翿","翿"
248592,"糽","糽"
248593,"糾","纠"
269197,"見","见"
252956,"緲","缈"
252958,"緝","缉"
253031,"縎","縎"
253032,"緟","緟"
243196,"荄","荄"
243197,"茺","茺"
243200,"荓","荓"
243202,"茳","茳"
243205,"茫","茫"
243226,"茛","茛"
243227,"荍","荍"
243229,"茹","茹"
243247,"茻","茻"
243249,"荔","荔"
243257,"茲","兹"
243267,"華","华"
243673,"莋","莋"
243674,"荼","荼"
243692,"莃","莃"
244368,"萷","萷"
244371,"萴","萴"
244373,"葺","葺"
244380,"萬","万"
245380,"蒹","蒹"
245386,"蒴","蒴"
245388,"蒲","蒲"
243502,"荴","荴"
243505,"莕","莕"
243507,"荸","荸"
243509,"莆","莆"
243510,"荳","荳"
243512,"莤","莤"
243515,"莽","莽"
243547,"莢","荚"
243550,"莖","茎"
243552,"莫","莫"
243605,"莧","苋"
243609,"莇","莇"
243610,"莔","莔"
243611,"莪","莪"
243613,"莉","莉"
243614,"莠","莠"
243709,"莎","莎"
243718,"莞","莞"
243723,"莨","莨"
243727,"莙","莙"
243728,"莊","庄"
246797,"薶","薶"
247262,"藺","蔺"
246091,"蕣","蕣"
246095,"蕕","莸"
246096,"蕫","蕫"
246097,"蕩","荡"
247398,"蘿","萝"
247408,"蘼","蘼"
247410,"虀","虀"
247417,"蘱","蘱"
247418,"蘹","蘹"
247420,"虇","虇"
247421,"虈","虈"
247422,"虆","虆"
247423,"虌","虌"
247424,"虋","虋"
247426,"羽","羽"
250333,"紬","紬"
252730,"緇","缁"
252761,"緙","缂"
243974,"菿","菿"
243975,"菲","菲"
243992,"菽","菽"
243999,"菎","菎"
244002,"菖","菖"
244007,"萌","萌"
244029,"菌","菌"
244037,"菵","菵"
244041,"萵","莴"
244043,"菙","菙"
244045,"菞","菞"
244046,"萎","萎"
243890,"菱","菱"
243906,"菢","菢"
243907,"菈","菈"
243909,"萁","萁"
243912,"菆","菆"
243915,"菻","菻"
243916,"菥","菥"
243918,"菘","菘"
243919,"菫","菫"
243924,"菄","菄"
243926,"菣","菣"
243927,"莿","莿"
243928,"菴","庵"
243939,"萊","莱"
246007,"蕉","蕉"
246023,"薁","薁"
246024,"蓹","蓹"
246026,"蕧","蕧"
246027,"蕃","蕃"
246759,"薷","薷"
246760,"薱","薱"
246761,"薰","熏"
247266,"蘟","蘟"
247267,"蘛","蘛"
247268,"蘜","蘜"
247269,"蘳","蘳"
247270,"蘙","蘙"
247272,"蘦","蘦"
247275,"蘡","蘡"
247277,"蘤","蘤"
247278,"蘮","蘮"
247280,"蘩","蘩"
247281,"蘌","蘌"
247282,"蘞","蔹"
247283,"蘚","藓"
247285,"蘘","蘘"
247288,"蘪","蘪"
247290,"蘭","兰"
245933,"蕈","蕈"
245934,"蕆","蒇"
245998,"蔾","蔾"
245999,"蕛","蕛"
246000,"蕎","荞"
258628,"軬","軬"
258631,"軾","轼"
258639,"載","载"
250073,"紱","绂"
250078,"組","组"
250565,"結","结"
251545,"綔","綔"
251546,"經","经"
244087,"菂","菂"
244088,"菕","菕"
244089,"菜","菜"
244140,"萉","萉"
244141,"菔","菔"
244142,"菟","菟"
244148,"萄","萄"
244149,"萏","萏"
244150,"菊","菊"
244173,"萃","萃"
244184,"菩","菩"
244194,"菨","菨"
244196,"菸","烟"
244202,"菤","菤"
244205,"菼","菼"
244206,"菏","菏"
244207,"萍","萍"
244234,"菹","菹"
244248,"菠","菠"
244254,"菪","菪"
244255,"萓","萓"
244258,"菅","菅"
244268,"菀","菀"
244335,"葫","葫"
244345,"萳","萳"
244536,"葛","葛"
244556,"葨","葨"
244558,"葸","葸"
244563,"萼","萼"
244568,"蓇","蓇"
244572,"萩","萩"
244573,"董","董"
244597,"葆","葆"
244618,"葟","葟"
244619,"蒐","搜"
244642,"葠","参"
244643,"葩","葩"
244651,"萭","萭"
244653,"葰","葰"
244656,"葎","葎"
244658,"葅","葅"
244659,"葐","葐"
244660,"葄","葄"
244661,"葡","葡"
244673,"萯","萯"
244675,"葂","葂"
244676,"葶","葶"
244678,"蒂","蒂"
244679,"葹","葹"
244680,"蒎","蒎"
244681,"落","落"
244839,"蓱","蓱"
244841,"萱","萱"
244850,"葷","荤"
244859,"萹","萹"
244864,"蔇","蔇"
244865,"葭","葭"
244876,"葞","葞"
244877,"葦","苇"
244899,"蒢","蒢"
244900,"葌","葌"
244901,"葵","葵"
244909,"葇","葇"
244910,"葒","荭"
244912,"葯","药"
244913,"蓁","蓁"
244920,"蒜","蒜"
244942,"蒱","蒱"
244948,"蓍","蓍"
244959,"蓋","盖"
245003,"蓒","蓒"
245005,"蓮","莲"
245071,"蒪","蒪"
245072,"蒚","蒚"
245073,"蓐","蓐"
245084,"蒧","蒧"
245085,"蒝","蒝"
245087,"蓫","蓫"
245089,"蒔","莳"
245092,"蓽","荜"
245101,"蒩","蒩"
245103,"蒨","蒨"
245203,"蓊","蓊"
245221,"蓬","蓬"
245290,"蓑","蓑"
245296,"蒿","蒿"
245325,"蓆","席"
245331,"蒺","蒺"
245336,"蓎","蓎"
245338,"蔀","蔀"
245343,"蒟","蒟"
245346,"蒡","蒡"
245348,"蓄","蓄"
245482,"蒞","莅"
245495,"蒤","蒤"
245496,"蒗","蒗"
245497,"蓉","蓉"
245499,"蒙","蒙"
245596,"蓂","蓂"
245601,"蒻","蒻"
245605,"蔯","蔯"
245606,"蓀","荪"
245609,"蔭","荫"
245639,"蒸","蒸"
245699,"蓷","蓷"
245700,"蓺","蓺"
245701,"蓳","蓳"
245702,"蔪","蔪"
245704,"蓴","莼"
245709,"蔌","蔌"
245711,"蓲","蓲"
245714,"蔈","蔈"
245715,"蔕","蔕"
245717,"蔞","蒌"
245722,"蔓","蔓"
245736,"蔂","蔂"
245737,"蔮","蔮"
245738,"蓶","蓶"
245740,"蔑","蔑"
245760,"薖","薖"
245761,"蔦","茑"
245763,"蔥","葱"
245787,"蓰","蓰"
245789,"蓯","苁"
245791,"蔔","卜"
245792,"蔡","蔡"
245797,"蔎","蔎"
245799,"蔗","蔗"
245805,"蔉","蔉"
245806,"蔍","蔍"
245808,"蔟","蔟"
245810,"蔽","蔽"
245856,"蔊","蔊"
245857,"蔆","菱"
245858,"蕖","蕖"
245859,"蔻","蔻"
245861,"蓿","蓿"
245862,"蔰","蔰"
245863,"蔚","蔚"
245878,"蔣","蒋"
245884,"蓼","蓼"
245892,"蔘","蔘"
245893,"薌","芗"
245899,"蔠","蔠"
245901,"蕘","荛"
