id,tra,sim
115911,"榱","榱"
115919,"槁","槁"
115965,"槨","椁"
115970,"槉","槉"
115971,"榶","榶"
115972,"榜","榜"
116035,"槊","槊"
116038,"榮","荣"
116227,"寨","寨"
116240,"榨","榨"
116248,"榕","榕"
116254,"榠","榠"
116258,"榷","榷"
116331,"槼","规"
116332,"槷","槷"
116334,"槻","槻"
116335,"槸","槸"
116336,"槿","槿"
116343,"橫","横"
116745,"樠","樠"
116747,"槫","槫"
116748,"槽","槽"
116765,"槧","椠"
116771,"樕","樕"
116773,"樞","枢"
116819,"標","标"
116983,"槱","槱"
116988,"槭","槭"
116991,"槬","槬"
116992,"樗","樗"
117010,"樝","樝"
117013,"樘","樘"
117016,"樓","楼"
117090,"槾","槾"
117091,"樏","樏"
117094,"槶","槶"
117096,"檛","檛"
117098,"樅","枞"
117101,"樊","樊"
117134,"橡","橡"
117158,"槲","槲"
117161,"槦","槦"
117162,"樟","樟"
117171,"樀","樀"
117173,"樣","样"
117198,"樑","梁"
117201,"槴","槴"
117202,"橄","橄"
117212,"橢","椭"
117215,"槢","槢"
117216,"樛","樛"
117229,"槳","桨"
117230,"槮","槮"
117233,"樂","乐"
117516,"樲","樲"
117518,"橈","桡"
117546,"樾","樾"
117549,"橨","橨"
117550,"樹","树"
117513,"樔","樔"
117903,"檇","檇"
117905,"樵","樵"
119945,"狑","狑"
119947,"狗","狗"
120304,"狽","狈"
120305,"狷","狷"
120331,"猁","猁"
120332,"狳","狳"
120333,"狶","狶"
120339,"狺","狺"
120343,"狼","狼"
120603,"猇","猇"
120606,"猓","猓"
120610,"猑","猑"
120611,"猖","猖"
120623,"猧","猧"
120626,"猘","猘"
120632,"猊","猊"
120637,"猈","猈"
120638,"猞","猞"
120641,"猝","猝"
121660,"獻","献"
118971,"欀","欀"
118973,"欄","栏"
118992,"欋","欋"
118996,"欐","欐"
119000,"欏","椤"
119001,"欑","攒"
119010,"欒","栾"
120649,"猏","猏"
120650,"猛","猛"
126695,"改","改"
117761,"橝","橝"
117762,"橛","橛"
117775,"橶","橶"
117776,"橑","橑"
117779,"樸","朴"
117846,"橕","橕"
117847,"樻","樻"
117848,"樿","樿"
117853,"橇","橇"
117854,"橋","桥"
117901,"橆","橆"
117902,"橁","橁"
118376,"櫆","櫆"
118377,"檄","檄"
118388,"檢","检"
118536,"檜","桧"
118543,"檐","檐"
118576,"檞","檞"
118577,"檀","檀"
118669,"櫃","柜"
118679,"檻","槛"
118693,"檽","檽"
118695,"櫡","櫡"
118696,"檭","檭"
118697,"櫅","櫅"
118698,"檳","槟"
118702,"檸","柠"
118704,"櫚","榈"
118705,"櫂","棹"
118706,"櫝","椟"
118755,"櫠","櫠"
118756,"櫐","櫐"
118757,"櫟","栎"
118767,"櫞","橼"
118768,"欂","欂"
118771,"櫹","櫹"
118774,"櫪","枥"
118777,"櫨","栌"
118779,"櫸","榉"
118781,"櫱","櫱"
118783,"櫰","櫰"
118785,"櫬","榇"
118786,"櫳","栊"
118790,"權","权"
118945,"櫺","棂"
118952,"櫻","樱"
118965,"櫼","櫼"
118967,"欃","欃"
119022,"欓","欓"
119024,"欖","榄"
119029,"欙","欙"
119030,"欘","欘"
119031,"欞","棂"
119032,"支","支"
119428,"犴","犴"
119296,"犰","犰"
119298,"犯","犯"
119478,"狂","狂"
119714,"狆","狆"
119717,"犿","犿"
119718,"犺","犺"
119719,"狄","狄"
119737,"狃","狃"
119746,"狁","狁"
119747,"狊","狊"
119748,"狋","狋"
119752,"狘","狘"
119753,"狉","狉"
119757,"狙","狙"
119786,"狚","狚"
119787,"狎","狎"
119851,"狌","狌"
119854,"狐","狐"
120108,"狖","狖"
120110,"狔","狔"
120111,"狒","狒"
120113,"狨","狨"
120118,"狤","狤"
120120,"狫","狫"
120121,"狟","狟"
120124,"狦","狦"
120125,"狪","狪"
120128,"狿","狿"
120129,"狡","狡"
120208,"猙","狰"
120211,"狩","狩"
120218,"狠","狠"
120247,"狾","狾"
120248,"狹","狭"
120284,"狴","狴"
120290,"狸","狸"
120474,"峱","峱"
120475,"狻","狻"
120478,"猋","猋"
120489,"猒","猒"
120501,"猜","猜"
120582,"猗","猗"
120726,"猷","猷"
120732,"猰","猰"
120736,"猢","猢"
120741,"猩","猩"
120758,"猲","猲"
120761,"猥","猥"
120957,"猿","猿"
120987,"猼","猼"
120990,"獂","獂"
120991,"獅","狮"
121025,"猺","猺"
121026,"獊","獊"
121029,"猻","狲"
121030,"獚","獚"
121031,"獑","獑"
121034,"獘","獘"
121040,"獌","獌"
121042,"獄","狱"
121088,"獐","獐"
121096,"獍","獍"
121099,"獙","獙"
121101,"獟","獟"
121104,"獦","獦"
121111,"獗","獗"
121113,"獠","獠"
121126,"獢","獢"
121128,"獡","獡"
121129,"獞","獞"
121130,"獝","獝"
121133,"獲","获"
121183,"獩","獩"
121185,"獧","獧"
121197,"獨","独"
122484,"殦","殦"
122486,"殥","殥"
122487,"殪","殪"
122490,"殫","殚"
123657,"戫","戫"
123659,"戩","戬"
123662,"戧","戗"
123670,"臧","臧"
124120,"比","比"
126295,"攷","考"
126320,"收","收"
121453,"獫","猃"
121457,"獪","狯"
121461,"獬","獬"
121466,"獮","狝"
121476,"獳","獳"
121477,"獯","獯"
121483,"獷","犷"
121507,"獰","狞"
121528,"獸","兽"
121593,"獶","獶"
121597,"獵","猎"
121773,"獺","獭"
122259,"殘","残"
121999,"殀","殀"
122003,"歾","歾"
122004,"殂","殂"
122017,"歿","殁"
122022,"殃","殃"
122035,"殄","殄"
122057,"殆","殆"
122062,"殊","殊"
128244,"敧","敧"
128254,"敤","敤"
128255,"散","散"
129442,"斃","毙"
129447,"斄","斄"
129449,"變","变"
134181,"智","智"
135165,"暋","暋"
135168,"朅","朅"
135173,"暱","昵"
135185,"暮","暮"
122436,"殙","殙"
122437,"殕","殕"
122438,"殔","殔"
122439,"殛","殛"
122441,"殟","殟"
122443,"殞","殒"
122467,"殠","殠"
122469,"殣","殣"
122470,"殢","殢"
122477,"殤","殇"
122573,"戈","戈"
122608,"戊","戊"
122616,"戉","戉"
122617,"戎","戎"
122737,"戌","戌"
122743,"戍","戍"
122786,"成","成"
123078,"戒","戒"
123295,"威","威"
123176,"我","我"
123207,"或","或"
123461,"戚","戚"
123510,"戟","戟"
123539,"戢","戢"
123572,"戠","戠"
123573,"戡","戡"
123584,"戥","戥"
123589,"戤","戤"
123695,"戭","戭"
123696,"戮","戮"
123720,"戰","战"
124097,"戳","戳"
124495,"牚","牚"
124498,"瓦","瓦"
127747,"救","救"
128154,"敝","敝"
134310,"晾","晾"
134316,"景","景"
132056,"是","是"
132106,"昺","昺"
132108,"昦","昦"
132109,"昜","昜"
132110,"冒","冒"
132555,"昱","昱"
132560,"昝","昝"
132561,"昡","昡"
132564,"昵","昵"
132593,"昶","昶"
132595,"昲","昲"
132597,"昢","昢"
132599,"昭","昭"
124681,"瓻","瓻"
124682,"瓽","瓽"
124683,"甀","甀"
124684,"瓾","瓾"
124685,"瓿","瓿"
124686,"甄","甄"
124748,"甃","甃"
124755,"甂","甂"
124758,"甍","甍"
124634,"瓨","瓨"
124635,"瓩","瓩"
124636,"瓮","瓮"
124637,"瓬","瓬"
124639,"瓴","瓴"
124642,"瓵","瓵"
124643,"瓷","瓷"
127606,"敉","敉"
127613,"教","教"
133145,"冔","冔"
133146,"晌","晌"
133202,"書","书"
124763,"甈","甈"
124764,"甌","瓯"
124780,"甋","甋"
124781,"甏","甏"
124783,"甒","甒"
124784,"甐","甐"
124785,"甑","甑"
124795,"甔","甔"
124798,"甕","瓮"
124839,"甓","甓"
124914,"正","正"
125342,"此","此"
125381,"步","步"
133480,"晢","晢"
133486,"曹","曹"
125492,"武","武"
125699,"歧","歧"
125726,"些","些"
125748,"歪","歪"
125794,"歭","歭"
125795,"歲","岁"
127216,"敁","敁"
127218,"政","政"
129174,"整","整"
125910,"歶","歶"
125911,"歷","历"
126015,"歸","归"
126581,"攻","攻"
134770,"暖","暖"
135123,"暇","暇"
135142,"暐","暐"
135148,"暌","暌"
137065,"汙","污"
137545,"沓","沓"
126879,"攽","攽"
126880,"放","放"
127505,"敖","敖"
127534,"效","效"
127321,"故","故"
127873,"敕","敕"
127926,"敔","敔"
127927,"敗","败"
128056,"敏","敏"
128110,"敘","叙"
128207,"敓","敓"
128209,"敢","敢"
128579,"敬","敬"
128670,"敞","敞"
128693,"敜","敜"
128695,"敦","敦"
128843,"敲","敲"
128921,"敳","敳"
128922,"敶","敶"
128923,"敺","驱"
128937,"敷","敷"
129022,"敹","敹"
129025,"數","数"
129108,"敵","敌"
129306,"敿","敿"
129307,"斁","斁"
129315,"斂","敛"
129640,"日","日"
130097,"曲","曲"
132739,"時","时"
142026,"洎","洎"
142028,"洫","洫"
142030,"派","派"
129981,"曰","曰"
129983,"旦","旦"
130010,"早","早"
130399,"旨","旨"
130428,"旬","旬"
130459,"旯","旯"
130461,"曳","曳"
130503,"旭","旭"
130515,"旮","旮"
130518,"旰","旰"
130527,"旱","旱"
130584,"旴","旴"
130585,"旳","旳"
130587,"旺","旺"
130602,"昊","昊"
130614,"昔","昔"
130633,"昃","昃"
130639,"昆","昆"
130686,"昌","昌"
130783,"昇","升"
130821,"昕","昕"
130829,"昄","昄"
130832,"昐","昐"
130833,"明","明"
131497,"易","易"
131294,"昏","昏"
131581,"昒","昒"
131590,"曶","曶"
131594,"昀","昀"
131595,"昂","昂"
131616,"旻","旻"
131624,"旼","旼"
131626,"昉","昉"
131628,"昈","昈"
131632,"春","春"
132013,"昧","昧"
132233,"映","映"
132266,"星","星"
132507,"昳","昳"
132510,"昨","昨"
132534,"昤","昤"
132536,"昫","昫"
132539,"曷","曷"
132547,"昴","昴"
133085,"晅","晅"
133087,"晒","晒"
133088,"晟","晟"
133089,"晊","晊"
133090,"晉","晋"
133155,"晁","晁"
133158,"晏","晏"
133534,"晡","晡"
133538,"晤","晤"
133551,"晨","晨"
133630,"晛","晛"
133631,"勗","勖"
133632,"曼","曼"
133680,"晦","晦"
133738,"晞","晞"
133764,"晚","晚"
133912,"冕","冕"
133923,"晜","晜"
133926,"晥","晥"
133927,"晝","昼"
133982,"晴","晴"
134035,"替","替"
134066,"暑","暑"
134094,"最","最"
134117,"晰","晰"
134122,"晻","晻"
134148,"朁","朁"
134149,"晶","晶"
134290,"晲","晲"
134291,"暀","暀"
134294,"晷","晷"
134430,"晬","晬"
134441,"普","普"
134516,"曾","曾"
134573,"晱","晱"
134576,"晼","晼"
134579,"晸","晸"
134580,"尟","尟"
134581,"暔","暔"
134582,"暕","暕"
134583,"暘","旸"
134591,"暍","暍"
134598,"會","会"
134856,"暗","暗"
135045,"暆","暆"
135046,"暄","暄"
135065,"暉","晖"
142440,"洴","洴"
142445,"洲","洲"
142888,"涔","涔"
142898,"浻","浻"
142900,"浩","浩"
135740,"曀","曀"
135748,"曋","曋"
135749,"曇","昙"
135757,"曌","曌"
135758,"暾","暾"
135760,"曈","曈"
135765,"曊","曊"
135766,"曚","曚"
135773,"曙","曙"
142535,"洳","洳"
142537,"浙","浙"
142543,"浾","浾"
142544,"涍","涍"
142546,"洍","洍"
142547,"浡","浡"
142553,"浦","浦"
142563,"浭","浭"
142564,"涑","涑"
142567,"浯","浯"
142109,"洮","洮"
142116,"洈","洈"
142117,"洵","洵"
142121,"洶","汹"
135084,"暈","晕"
135256,"曄","晔"
135260,"暯","暯"
135261,"嘗","尝"
135290,"暢","畅"
135353,"暟","暟"
135354,"暡","暡"
135357,"暠","暠"
135360,"暝","暝"
135376,"暨","暨"
135379,"暵","暵"
135386,"暴","暴"
135964,"曝","曝"
135988,"曣","曣"
135990,"曨","昽"
135992,"曦","曦"
145745,"淑","淑"
147688,"湡","湡"
147689,"溫","温"
135590,"暫","暂"
135610,"暰","暰"
135611,"曏","向"
135615,"曉","晓"
135711,"曆","历"
135808,"曘","曘"
135810,"曛","曛"
135824,"曠","旷"
135796,"曒","曒"
135802,"曖","暧"
136736,"永","永"
141453,"洧","洧"
141459,"洊","洊"
135945,"曜","曜"
136006,"曩","曩"
136028,"曬","晒"
136041,"曮","曮"
136043,"曭","曭"
136047,"水","水"
136830,"氶","氶"
136831,"求","求"
136936,"汆","汆"
136937,"汁","汁"
136950,"汀","汀"
136959,"汃","汃"
136961,"氿","氿"
136964,"氾","泛"
136966,"汞","汞"
136970,"汗","汗"
137165,"污","污"
137166,"江","江"
148887,"溉","溉"
140025,"沾","沾"
140447,"泭","泭"
140448,"泊","泊"
140460,"泝","泝"
140483,"泒","泒"
140484,"沴","沴"
145344,"淞","淞"
145216,"淕","淕"
145217,"淩","凌"
147420,"湢","湢"
147423,"湮","湮"
148285,"溲","溲"
148301,"湟","湟"
148304,"溾","溾"
148305,"渝","渝"
149706,"滍","滍"
149708,"漦","漦"
149710,"漿","浆"
152376,"濁","浊"
153117,"瀖","瀖"
153119,"瀕","濒"
153125,"瀣","瀣"
153128,"瀘","泸"
153130,"瀩","瀩"
153131,"瀤","瀤"
153133,"瀙","瀙"
153134,"瀧","泷"
137393,"汏","汏"
137394,"汕","汕"
137396,"汔","汔"
137399,"汋","汋"
137403,"汎","泛"
137404,"汍","汍"
137409,"汐","汐"
137412,"汲","汲"
137447,"汒","汒"
137450,"汛","汛"
137464,"汜","汜"
137466,"池","池"
137523,"汝","汝"
137540,"汊","汊"
139117,"沉","沉"
139118,"沁","沁"
139135,"決","决"
140938,"沸","沸"
142456,"津","津"
143679,"浼","浼"
143683,"流","流"
137569,"沝","沝"
137570,"汪","汪"
137986,"汨","汨"
137989,"汩","汩"
138024,"沖","冲"
139378,"泵","泵"
139379,"泉","泉"
151031,"漃","漃"
151033,"滵","滵"
151036,"滬","沪"
137593,"汧","汧"
137598,"汫","汫"
137599,"沅","沅"
137604,"沄","沄"
137606,"沐","沐"
137648,"沛","沛"
137668,"沔","沔"
137670,"汱","汱"
137671,"汰","汰"
151352,"澍","澍"
151360,"澎","澎"
151372,"澌","澌"
151379,"澫","澫"
151381,"濍","濍"
151382,"潮","潮"
141128,"治","治"
143295,"浟","浟"
143299,"涂","涂"
148930,"湣","愍"
148932,"渳","渳"
148933,"湋","湋"
148934,"湄","湄"
148935,"湑","湑"
148938,"滁","滁"
148939,"湧","涌"
148940,"湀","湀"
148942,"溞","溞"
148944,"滎","荥"
146035,"淦","淦"
146037,"淪","沦"
137692,"汯","汯"
137694,"沋","沋"
137696,"洰","洰"
137698,"沌","沌"
137702,"沘","沘"
137703,"沍","冱"
137712,"沏","沏"
137714,"沚","沚"
137715,"沙","沙"
138155,"汭","汭"
138156,"汽","汽"
138181,"沃","沃"
138226,"沜","沜"
138227,"沂","沂"
138237,"汳","汳"
138238,"汾","汾"
138268,"汦","汦"
138270,"泛","泛"
138371,"泲","泲"
138372,"沕","沕"
138378,"沒","没"
138687,"汴","汴"
138691,"汶","汶"
138698,"沆","沆"
138710,"汸","汸"
138712,"沈","沈"
145162,"添","添"
150340,"漘","漘"
150341,"滯","滞"
139278,"泐","泐"
139285,"沇","沇"
139288,"泰","泰"
139440,"沫","沫"
139446,"沬","沬"
139449,"沶","沶"
139451,"法","法"
139750,"沽","沽"
139776,"沭","沭"
139777,"河","河"
139709,"泔","泔"
139714,"泄","泄"
140016,"泧","泧"
140019,"沰","沰"
140020,"泙","泙"
140097,"沮","沮"
140175,"油","油"
140387,"沺","沺"
140389,"泱","泱"
140402,"況","况"
140417,"泂","泂"
140420,"泅","泅"
140426,"泗","泗"
140441,"泆","泆"
140495,"泠","泠"
140508,"泜","泜"
140509,"沿","沿"
140556,"泃","泃"
140560,"泖","泖"
140562,"泡","泡"
140592,"注","注"
140672,"泣","泣"
140702,"泫","泫"
140712,"泮","泮"
140730,"泞","泞"
140731,"泬","泬"
140735,"沱","沱"
140739,"泌","泌"
140743,"泳","泳"
140746,"泥","泥"
140915,"泯","泯"
140989,"泓","泓"
141009,"泏","泏"
141011,"沼","沼"
141017,"泇","泇"
141018,"波","波"
141271,"泑","泑"
141272,"洭","洭"
141273,"洼","洼"
141276,"洁","洁"
141277,"洱","洱"
141281,"洪","洪"
141424,"洹","洹"
141427,"洒","洒"
141479,"洏","洏"
141482,"洿","洿"
141504,"洌","洌"
141508,"洟","洟"
141510,"泚","泚"
141517,"洸","洸"
141526,"洩","泄"
141541,"洞","洞"
141666,"洇","洇"
141668,"洄","洄"
141694,"洙","洙"
141696,"洗","洗"
141827,"活","活"
141993,"洑","洑"
141998,"涎","涎"
142063,"洀","洀"
142065,"洽","洽"
142147,"洚","洚"
142150,"洛","洛"
142207,"洺","洺"
142208,"淨","净"
142292,"洨","洨"
142293,"洋","洋"
144133,"浺","浺"
144135,"浣","浣"
145619,"淺","浅"
142572,"浢","浢"
142574,"浹","浃"
142595,"涇","泾"
142603,"涉","涉"
142640,"消","消"
142820,"涆","涆"
142822,"浧","浧"
142824,"涅","涅"
142841,"浿","浿"
142842,"浬","浬"
142843,"涀","涀"
142845,"浞","浞"
142849,"涓","涓"
142881,"浥","浥"
145286,"渃","渃"
145287,"渶","渶"
145288,"淔","淔"
145290,"淋","淋"
145346,"涷","涷"
145350,"淢","淢"
145352,"涯","涯"
145369,"渀","渀"
145372,"淹","淹"
150930,"漾","漾"
150941,"潎","潎"
150944,"滱","滱"
150945,"演","演"
147296,"渫","渫"
147304,"湖","湖"
148106,"淵","渊"
142975,"涐","涐"
142976,"浰","浰"
142977,"海","海"
143309,"浠","浠"
143310,"浴","浴"
143351,"浮","浮"
143645,"浽","浽"
143647,"渙","涣"
146755,"淙","淙"
146765,"淀","淀"
146768,"涫","涫"
146773,"涳","涳"
146775,"涴","涴"
146780,"淚","泪"
150749,"潒","潒"
150751,"漪","漪"
150759,"漈","漈"
150761,"滸","浒"
150763,"滾","滚"
151325,"澒","澒"
151336,"濆","濆"
154600,"犨","犨"
154605,"犩","犩"
154607,"犪","犪"
154610,"手","手"
156623,"投","投"
144111,"涗","涗"
144115,"涕","涕"
144168,"浤","浤"
144170,"浶","浶"
144172,"浪","浪"
144268,"涒","涒"
144273,"浸","浸"
144320,"浘","浘"
144322,"涊","涊"
144325,"涌","涌"
144349,"涘","涘"
144350,"浚","浚"
144378,"淼","淼"
144385,"清","清"
145208,"渚","渚"
145322,"淅","淅"
145275,"涬","涬"
145277,"淇","淇"
145284,"渮","渮"
145508,"淶","涞"
145509,"涿","涿"
145514,"淒","凄"
145574,"渠","渠"
153368,"灗","灗"
153369,"灒","灒"
153370,"灖","灖"
153371,"灡","灡"
153372,"灠","灠"
153373,"灞","灞"
153380,"灝","灏"
152418,"澨","澨"
152419,"瀄","瀄"
152421,"激","激"
152302,"澡","澡"
153983,"牯","牯"
153988,"牲","牲"
154929,"打","打"
156000,"批","批"
145818,"淖","淖"
145834,"淲","淲"
145837,"淌","淌"
145844,"淏","淏"
145845,"混","混"
145956,"淠","淠"
145959,"淟","淟"
145966,"涸","涸"
147176,"淄","淄"
147186,"湱","湱"
147188,"湊","凑"
157600,"抨","抨"
145994,"涾","涾"
145995,"渦","涡"
146001,"淛","淛"
146002,"淣","淣"
146003,"淮","淮"
146131,"淆","淆"
146141,"淫","淫"
146354,"涽","涽"
146356,"淰","淰"
146359,"淜","淜"
146366,"淝","淝"
146367,"淍","淍"
146368,"淘","淘"
146412,"淴","淴"
146415,"涼","凉"
147121,"涮","涮"
147124,"淈","淈"
147351,"湘","湘"
148667,"湤","湤"
148668,"溠","溠"
148669,"渼","渼"
148671,"湔","湔"
149746,"漢","汉"
151252,"澆","浇"
146524,"淳","淳"
146620,"液","液"
146820,"深","深"
146631,"淬","淬"
146647,"涪","涪"
146652,"淤","淤"
146676,"淯","淯"
146677,"湴","湴"
146679,"淡","淡"
147606,"湯","汤"
156382,"抓","抓"
147107,"淥","渌"
147129,"涵","涵"
147219,"湁","湁"
147221,"湛","湛"
147281,"港","港"
147344,"湳","湳"
147345,"渣","渣"
147408,"渤","渤"
147460,"湅","湅"
147461,"減","减"
147522,"湎","湎"
147527,"渜","渜"
147529,"湝","湝"
147532,"湞","浈"
147533,"渻","渻"
147534,"湨","湨"
147536,"湜","湜"
147539,"渺","渺"
147567,"測","测"
147893,"渴","渴"
147930,"渨","渨"
147931,"渭","渭"
147943,"渱","渱"
147944,"湍","湍"
147965,"湠","湠"
147967,"滑","滑"
149171,"滉","滉"
149183,"溳","涢"
149184,"溷","溷"
150207,"漱","漱"
150230,"漚","沤"
166021,"撜","撜"
166023,"撥","拨"
165691,"撬","撬"
164469,"摓","摓"
164473,"搊","搊"
148071,"湃","湃"
148073,"湫","湫"
148099,"湩","湩"
148322,"渰","渰"
148332,"湲","湲"
148334,"湓","湓"
148344,"渢","沨"
148348,"渹","渹"
148351,"渟","渟"
148369,"渡","渡"
148387,"湆","湆"
148388,"湇","湇"
148389,"渧","渧"
148392,"游","游"
148694,"滋","滋"
148750,"湉","湉"
148752,"渲","渲"
148756,"渾","浑"
148895,"渥","渥"
148951,"溱","溱"
148954,"滶","滶"
148955,"溝","沟"
148994,"溘","溘"
149006,"漭","漭"
149019,"漠","漠"
149034,"滇","滇"
149038,"溹","溹"
149040,"漣","涟"
149053,"溥","溥"
149073,"滒","滒"
149076,"滆","滆"
149077,"溧","溧"
149078,"溽","溽"
149086,"滅","灭"
149141,"源","源"
149164,"溼","湿"
149165,"溡","溡"
149166,"滭","滭"
149224,"溰","溰"
149226,"溦","溦"
149227,"滊","滊"
149229,"滌","涤"
149258,"滫","滫"
149267,"準","准"
149314,"溴","溴"
149315,"滜","滜"
149316,"溮","浉"
149317,"滏","滏"
149318,"滔","滔"
149337,"溪","溪"
149377,"滄","沧"
149418,"滃","滃"
149429,"滐","滐"
149430,"溜","溜"
149489,"滖","滖"
149491,"滈","滈"
149496,"漷","漷"
149497,"漓","漓"
149503,"溏","溏"
149509,"滂","滂"
149539,"滀","滀"
149542,"溔","溔"
149545,"溢","溢"
149594,"溓","溓"
149596,"溯","溯"
149597,"溛","溛"
149599,"溶","溶"
149626,"滓","滓"
149644,"溟","溟"
149676,"滘","滘"
149677,"溺","溺"
149734,"漬","渍"
149910,"潢","潢"
149932,"滿","满"
150057,"漧","漧"
150058,"漆","漆"
150107,"漸","渐"
150153,"漙","漙"
150155,"漕","漕"
150257,"漂","漂"
150429,"漺","漺"
150430,"滷","卤"
150436,"滹","滹"
150440,"滮","滮"
150448,"漊","溇"
150449,"漫","漫"
150581,"潩","潩"
150582,"漯","漯"
150584,"漍","漍"
150586,"漶","漶"
150590,"潀","潀"
150591,"漼","漼"
150599,"漰","漰"
150612,"濄","濄"
150613,"漇","漇"
150615,"漎","漎"
150620,"漵","溆"
150622,"漁","渔"
150923,"漩","漩"
150832,"滽","滽"
150834,"漉","漉"
150846,"漳","漳"
150855,"滻","浐"
150856,"滴","滴"
151043,"澉","澉"
151046,"潳","潳"
151047,"漏","漏"
151126,"漲","涨"
151144,"漻","漻"
151149,"滲","渗"
151174,"漅","漅"
151175,"潔","洁"
151429,"潸","潸"
152601,"濝","濝"
152602,"瀎","瀎"
152606,"濫","滥"
152957,"濰","潍"
152958,"瀆","渎"
152975,"瀔","瀔"
152976,"瀀","瀀"
152977,"瀦","潴"
152988,"濾","滤"
152995,"瀑","瀑"
153327,"灑","洒"
153635,"牝","牝"
158031,"拆","拆"
151437,"潓","潓"
151438,"潭","潭"
151460,"潦","潦"
151482,"澐","澐"
151484,"潛","潜"
151848,"溈","沩"
151854,"潼","潼"
151862,"澈","澈"
151876,"潫","潫"
151877,"潽","潽"
151878,"潾","潾"
151711,"濎","濎"
151714,"濈","濈"
151717,"澋","澋"
151718,"潰","溃"
151768,"潬","潬"
151770,"澂","澄"
151774,"潿","涠"
151775,"潕","潕"
151776,"潲","潲"
151778,"潷","滗"
151780,"潟","舄"
151783,"潗","潗"
151787,"潐","潐"
151789,"澔","澔"
151794,"澳","澳"
151798,"澓","澓"
151799,"潝","潝"
151804,"潘","潘"
151881,"潧","潧"
151882,"澇","涝"
151891,"潯","浔"
151897,"澅","澅"
151898,"潤","润"
151947,"澖","澖"
151948,"澗","涧"
157132,"抁","抁"
157133,"抒","抒"
157973,"拍","拍"
156127,"抄","抄"
156955,"抖","抖"
158191,"拘","拘"
151976,"潺","潺"
151983,"漒","漒"
151984,"潠","潠"
151986,"澄","澄"
152098,"潑","泼"
152184,"潏","潏"
152190,"濌","濌"
152192,"澩","泶"
152193,"濭","濭"
152194,"濩","濩"
152201,"濛","蒙"
152221,"澣","澣"
152224,"濋","濋"
152225,"濇","濇"
152229,"澪","澪"
152230,"濊","濊"
152235,"澽","澽"
152236,"澞","澞"
152237,"濉","濉"
152238,"潞","潞"
152244,"澧","澧"
152249,"濃","浓"
152297,"澠","渑"
162614,"掽","掽"
162615,"掞","掞"
162622,"控","控"
162681,"探","探"
167177,"攆","撵"
167182,"擷","撷"
163464,"搵","搵"
163468,"揌","揌"
163469,"揣","揣"
168426,"氅","氅"
168429,"氆","氆"
168431,"氃","氃"
168433,"氄","氄"
168438,"氋","氋"
168440,"氉","氉"
168442,"氈","毡"
169146,"斨","斨"
169147,"斫","斫"
169172,"斪","斪"
169174,"斬","斩"
152372,"澴","澴"
152331,"澤","泽"
152527,"澰","澰"
152528,"澮","浍"
152531,"澹","澹"
152568,"澥","澥"
152570,"澶","澶"
152575,"濂","濂"
152579,"澬","澬"
152580,"澺","澺"
152581,"澭","澭"
152582,"潚","潚"
152586,"澱","淀"
152590,"澼","澼"
152592,"澦","滪"
152593,"濤","涛"
152653,"濿","濿"
152654,"濔","沵"
152659,"濡","濡"
152707,"濬","浚"
152732,"濧","濧"
152733,"濕","湿"
152776,"濮","濮"
152783,"濞","濞"
152785,"濦","濦"
152787,"濠","濠"
152795,"瀇","瀇"
152799,"濟","济"
152889,"瀁","瀁"
152892,"濴","濴"
152893,"濱","滨"
152899,"濘","泞"
152905,"濜","浕"
152907,"瀡","瀡"
152908,"濻","濻"
152909,"澀","涩"
152931,"濯","濯"
153005,"濺","溅"
153011,"瀢","瀢"
153014,"瀏","浏"
153028,"瀍","瀍"
153032,"瀌","瀌"
153034,"瀅","滢"
153040,"瀉","泻"
153058,"瀋","渖"
153060,"濼","泺"
153061,"瀪","瀪"
153063,"瀫","瀫"
153064,"瀚","瀚"
153069,"瀟","潇"
153083,"瀨","濑"
153084,"瀜","瀜"
153086,"瀝","沥"
153145,"瀛","瀛"
153167,"瀯","瀯"
153169,"瀠","潆"
153181,"灌","灌"
153235,"瀴","瀴"
153237,"瀱","瀱"
153239,"瀿","瀿"
153240,"瀹","瀹"
153246,"瀲","潋"
153249,"瀸","瀸"
153257,"灂","灂"
153259,"瀺","瀺"
153260,"瀼","瀼"
153262,"瀵","瀵"
153268,"瀾","澜"
153284,"瀰","弥"
153295,"瀷","瀷"
153297,"灄","滠"
153298,"灊","灊"
153302,"灃","沣"
153304,"灈","灈"
153305,"灅","灅"
153306,"灕","漓"
153311,"灉","灉"
153312,"灘","滩"
153654,"牟","牟"
153392,"灟","灟"
153394,"灣","湾"
153407,"灦","灦"
153409,"灤","滦"
153414,"灨","灨"
153416,"灩","滟"
153422,"灪","灪"
153424,"牛","牛"
153678,"牡","牡"
153701,"牢","牢"
153777,"牠","牠"
153778,"牣","牣"
153781,"牧","牧"
153846,"物","物"
154028,"牴","抵"
154034,"牮","牮"
154035,"特","特"
154174,"牷","牷"
154179,"牸","牸"
154186,"牶","牶"
154187,"牾","牾"
154189,"牻","牻"
154190,"牼","牼"
154192,"牿","牿"
154197,"犁","犁"
154240,"牽","牵"
164917,"摐","摐"
164920,"摿","摿"
164921,"摭","摭"
164933,"摝","摝"
164934,"摘","摘"
164980,"摔","摔"
164994,"撇","撇"
154413,"犆","犆"
154416,"犄","犄"
154421,"犋","犋"
154422,"犅","犅"
154423,"犉","犉"
