chars,pinyin
"砮","nǔ"
"砰","pēng"
"砲","pào"
"破","pò"
"砵","bō"
"砷","shēn"
"砸","zá"
"硃","zhū"
"硅","guī"
"硍","kèn"
"硎","xíng"
"硒","xī"
"硜","kēng"
"硝","xiāo"
"硤","xiá"
"硨","chē"
"硫","liú"
"硬","yìng"
"硭","máng"
"确","què"
"硯","yàn"
"硻","kēng"
"硼","péng"
"硾","zhuì"
"碃","qìng"
"碇","dìng"
"碉","diāo"
"碌","lù"
"碎","suì"
"碏","què"
"碑","bēi"
"碓","duì"
"碔","wǔ"
"碗","wǎn"
"碘","diǎn"
"碚","bèi"
"碞","yán"
"碟","dié"
"碡","dú"
"碣","jié"
"碧","bì"
"碩","shuò"
"碪","zhēn"
"碫","duàn"
"碭","dàng"
"碰","pèng"
"碲","dì"
"碳","tàn"
"碴","chá"
"確","què"
"碻","què"
"碼","mǎ"
"碾","niǎn"
"磁","cí"
"磅","bàng"
"磈","wěi"
"磉","sǎng"
"磊","lěi"
"磋","cuō"
"磐","pán"
"磑","wèi"
"磔","zhé"
"磕","kē"
"磚","zhuān"
"磛","chán"
"磟","lù"
"磠","lǔ"
"磡","kàn"
"磧","qì"
"磨","mó"
"磨","mò"
"磬","qìng"
"磯","jī"
"磲","qú"
"磴","dèng"
"磷","lín"
"磹","diàn"
"磺","huáng"
"磻","pán"
"磽","qiāo"
"礁","jiāo"
"礄","qiáo"
"礅","dūn"
"礎","chǔ"
"礙","ài"
"礞","méng"
"礡","bó"
"礦","kuàng"
"礧","lèi"
"礪","lì"
"礫","lì"
"礬","fán"
"礱","lóng"
"示","shì"
"礽","réng"
"社","shè"
"礿","yuè"
"祀","sì"
"祁","qí"
"祅","yāo"
"祇","qí"
"祇","zhǐ"
"祈","qí"
"祉","zhǐ"
"祊","bēng"
"祏","shí"
"祐","yòu"
"祓","fú"
"祔","fù"
"祕","mì"
"祖","zǔ"
"祗","zhī"
"祚","zuò"
"祛","qū"
"祜","hù"
"祝","zhù"
"神","shén"
"祟","suì"
"祠","cí"
"祥","xiáng"
"祧","tiāo"
"票","piào"
"祫","xiá"
"祭","jì"
"祭","zhài"
"祲","jīn"
"祺","qí"
"祼","guàn"
"祿","lù"
"禁","jìn"
"禁","jīn"
"禊","xì"
"禋","yīn"
"禍","huò"
"禎","zhēn"
"福","fú"
"禔","tí"
"禕","yī"
"禖","méi"
"禘","dì"
"禚","zhuó"
"禠","sī"
"禡","mà"
"禤","xuān"
"禦","yù"
"禧","xǐ"
"禨","jī"
"禪","chán"
"禪","shàn"
"禫","tǎn"
"禮","lǐ"
"禰","mí"
"禰","nǐ"
"禱","dǎo"
"禳","ráng"
"禴","yuè"
"禸","róu"
"禹","yǔ"
"禺","yú"
"离","lí"
"禽","qín"
"禾","hé"
"禿","tū"
"秀","xiù"
"私","sī"
"秈","xiān"
"秉","bǐng"
"秋","qiū"
"种","zhǒng"
"科","kē"
"秒","miǎo"
"秕","bǐ"
"秘","mì"
"租","zū"
"秠","pī"
"秣","mò"
"秤","chèng"
"秤","chěng"
"秦","qín"
"秧","yāng"
"秩","zhì"
"秫","shú"
"秬","jù"
"秭","zǐ"
"秷","zhí"
"移","yí"
"稀","xī"
"稂","láng"
"稅","shuì"
"稈","gǎn"
"稊","tí"
"程","chéng"
"稌","tú"
"稍","shāo"
"稑","lù"
"稔","rěn"
"稗","bài"
"稙","zhí"
"稚","zhì"
"稛","kǔn"
"稜","léng"
"稞","kē"
"稟","bǐng"
"稠","chóu"
"種","zhòng"
"種","zhǒng"
"稱","chèn"
"稱","chèng"
"稱","chēng"
"稷","jì"
"稹","zhěn"
"稻","dào"
"稼","jià"
"稽","jī"
"稽","qǐ"
"稿","gǎo"
"穀","gǔ"
"穄","jì"
"穆","mù"
"穇","shān"
"穈","mén"
"穋","lù"
"穌","sū"
"積","jī"
"穎","yǐng"
"穗","suì"
"穜","tóng"
"穟","suì"
"穠","nóng"
"穡","sè"
"穢","huì"
"穧","jì"
"穨","tuí"
"穩","wěn"
"穫","huò"
"穮","biāo"
"穰","ráng"
"穴","xué"
"穵","wā"
"究","jiū"
"穹","qióng"
"空","kòng"
"空","kōng"
"穿","chuān"
"窀","zhūn"
"突","tū"
"窄","zhǎi"
"窅","yǎo"
"窆","biǎn"
"窈","yǎo"
"窊","wā"
"窋","zhú"
"窌","jiào"
"窒","zhì"
"窔","yǎo"
"窕","tiǎo"
"窖","jiào"
"窗","chuāng"
"窘","jiǒng"
"窞","dàn"
"窟","kū"
"窠","kē"
"窣","sù"
"窨","xūn"
"窨","yìn"
"窩","wō"
"窪","wā"
"窬","yú"
"窮","qióng"
"窯","yáo"
"窳","yǔ"
"窴","tián"
"窵","diào"
"窶","jù"
"窸","xī"
"窺","kuī"
"窾","kuǎn"
"窿","lóng"
"竁","cuì"
"竄","cuàn"
"竅","qiào"
"竇","dòu"
"竊","qiè"
"立","lì"
"竑","hóng"
"站","zhàn"
"竟","jìng"
"章","zhāng"
"竣","jùn"
"童","tóng"
"竦","sǒng"
"竭","jié"
"端","duān"
"競","jìng"
"竹","zhú"
"竺","zhú"
"竽","yú"
"竿","gān"
"笄","jī"
"笆","bā"
"笈","jí"
"笊","zhào"
"笎","yuán"
"笏","hù"
"笑","xiào"
"笙","shēng"
"笛","dí"
"笞","chī"
"笠","lì"
"笤","tiáo"
"笥","sì"
"符","fú"
"笨","bèn"
"笪","dá"
"笫","zǐ"
"第","dì"
"笮","zé"
"笰","fú"
"笱","gǒu"
"笲","fán"
"笳","jiā"
"笵","fàn"
"笸","pǒ"
"筅","xiǎn"
"筆","bǐ"
"筇","qióng"
"等","děng"
"筊","jiǎo"
"筋","jīn"
"筌","quán"
"筍","sǔn"
"筎","rú"
"筏","fá"
"筐","kuāng"
"筑","zhú"
"筒","tǒng"
"答","dá"
"答","dā"
"策","cè"
"筘","kòu"
"筠","yún"
"筤","láng"
"筥","jǔ"
"筦","guǎn"
"筧","jiǎn"
"筩","tǒng"
"筭","suàn"
"筮","shì"
"筱","xiǎo"
"筲","shāo"
"筳","tíng"
"筴","cè"
"筵","yán"
"筷","kuài"
"箂","lái"
"箇","gè"
"箊","yū"
"箋","jiān"
"箍","gū"
"箎","chí"
"箏","zhēng"
"箑","shà"
"箔","bó"
"箕","jī"
"算","suàn"
"箘","jùn"
"箙","fú"
"箛","gū"
"箝","qián"
"箠","chuí"
"管","guǎn"
"箬","ruò"
"箭","jiàn"
"箯","biān"
"箱","xiāng"
"箴","zhēn"
"箸","zhù"
"箾","shuò"
"節","jié"
"篁","huáng"
"範","fàn"
"篆","zhuàn"
"篇","piān"
"篋","qiè"
"篌","hóu"
"篔","yún"
"篘","chōu"
"篙","gāo"
"篚","fěi"
"篜","zhēng"
"篝","gōu"
"篟","qiàn"
"篠","xiǎo"
"篡","cuàn"
"篢","gōng"
"篤","dǔ"
"篥","lì"
"篦","bì"
"篧","zhuó"
"篨","chú"
"篩","shāi"
"篪","chí"
"篰","bù"
"篲","huì"
"篳","bì"
"篴","dí"
"篷","péng"
"篹","zhuàn"
"篾","miè"
"簃","yí"
"簆","kòu"
"簇","cù"
"簋","guǐ"
"簌","sù"
"簍","lǒu"
"簏","lù"
"簑","suō"
"簜","dàng"
"簞","dān"
"簟","diàn"
"簠","fǔ"
"簡","jiǎn"
"簣","kuì"
"簥","jiāo"
"簦","dēng"
"簧","huáng"
"簨","sǔn"
"簪","zān"
"簫","xiāo"
"簬","lù"
"簰","pái"
"簷","yán"
"簸","bò"
"簸","bǒ"
"簹","dāng"
"簻","kē"
"簽","qiān"
"簾","lián"
"簿","bù"
"籀","zhòu"
"籃","lán"
"籊","tì"
"籌","chóu"
"籍","jí"
"籐","téng"
"籓","fān"
"籔","sǒu"
"籙","lù"
"籚","lú"
"籛","jiān"
"籜","tuò"
"籟","lài"
"籠","lóng"
"籣","lán"
"籤","qiān"
"籥","yuè"
"籧","qú"
"籩","biān"
"籪","duàn"
"籫","zuǎn"
"籬","lí"
"籮","luó"
"籯","yíng"
"籲","yù"
"米","mǐ"
"籸","shēn"
"籹","nǚ"
"籽","zǐ"
"粁","qiān"
"粉","fěn"
"粑","bā"
"粒","lì"
"粕","pò"
"粗","cū"
"粘","nián"
"粘","zhān"
"粞","xī"
"粟","sù"
"粢","zī"
"粥","zhōu"
"粨","bǎi"
"粱","liáng"
"粲","càn"
"粵","yuè"
"粹","cuì"
"粺","bài"
"粻","zhāng"
"粼","lín"
"粽","zòng"
"精","jīng"
"粿","guǒ"
"糈","xǔ"
"糊","hú"
"糊","hù"
"糔","xiǔ"
"糕","gāo"
"糖","táng"
"糗","qiǔ"
"糙","cāo"
"糜","mí"
"糝","sǎn"
"糞","fèn"
"糟","zāo"
"糠","kāng"
"糢","mó"
"糧","liáng"
"糯","nuò"
"糰","tuán"
"糲","lì"
"糴","dí"
"糶","tiào"
"糸","mì"
"系","xì"
"糾","jiū"
"紀","jì"
"紂","zhòu"
"紃","xún"
"約","yāo"
"約","yuē"
"紅","hóng"
"紆","yū"
"紇","gē"
"紇","hé"
"紈","wán"
"紉","rèn"
"紊","wèn"
"紋","wén"
"納","nà"
"紐","niǔ"
"紑","fóu"
"紓","shū"
"純","chún"
"紕","pī"
"紗","shā"
"紘","hóng"
"紙","zhǐ"
"級","jí"
"紛","fēn"
"紜","yún"
"紝","rèn"
"紞","dǎn"
"素","sù"
"紡","fǎng"
"索","suǒ"
"紩","zhì"
"紫","zǐ"
"紬","chóu"
"紮","zā"
"累","léi"
"累","lèi"
"累","lěi"
"細","xì"
"紱","fú"
"紲","xiè"
"紳","shēn"
"紵","zhù"
"紹","shào"
"紺","gàn"
"紼","fú"
"紽","tuó"
"紾","zhěn"
"紿","dài"
"絀","chù"
"終","zhōng"
"絃","xián"
"組","zǔ"
"絅","jiǒng"
"絆","bàn"
"絏","xiè"
"結","jiē"
"絓","guà"
"絕","jué"
"絖","kuàng"
"絛","tāo"
"絜","jié"
"絜","xié"
"絞","jiǎo"
"絡","lào"
"絡","luò"
"絢","xuàn"
"給","gěi"
"給","jǐ"
"絨","róng"
"絪","yīn"
"絮","xù"
"絰","dié"
"統","tǒng"
"絲","sī"
"絳","jiàng"
"絹","juàn"
"絺","chī"
"絻","miǎn"
"絿","qiú"
"綁","bǎng"
"綃","xiāo"
"綅","qīn"
"綆","gěng"
"綈","tí"
"綌","xì"
"綍","fú"
"綎","tīng"
"綏","suí"
"綑","kǔn"
"經","jīng"
"綖","yán"
"綜","zōng"
"綠","lǜ"
"綢","chóu"
"綣","quǎn"
"綦","qí"
"綪","qiàn"
"綬","shòu"
"維","wéi"
"綮","qǐ"
"綯","táo"
"綰","wǎn"
"綱","gāng"
"網","wǎng"
"綵","cǎi"
"綸","lún"
"綹","liǔ"
"綺","qǐ"
"綻","zhàn"
"綽","chuò"
"綾","líng"
"綿","mián"
"緄","gǔn"
"緅","zōu"
"緇","zī"
"緊","jǐn"
"緋","fēi"
"緌","ruí"
"緎","yù"
"緒","xù"
"緗","xiāng"
"緘","jiān"
"緙","kè"
"線","xiàn"
"緝","qī"
"緞","duàn"
"締","dì"
"緡","mín"
"緣","yuán"
"緦","sī"
"編","biān"
"緩","huǎn"
"緬","miǎn"
"緯","wěi"
"緱","gōu"
"緲","miǎo"
"練","liàn"
"緶","biàn"
"緹","tí"
"緻","zhì"
"縃","xū"
"縈","yíng"
"縉","jìn"
"縊","yì"
"縋","zhuì"
"縏","pán"
"縐","zhòu"
"縑","jiān"
"縕","yùn"
"縕","yūn"
"縗","cuī"
"縚","tāo"
"縝","zhěn"
"縞","gǎo"
"縟","rù"
"縠","hú"
"縢","téng"
"縣","xiàn"
"縫","féng"
"縫","fèng"
"縭","lí"
"縮","suō"
"縱","zòng"
"縱","zōng"
"縲","léi"
"縳","zhuàn"
"縴","qiàn"
"縵","màn"
"縶","zhí"
"縷","lǚ"
"縹","piǎo"
"縻","mí"
"總","zǒng"
"績","jī"
"縿","shān"
"繁","fán"
"繃","běng"
"繃","bēng"
"繄","yī"
"繅","sāo"
"繆","miào"
"繆","móu"
"繇","yáo"
"繇","yóu"
"繇","zhòu"
"繈","qiǎng"
"繐","suì"
"繒","zèng"
"繒","zēng"
"織","zhī"
"繕","shàn"
"繖","sǎn"
"繘","yù"
"繙","fān"
"繚","liáo"
"繞","rào"
"繠","ruǐ"
"繡","xiù"
"繢","huì"
"繩","shéng"
"繪","huì"
"繫","xì"
"繭","jiǎn"
"繯","huán"
"繳","jiǎo"
"繸","suì"
"繹","yì"
"繻","xū"
"繼","jì"
"繽","bīn"
"繾","qiǎn"
"纁","xūn"
"纂","zuǎn"
"纆","mò"
"纇","lèi"
"纈","xié"
"纊","kuàng"
"續","xù"
"纍","léi"
"纏","chán"
"纑","lú"
"纓","yīng"
"纔","cái"
"纕","xiāng"
"纖","xiān"
"纘","zuǎn"
"纙","luò"
"纛","dào"
"缶","fǒu"
"缸","gāng"
"缺","quē"
"缽","bō"
"缾","píng"
"罃","yīng"
"罄","qìng"
"罅","xià"
"罈","tán"
"罋","wèng"
"罌","yīng"
"罍","léi"
"罏","lú"
"罐","guàn"
"网","wǎng"
"罔","wǎng"
"罕","hǎn"
"罘","fú"
"罛","gū"
"罝","jū"
"罟","gǔ"
"罡","gāng"
"罣","guà"
"罦","fú"
"罨","yǎn"
"罩","zhào"
"罪","zuì"
"罫","guà"
"罭","yù"
"置","zhì"
"罰","fá"
"署","shǔ"
"罳","sī"
"罵","mà"
"罶","liǔ"
"罷","ba"
"罷","bà"
"罹","lí"
"罻","wèi"
"罽","jì"
"罾","zēng"
"罿","tóng"
"羃","mì"
"羅","luó"
"羆","pí"
"羇","jī"
"羈","jī"
"羊","yáng"
"羋","mǐ"
"羌","qiāng"
"美","měi"
"羑","yǒu"
"羔","gāo"
"羖","gǔ"
"羚","líng"
"羜","zhù"
"羝","dī"
"羞","xiū"
"羢","róng"
"群","qún"
"羥","qiǎng"
"羧","suō"
"羨","xiàn"
"義","yì"
"羭","yú"
"羯","jié"
"羰","tāng"
"羱","yuán"
"羲","xī"
"羶","shān"
"羸","léi"
"羹","gēng"
"羼","chàn"
"羽","yǔ"
"羿","yì"
"翀","chōng"
"翁","wēng"
"翃","hóng"
"翅","chì"
"翊","yì"
"翌","yì"
"翎","líng"
"習","xí"
"翔","xiáng"
"翛","shù"
"翟","dí"
"翟","zhái"
"翠","cuì"
"翡","fěi"
"翣","shà"
"翥","zhù"
"翦","jiǎn"
"翩","piān"
"翪","zōng"
"翫","wàn"
"翬","huī"
"翮","hé"
"翯","hè"
"翰","hàn"
"翱","áo"
"翳","yì"
"翹","qiáo"
"翻","fān"
"翼","yì"
"翽","huì"
"翾","xuān"
"翿","dào"
"耀","yào"
"老","lǎo"
"考","kǎo"
"耄","mào"
"者","zhě"
"耆","qí"
"而","ér"
"耍","shuǎ"
"耎","ruǎn"
"耏","ér"
"耐","nài"
"耑","zhuān"
"耒","lěi"
"耔","zǐ"
"耕","gēng"
"耗","hào"
"耘","yún"
"耙","bà"
"耙","pá"
"耜","sì"
"耞","jiā"
"耡","chú"
"耦","ǒu"
"耨","nòu"
"耩","jiǎng"
"耪","pǎng"
"耬","lóu"
"耰","yōu"
"耳","ěr"
"耶","yē"
"耽","dān"
"耿","gěng"
"聃","dān"
"聆","líng"
"聊","liáo"
"聖","shèng"
"聘","pìn"
"聚","jù"
"聝","guó"
"聞","wén"
"聯","lián"
"聰","cōng"
"聱","áo"
"聲","shēng"
"聳","sǒng"
"聵","kuì"
"聶","niè"
"職","zhí"
"聽","tìng"
"聽","tīng"
"聾","lóng"
"聿","yù"
"肄","yì"
"肅","sù"
"肆","sì"
"肇","zhào"
"肉","ròu"
"肋","lèi"
"肌","jī"
"肓","huāng"
"肖","xiào"
"肘","zhǒu"
"肚","dù"
"肚","dǔ"
"肛","gāng"
"肜","róng"
"肝","gān"
"股","gǔ"
"肢","zhī"
"肥","féi"
"肩","jiān"
"肪","fáng"
"肫","zhūn"
"肭","nà"
"肮","āng"
"肯","kěn"
"肱","gōng"
"育","yù"
"肴","yáo"
"肸","xì"
"肺","fèi"
"胂","shèn"
"胃","wèi"
"胄","zhòu"
"背","bèi"
"背","bēi"
"胍","guā"
"胎","tāi"
"胏","zǐ"
"胖","pàng"
"胗","zhēn"
"胙","zuò"
"胚","pēi"
"胛","jiǎ"
"胜","shèng"
"胜","shēng"
"胝","zhī"
"胞","bāo"
"胠","qū"
"胡","hú"
"胤","yìn"
"胥","xū"
"胭","yān"
"胯","kuà"
"胰","yí"
"胱","guāng"
"胲","hǎi"
"胳","gē"
"胴","dòng"
"胸","xiōng"
"胹","ér"
"胺","àn"
"胼","pián"
"能","néng"
"胾","zì"
"脂","zhī"
"脅","xié"
"脆","cuì"
"脈","mài"
"脊","jǐ"
"脖","bó"
"脛","jìng"
"脝","hēng"
"脞","cuǒ"
"脡","tǐng"
"脢","méi"
"脣","chún"
"脤","shèn"
"脥","qiǎn"
"脧","juān"
"脩","xiū"
"脫","tuō"
"脬","pāo"
"脯","fǔ"
"脯","pú"
"脰","dòu"
"脹","zhàng"
"脾","pí"
"腆","tiǎn"
"腊","là"
"腋","yè"
"腌","yān"
"腍","rěn"
"腎","shèn"
"腐","fǔ"
"腑","fǔ"
"腒","jū"
"腓","féi"
"腔","qiāng"
"腕","wàn"
"腠","còu"
"腥","xīng"
"腦","nǎo"
"腫","zhǒng"
"腮","sāi"
"腯","tú"
"腰","yāo"
"腱","jiàn"
"腳","jiǎo"
"腳","jué"
"腴","yú"
"腶","duàn"
"腸","cháng"
"腹","fù"
"腺","xiàn"
"腿","tuǐ"
"膀","bàng"
"膀","bǎng"
"膀","páng"
"膀","pāng"
"膂","lǚ"
"膃","wà"
"膆","sù"
"膇","zhuì"
"膈","gé"
"膊","bó"
"膋","liáo"
"膏","gāo"
"膘","biāo"
"膙","jiǎng"
"膚","fū"
"膛","táng"
"膝","xī"
"膟","lǜ"
"膠","jiāo"
"膦","lìn"
"膨","péng"
"膩","nì"
"膰","fán"
"膳","shàn"
"膴","hū"
"膵","cuì"
"膷","xiāng"
"膺","yīng"
"膻","shān"
"膽","dǎn"
"膾","kuài"
"膿","nóng"
"臀","tún"
"臂","bì"
"臄","jué"
"臆","yì"
"臉","liǎn"
"臊","sào"
"臊","sāo"
"臌","gǔ"
"臍","qí"
"臏","bìn"
"臐","xūn"
"臘","là"
"臙","yān"
"臚","lú"
"臛","huò"
"臝","luǒ"
"臟","zàng"
"臠","luán"
"臣","chén"
"臥","wò"
"臧","zāng"
"臨","lín"
"自","zì"
"臬","niè"
"臭","chòu"
"臭","xiù"
"臲","niè"
"至","zhì"
"致","zhì"
"臺","tái"
"臻","zhēn"
"臼","jiù"
"臾","yú"
"舀","yǎo"
"舁","yú"
"舂","chōng"
"舄","xì"
"舅","jiù"
"與","yú"
"與","yù"
"與","yǔ"
"興","xìng"
"興","xīng"
"舉","jǔ"
"舊","jiù"
"舋","xìn"
"舌","shé"
"舍","shè"
"舍","shě"
"舐","shì"
"舒","shū"
"舔","tiǎn"
"舖","pù"
"舛","chuǎn"
"舜","shùn"
"舞","wǔ"
"舟","zhōu"
"舠","dāo"
"舢","shān"
"舨","bǎn"
"航","háng"
"舫","fǎng"
"般","bān"
"舲","líng"
"舳","zhú"
"舴","zé"
"舵","duò"
"舶","bó"
"舷","xián"
"舸","gě"
"船","chuán"
"舺","xiá"
"艄","shāo"
"艇","tǐng"
"艋","měng"
"艎","huáng"
"艑","biàn"
"艗","yì"
"艘","sāo"
"艘","sōu"
"艙","cāng"
"艚","cáo"
"艣","lǔ"
"艤","yǐ"
"艦","jiàn"
"艨","méng"
"艫","lú"
"艬","chán"
"艭","shuāng"
"艮","gèn"
"良","liáng"
"艱","jiān"
"色","sè"
"色","shǎi"
"艴","fú"
"艷","yàn"
"艸","cǎo"
"艾","ài"
"芃","péng"
"芄","wán"
"芊","qiān"
"芋","yù"
"芍","sháo"
"芑","qǐ"
"芒","máng"
"芘","pí"
"芙","fú"
"芝","zhī"
"芟","shān"
"芡","qiàn"
"芣","fóu"
"芤","kōu"
"芥","jiè"
"芧","xù"
"芩","qín"
"芫","yuán"
"芬","fēn"
"芭","bā"
"芮","ruì"
"芯","xīn"
"芰","jì"
"花","huā"
"芳","fāng"
"芴","wù"
"芷","zhǐ"
"芸","yún"
"芹","qín"
"芻","chú"
"芼","mào"
"芽","yá"
"芾","fèi"
"芾","fú"
"苑","yuàn"
"苒","rǎn"
"苓","líng"
"苔","tái"
"苔","tāi"
"苕","tiáo"
"苗","miáo"
"苙","lì"
"苛","kē"
"苜","mù"
"苞","bāo"
"苟","gǒu"
"苠","mín"
"苡","yǐ"
"苣","jù"
"苤","piě"
"若","ruò"
"苦","kǔ"
"苧","zhù"
"苫","shān"
"苯","běn"
"英","yīng"
"苳","dōng"
"苴","jū"
"苹","píng"
"苺","méi"
"苻","fú"
"苾","bì"
"茀","fú"
"茁","zhuó"
"茂","mào"
"范","fàn"
"茄","qié"
"茅","máo"
"茇","bá"
"茈","cí"
"茈","zǐ"
"茉","mò"
"茌","chí"
"茍","gǒu"
"茗","míng"
"茛","gèn"
"茜","qiàn"
"茢","liè"
"茥","guī"
"茦","cè"
"茨","cí"
"茫","máng"
"茭","jiāo"
"茯","fú"
"茱","zhū"
"茲","zī"
"茳","jiāng"
"茴","huí"
"茵","yīn"
"茶","chá"
"茷","fá"
"茸","róng"
"茹","rú"
"茼","tóng"
"荀","xún"
"荁","huán"
"荃","quán"
"荄","gāi"
"荅","dá"
"荅","dā"
"荇","xìng"
"荈","chuǎn"
"草","cǎo"
"荊","jīng"
"荏","rěn"
"荐","jiàn"
"荑","tí"
"荑","yí"
"荒","huāng"
"荔","lì"
"荳","dòu"
"荵","rěn"
"荷","hé"
"荷","hè"
"荸","bí"
"荻","dí"
"荼","tú"
"荽","suī"
"莆","pú"
"莉","lì"
"莊","zhuāng"
"莎","shā"
"莎","suō"
"莒","jǔ"
"莓","méi"
"莔","méng"
"莕","xìng"
"莖","jīng"
"莘","shēn"
"莘","xīn"
"莛","tíng"
"莞","guǎn"
"莞","guān"
"莞","wǎn"
"莠","yǒu"
"莢","jiá"
"莦","shāo"
"莧","xiàn"
"莨","làng"
"莩","fú"
"莩","piǎo"
"莪","é"
"莫","mò"
"莰","kǎn"
"莽","mǎng"
"莿","cì"
"菀","wǎn"
"菁","jīng"
"菅","jiān"
"菆","zōu"
"菇","gū"
"菉","lù"
"菊","jú"
"菌","jùn"
"菌","jūn"
"菑","zī"
"菔","fú"
"菖","chāng"
"菘","sōng"
"菜","cài"
"菝","bá"
"菟","tù"
"菠","bō"
"菡","hàn"
"菢","bào"
"菣","qìn"
"菧","dǐ"
"菩","pú"
"菪","dàng"
"菫","jǐn"
"華","huá"
"華","huà"
"華","huā"
"菰","gū"
"菱","líng"
"菲","fēi"
"菴","ān"
"菶","běng"
"菸","yān"
"菺","jiān"
"菻","lǐn"
"菼","tǎn"
"菾","tián"
"萁","qí"
"萃","cuì"
"萄","táo"
"萆","bì"
"萇","cháng"
"萊","lái"
"萋","qī"
"萌","méng"
"萍","píng"
"萎","wěi"
"萎","wēi"
"萏","dàn"
"萐","shà"
"萑","huán"
"萩","qiū"
"萬","wàn"
"萱","xuān"
"萴","zé"
"萵","wō"
"萸","yú"
"萹","piān"
"萻","ān"
"萼","è"
"落","là"
"落","lào"
"落","luò"
"葄","zuò"
"葆","bǎo"
"葇","róu"
"葉","yè"
"葍","fú"
"葎","lǜ"
"葑","fēng"
"葖","tú"
"著","zháo"
"著","zhāo"
"著","zhe"
"著","zhù"
"著","zhuó"
"葙","xiāng"
"葚","rèn"
"葚","shèn"
"葛","gé"
"葛","gě"
"葠","shēn"
"葡","pú"
"董","dǒng"
"葥","qián"
"葦","wěi"
"葧","bó"
"葩","pā"
"葫","hú"
"葬","zàng"
"葭","jiā"
"葯","yào"
"葳","wēi"
"葴","zhēn"
"葵","kuí"
"葶","tíng"
"葷","hūn"
"葸","xǐ"
"葹","shī"
"葺","qì"
"葽","yāo"
"蒂","dì"
"蒎","pài"
"蒐","sōu"
"蒔","shí"
"蒗","làng"
"蒙","méng"
"蒙","mēng"
"蒜","suàn"
"蒞","lì"
"蒟","jǔ"
"蒡","bàng"
"蒢","chú"
"蒨","qiàn"
"蒯","kuǎi"
"蒱","pú"
"蒲","pú"
"蒴","shuò"
"蒸","zhēng"
"蒹","jiān"
"蒺","jí"
"蒻","ruò"
"蒼","cāng"
"蒿","hāo"
"蓀","sūn"
"蓄","xù"
"蓆","xí"
"蓇","gǔ"
"蓉","róng"
"蓊","wěng"
"蓋","gài"
"蓋","gě"
"蓌","cuò"
"蓍","shī"
"蓏","luǒ"
"蓐","rù"
"蓑","suō"
"蓓","bèi"
"蓖","bì"
"蓧","diào"
"蓪","tōng"
"蓫","zhú"
"蓬","péng"
"蓮","lián"
"蓯","cōng"
"蓰","xǐ"
"蓴","chún"
"蓷","tuī"
"蓺","yì"
"蓼","liǎo"
"蓼","lù"
"蓽","bì"
"蔀","bù"
"蔂","luó"
"蔆","líng"
"蔉","gǔn"
"蔊","hǎn"
"蔋","dí"
"蔌","sù"
"蔎","shè"
"蔑","miè"
"蔓","mán"
"蔓","màn"
"蔔","bo"
"蔕","dì"
"蔗","zhè"
"蔙","xuàn"
"蔚","wèi"
"蔚","yù"
"蔞","lóu"
"蔟","cù"
"蔡","cài"
"蔣","jiǎng"
"蔥","cōng"
"蔦","niǎo"
"蔫","niān"
"蔬","shū"
"蔭","yìn"
"蔽","bì"
"蔾","lí"
"蕃","fán"
"蕆","chǎn"
"蕈","xùn"
"蕉","jiāo"
"蕊","ruǐ"
"蕍","yú"
"蕎","qiáo"
"蕑","jiān"
"蕓","yún"
"蕕","yóu"
"蕖","qú"
"蕗","lù"
"蕘","ráo"
"蕙","huì"
"蕝","jué"
"蕞","zuì"
"蕡","fén"
"蕢","kuì"
"蕣","shùn"
"蕤","ruí"
"蕨","jué"
"蕩","dàng"
"蕪","wú"
"蕭","xiāo"
"蕷","yù"
"蕸","xiá"
"蕺","jí"
"蕻","hòng"
"蕾","lěi"
"薀","yùn"
"薁","yù"
"薃","hào"
"薄","bó"
"薄","bò"
"薅","hāo"
"薈","huì"
"薉","wèi"
"薊","jì"
"薌","xiāng"
"薏","yì"
"薐","léng"
"薑","jiāng"
"薔","qiáng"
"薖","kē"
"薙","tì"
"薛","xuē"
"薜","bì"
"薤","xiè"
"薦","jiàn"
"薨","hōng"
"薩","sà"
"薪","xīn"
"薯","shǔ"
"薰","xūn"
"薳","wěi"
"薷","rú"
"薹","tái"
"薺","jì"
"薺","qí"
"薽","zhēn"
"薿","nǐ"
"藄","qí"
"藇","xù"
"藉","jí"
"藉","jiè"
"藋","diào"
"藍","lan"
"藍","lán"
"藎","jìn"
"藏","cáng"
"藏","zàng"
"藐","miǎo"
"藕","ǒu"
"藘","lǘ"
"藙","yì"
"藚","xù"
"藜","lí"
"藝","yì"
"藟","lěi"
"藤","téng"
"藥","yào"
"藦","mó"
"藨","biāo"
"藪","sǒu"
"藶","lì"
"藷","shǔ"
"藹","ǎi"
"藺","lìn"
"藻","zǎo"
"藾","lài"
"藿","huò"
"蘀","tuò"
"蘄","qí"
"蘅","héng"
"蘆","lú"
"蘇","sū"
"蘊","yùn"
"蘋","pín"
"蘋","píng"
"蘑","mó"
"蘗","niè"
"蘚","xiǎn"
"蘢","lóng"
"蘧","qú"
"蘩","fán"
"蘭","lán"
"蘵","zhí"
"蘸","zhàn"
"蘺","lí"
"蘼","mí"
"蘿","luó"
"虀","jī"
"虆","léi"
"虍","hū"
"虎","hǔ"
"虐","nüè"
"虒","sī"
"虓","xiāo"
"虔","qián"
"處","chù"
"處","chǔ"
"虖","hū"
"虛","xū"
"虜","lǔ"
"虞","yú"
