chars,pinyin
"宿","sù"
"宿","xiù"
"宿","xiǔ"
"寁","zǎn"
"寂","jì"
"寄","jì"
"寅","yín"
"密","mì"
"寇","kòu"
"富","fù"
"寎","bìng"
"寐","mèi"
"寒","hán"
"寓","yù"
"寔","shí"
"寖","jìn"
"寙","yǔ"
"寝","qǐn"
"寞","mò"
"察","chá"
"寠","jù"
"寡","guǎ"
"寤","wù"
"寥","liáo"
"寨","zhài"
"寮","liáo"
"寰","huán"
"寸","cùn"
"对","duì"
"寺","sì"
"寻","xún"
"导","dǎo"
"寿","shòu"
"封","fēng"
"射","shè"
"将","jiàng"
"将","jiāng"
"尉","wèi"
"尊","zūn"
"小","xiǎo"
"少","shào"
"少","shǎo"
"尒","ěr"
"尔","ěr"
"尕","gǎ"
"尖","jiān"
"尘","chén"
"尚","shàng"
"尝","cháng"
"尟","xiǎn"
"尢","wāng"
"尤","yóu"
"尧","yáo"
"尨","máng"
"尨","páng"
"尪","wāng"
"尬","gà"
"就","jiù"
"尸","shī"
"尹","yǐn"
"尺","chě"
"尺","chǐ"
"尻","kāo"
"尼","ní"
"尽","jìn"
"尽","jǐn"
"尾","wěi"
"尾","yǐ"
"尿","suī"
"局","jú"
"屁","pì"
"层","céng"
"屄","bī"
"居","jū"
"屈","qū"
"屉","tì"
"届","jiè"
"屋","wū"
"屌","diǎo"
"屎","shǐ"
"屏","bǐng"
"屏","píng"
"屐","jī"
"屑","xiè"
"展","zhǎn"
"屙","ē"
"屝","fèi"
"属","shǔ"
"属","zhǔ"
"屠","tú"
"屡","lǚ"
"屣","xǐ"
"履","lǚ"
"屦","jù"
"屧","xiè"
"屩","jué"
"屭","xì"
"屮","chè"
"屯","tún"
"屯","zhūn"
"山","shān"
"屴","lì"
"屹","yì"
"屺","qǐ"
"屼","wù"
"屿","yǔ"
"岁","suì"
"岂","qǐ"
"岊","jié"
"岌","jí"
"岍","qiān"
"岐","qí"
"岑","cén"
"岔","chà"
"岖","qū"
"岗","gǎng"
"岘","xiàn"
"岚","lán"
"岛","dǎo"
"岢","kě"
"岣","gǒu"
"岧","tiáo"
"岨","qū"
"岩","yán"
"岫","xiù"
"岬","jiǎ"
"岭","lǐng"
"岱","dài"
"岳","yuè"
"岵","hù"
"岷","mín"
"岸","àn"
"岿","kuī"
"峄","yì"
"峋","xún"
"峒","tóng"
"峓","yí"
"峙","zhì"
"峡","xiá"
"峤","jiào"
"峥","zhēng"
"峦","luán"
"峨","é"
"峪","yù"
"峭","qiào"
"峰","fēng"
"峹","tú"
"峻","jùn"
"峿","wú"
"崂","láo"
"崃","lái"
"崆","kōng"
"崇","chóng"
"崎","qí"
"崔","cuī"
"崖","yái"
"崚","léng"
"崛","jué"
"崞","guō"
"崟","yín"
"崦","yān"
"崧","sōng"
"崩","bēng"
"崭","zhǎn"
"崮","gù"
"崶","fēng"
"崽","zǎi"
"崿","è"
"嵂","lǜ"
"嵇","jī"
"嵊","shèng"
"嵋","méi"
"嵌","qiàn"
"嵎","yú"
"嵒","yán"
"嵘","róng"
"嵝","lǒu"
"嵩","sōng"
"嵫","zī"
"嵬","wéi"
"嵯","cuó"
"嵼","chǎn"
"嵾","cēn"
"嶂","zhàng"
"嶒","céng"
"嶓","bō"
"嶔","qīn"
"嶙","lín"
"嶞","duò"
"嶡","guì"
"嶡","jué"
"嶢","yáo"
"嶮","xiǎn"
"嶰","xiè"
"嶴","ào"
"嶷","yí"
"巂","suǐ"
"巃","lóng"
"巅","diān"
"巇","xī"
"巉","chán"
"巘","yǎn"
"川","chuān"
"州","zhōu"
"巡","xún"
"巢","cháo"
"工","gōng"
"左","zuǒ"
"巧","qiǎo"
"巨","jù"
"巩","gǒng"
"巫","wū"
"差","chà"
"差","chā"
"差","chāi"
"差","cī"
"巯","qiú"
"己","jǐ"
"已","yǐ"
"巳","sì"
"巴","bā"
"巷","xiàng"
"巽","xùn"
"巾","jīn"
"币","bì"
"市","shì"
"布","bù"
"帅","shuài"
"帆","fān"
"师","shī"
"希","xī"
"帏","wéi"
"帐","zhàng"
"帑","tǎng"
"帔","pèi"
"帕","pà"
"帖","tiè"
"帖","tiě"
"帖","tiē"
"帗","fú"
"帘","lián"
"帙","zhì"
"帚","zhǒu"
"帛","bó"
"帜","zhì"
"帝","dì"
"帟","yì"
"帣","juàn"
"带","dài"
"帧","zhèng"
"帨","shuì"
"席","xí"
"帮","bāng"
"帱","chóu"
"帱","dào"
"帷","wéi"
"常","cháng"
"帻","zé"
"帼","guó"
"帽","mào"
"幂","mì"
"幄","wò"
"幅","fú"
"幋","pán"
"幌","huǎng"
"幔","màn"
"幕","mù"
"幛","zhàng"
"幠","hū"
"幡","fān"
"幢","chuáng"
"幦","mì"
"幨","chān"
"幩","fén"
"幪","méng"
"幭","miè"
"幯","jié"
"幰","xiǎn"
"干","gàn"
"干","gān"
"平","píng"
"年","nián"
"并","bìng"
"幸","xìng"
"幻","huàn"
"幼","yòu"
"幽","yōu"
"广","guǎng"
"庀","pǐ"
"庄","zhuāng"
"庆","qìng"
"庇","bì"
"庈","qín"
"床","chuáng"
"序","xù"
"庐","lú"
"庑","wǔ"
"库","kù"
"应","yìng"
"应","yīng"
"底","de"
"底","dǐ"
"庖","páo"
"店","diàn"
"庙","miào"
"庚","gēng"
"府","fǔ"
"庞","páng"
"废","fèi"
"庠","xiáng"
"庥","xiū"
"度","dù"
"座","zuò"
"庬","páng"
"庭","tíng"
"庳","bì"
"庴","jí"
"庵","ān"
"庶","shù"
"康","kāng"
"庸","yōng"
"庹","tuǒ"
"庾","yǔ"
"廉","lián"
"廊","láng"
"廋","sōu"
"廎","qǐng"
"廑","jǐn"
"廒","áo"
"廓","kuò"
"廕","yìn"
"廖","liào"
"廛","chán"
"廧","qiáng"
"廨","xiè"
"廪","lǐn"
"廱","yōng"
"延","yán"
"廷","tíng"
"建","jiàn"
"廾","gǒng"
"廿","niàn"
"开","kāi"
"弁","biàn"
"异","yì"
"弃","qì"
"弄","lòng"
"弄","nòng"
"弇","yǎn"
"弈","yì"
"弊","bì"
"弋","yì"
"式","shì"
"弑","shì"
"弓","gōng"
"引","yǐn"
"弗","fú"
"弘","hóng"
"弛","chí"
"弟","dì"
"张","zhāng"
"弢","tāo"
"弣","fǔ"
"弤","dǐ"
"弥","mí"
"弦","xián"
"弧","hú"
"弨","chāo"
"弩","nǔ"
"弭","mǐ"
"弯","wān"
"弰","shāo"
"弱","ruò"
"弸","bēng"
"弹","dàn"
"弹","tán"
"强","jiàng"
"强","qiáng"
"强","qiǎng"
"弼","bì"
"彀","gòu"
"归","guī"
"当","dàng"
"当","dāng"
"录","lù"
"彖","tuàn"
"彗","huì"
"彘","zhì"
"彝","yí"
"形","xíng"
"彤","tóng"
"彦","yàn"
"彧","yù"
"彩","cǎi"
"彪","biāo"
"彬","bīn"
"彭","péng"
"彰","zhāng"
"影","yǐng"
"彳","chì"
"彷","fǎng"
"彷","páng"
"役","yì"
"彻","chè"
"彼","bǐ"
"彽","chí"
"往","wàng"
"往","wǎng"
"征","zhēng"
"徂","cú"
"径","jìng"
"待","dài"
"待","dāi"
"徇","xùn"
"很","hěn"
"徉","yáng"
"徊","huí"
"律","lǜ"
"徐","xú"
"徒","tú"
"徕","lái"
"得","de"
"得","dé"
"得","děi"
"徘","pái"
"徙","xǐ"
"徜","cháng"
"御","yù"
"徨","huáng"
"循","xún"
"徭","yáo"
"微","wēi"
"徯","xī"
"徵","zhēng"
"徵","zhǐ"
"德","dé"
"徼","jiào"
"徼","jiǎo"
"徽","huī"
"心","xǐn"
"心","xīn"
"必","bì"
"忆","yì"
"忉","dāo"
"忌","jì"
"忍","rěn"
"忏","chàn"
"忐","tǎn"
"忑","tè"
"忒","tè"
"忖","cǔn"
"志","zhì"
"忘","wàng"
"忙","máng"
"忝","tiǎn"
"忠","zhōng"
"忡","chōng"
"忤","wǔ"
"忧","yōu"
"忪","zhōng"
"快","kuài"
"忮","zhì"
"忱","chén"
"念","niàn"
"忸","niǔ"
"忻","xīn"
"忽","hū"
"忾","kài"
"忿","fèn"
"怀","huái"
"态","tài"
"怂","sǒng"
"怃","wǔ"
"怅","chàng"
"怆","chuàng"
"怍","zuò"
"怎","zěn"
"怏","yàng"
"怒","nù"
"怔","zhēng"
"怕","pà"
"怖","bù"
"怗","tiē"
"怙","hù"
"怛","dá"
"怜","lián"
"思","sī"
"怠","dài"
"怡","yí"
"急","jí"
"怦","pēng"
"性","xìng"
"怨","yuàn"
"怪","guài"
"怫","fèi"
"怫","fú"
"怭","bì"
"怯","qiè"
"怲","bǐng"
"怳","huǎng"
"怵","chù"
"总","zǒng"
"怼","duì"
"怿","yì"
"恂","xún"
"恃","shì"
"恇","kuāng"
"恉","zhǐ"
"恋","liàn"
"恌","tiāo"
"恍","huǎng"
"恐","kǒng"
"恒","héng"
"恓","xī"
"恔","xiào"
"恕","shù"
"恙","yàng"
"恚","huì"
"恝","jiá"
"恢","huī"
"恣","zì"
"恤","xù"
"恧","nǜ"
"恨","hèn"
"恩","ēn"
"恪","kè"
"恫","dòng"
"恭","gōng"
"息","xī"
"恰","qià"
"恳","kěn"
"恶","è"
"恶","ě"
"恶","wù"
"恸","tòng"
"恹","yān"
"恺","kǎi"
"恻","cè"
"恼","nǎo"
"恽","yùn"
"恿","yǒng"
"悁","juàn"
"悁","juān"
"悃","kǔn"
"悄","qiǎo"
"悉","xī"
"悌","tì"
"悍","hàn"
"悒","yì"
"悔","huǐ"
"悖","bèi"
"悚","sǒng"
"悛","quān"
"悝","kuī"
"悝","lǐ"
"悟","wù"
"悠","yōu"
"患","huàn"
"悦","yuè"
"您","nín"
"悫","què"
"悬","xuán"
"悭","qiān"
"悯","mǐn"
"悰","cóng"
"悱","fěi"
"悲","bēi"
"悴","cuì"
"悸","jì"
"悻","xìng"
"悼","dào"
"悾","kōng"
"惄","nì"
"情","qíng"
"惆","chóu"
"惊","jīng"
"惎","jì"
"惑","huò"
"惓","quán"
"惕","tì"
"惘","wǎng"
"惙","chuò"
"惚","hū"
"惛","hūn"
"惝","chǎng"
"惝","tǎng"
"惟","wéi"
"惠","huì"
"惠","suì"
"惧","jù"
"惨","cǎn"
"惩","chéng"
"惫","bèi"
"惬","qiè"
"惭","cán"
"惮","dàn"
"惯","guàn"
"惰","duò"
"想","xiǎng"
"惴","zhuì"
"惶","huáng"
"惷","chǔn"
"惸","qióng"
"惹","rě"
"惺","xīng"
"愀","qiǎo"
"愁","chóu"
"愃","xuān"
"愆","qiān"
"愈","yù"
"愉","yú"
"愊","bì"
"愍","mǐn"
"愎","bì"
"意","yì"
"愐","miǎn"
"愒","kài"
"愔","yīn"
"愕","è"
"愚","yú"
"感","gǎn"
"愠","yùn"
"愣","lèng"
"愤","fèn"
"愦","kuì"
"愧","kuì"
"愫","sù"
"愬","sù"
"愿","yuàn"
"慁","hùn"
"慆","tāo"
"慈","cí"
"慉","xù"
"慊","qiàn"
"慊","qiè"
"慌","huāng"
"慎","shèn"
"慑","shè"
"慕","mù"
"慝","tè"
"慢","màn"
"慥","zào"
"慧","huì"
"慨","kǎi"
"慰","wèi"
"慴","zhé"
"慵","yōng"
"慷","kāng"
"憋","biē"
"憍","jiāo"
"憎","zēng"
"憔","qiáo"
"憖","yìn"
"憝","duì"
"憧","chōng"
"憨","hān"
"憩","qì"
"憬","jǐng"
"憯","cǎn"
"憸","xiān"
"憾","hàn"
"懂","dǒng"
"懃","qín"
"懆","cǎo"
"懈","xiè"
"懊","ào"
"懋","mào"
"懑","mèn"
"懒","lǎn"
"懔","lǐn"
"懥","zhì"
"懦","nuò"
"懮","yǒu"
"懰","liú"
"懵","měng"
"懽","huān"
"懿","yì"
"戁","nǎn"
"戄","jué"
"戆","zhuàng"
"戈","gē"
"戊","wù"
"戋","jiān"
"戌","xū"
"戍","shù"
"戎","róng"
"戏","xì"
"成","chéng"
"我","wǒ"
"戒","jiè"
"或","huò"
"战","zhàn"
"戚","qī"
"戛","jiá"
"戟","jǐ"
"戡","kān"
"戢","jí"
"戣","kuí"
"戤","gài"
"戥","děng"
"截","jié"
"戬","jiǎn"
"戮","lù"
"戳","chuō"
"戴","dài"
"户","hù"
"戺","shì"
"戽","hù"
"戾","lì"
"房","fáng"
"所","suǒ"
"扁","piān"
"扃","jiōng"
"扆","yǐ"
"扇","shàn"
"扇","shān"
"扈","hù"
"扉","fēi"
"扊","yǎn"
"手","shǒu"
"才","cái"
"扎","zā"
"扎","zhá"
"扎","zhā"
"扐","lè"
"扑","pū"
"扒","bā"
"扒","pá"
"打","dá"
"打","dǎ"
"扔","rēng"
"托","tuō"
"扛","gāng"
"扛","káng"
"扠","chā"
"扢","gǔ"
"扢","xì"
"扣","kòu"
"扤","wù"
"扦","qiān"
"执","zhí"
"扩","kuò"
"扪","mén"
"扫","sào"
"扫","sǎo"
"扬","yáng"
"扭","niǔ"
"扮","bàn"
"扯","chě"
"扰","rǎo"
"扳","bān"
"扳","pān"
"扶","fú"
"批","pī"
"扼","è"
"找","zhǎo"
"承","chéng"
"技","jì"
"抃","biàn"
"抄","chāo"
"抆","wèn"
"抉","jué"
"把","bǎ"
"抑","yì"
"抒","shū"
"抓","zhuā"
"抔","póu"
"投","tóu"
"抖","dǒu"
"抗","kàng"
"折","shé"
"折","zhé"
"抚","fǔ"
"抛","pāo"
"抟","tuán"
"抠","kōu"
"抡","lún"
"抡","lūn"
"抢","qiǎng"
"抢","qiāng"
"护","hù"
"报","bào"
"抨","pēng"
"披","pī"
"抬","tái"
"抱","bào"
"抵","dǐ"
"抶","chì"
"抹","mò"
"抹","mǒ"
"押","yā"
"抽","chōu"
"抿","mǐn"
"拂","fú"
"拄","zhǔ"
"担","dàn"
"担","dān"
"拆","chāi"
"拇","mǔ"
"拉","lā"
"拊","fǔ"
"拌","bàn"
"拍","pāi"
"拏","ná"
"拐","guǎi"
"拒","jù"
"拓","tà"
"拓","tuò"
"拔","bá"
"拖","tuō"
"拗","ǎo"
"拗","niù"
"拘","jū"
"拚","pàn"
"拚","pīn"
"招","zhāo"
"拜","bài"
"拟","nǐ"
"拢","lǒng"
"拣","jiǎn"
"拥","yōng"
"拦","lán"
"拧","níng"
"拧","nìng"
"拧","nǐng"
"拨","bō"
"择","zé"
"择","zhái"
"括","kuò"
"拭","shì"
"拮","jié"
"拯","zhěng"
"拱","gǒng"
"拳","quán"
"拴","shuān"
"拶","zǎn"
"拷","kǎo"
"拼","pīn"
"拽","yè"
"拽","zhuài"
"拽","zhuāi"
"拾","shí"
"拿","ná"
"持","chí"
"挂","guà"
"指","zhǐ"
"挈","qiè"
"按","àn"
"挍","jiào"
"挐","ná"
"挑","tiǎo"
"挑","tiāo"
"挖","wā"
"挚","zhì"
"挝","zhuā"
"挞","tà"
"挟","jiā"
"挟","xié"
"挠","náo"
"挡","dàng"
"挡","dǎng"
"挣","zhèng"
"挣","zhēng"
"挤","jǐ"
"挥","huī"
"挨","ái"
"挨","āi"
"挪","nuó"
"挫","cuò"
"振","zhèn"
"挲","suō"
"挶","jú"
"挹","yì"
"挺","tǐng"
"挽","wǎn"
"捃","jùn"
"捄","jiù"
"捅","tǒng"
"捆","kǔn"
"捉","zhuō"
"捋","lǚ"
"捋","luō"
"捌","bā"
"捍","hàn"
"捎","shāo"
"捏","niē"
"捐","juān"
"捕","bǔ"
"捞","lāo"
"损","sǔn"
"换","huàn"
"捣","dǎo"
"捧","pěng"
"捩","liè"
"捭","bài"
"捭","bǎi"
"据","jù"
"据","jū"
"捱","ái"
"捶","chuí"
"捷","jié"
"捺","nà"
"捻","niǎn"
"捽","zú"
"捽","zuó"
"掀","xiān"
"掂","diān"
"授","shòu"
"掉","diào"
"掊","póu"
"掊","pǒu"
"掌","zhǎng"
"掎","jǐ"
"掏","tāo"
"掐","qiā"
"排","pái"
"排","pǎi"
"掔","qiān"
"掖","yē"
"掗","yà"
"掘","jué"
"掞","shàn"
"掠","lüè"
"探","tàn"
"掣","chè"
"掤","bīng"
"接","jiē"
"控","kòng"
"推","tuī"
"掩","yǎn"
"措","cuò"
"掫","zōu"
"掮","qián"
"掯","kèn"
"掰","bāi"
"掱","shǒu"
"掳","lǔ"
"掴","guó"
"掷","zhì"
"掸","dǎn"
"掺","chān"
"掺","shǎn"
"掼","guàn"
"掽","pèng"
"掾","yuàn"
"揄","yú"
"揅","yán"
"揆","kuí"
"揉","róu"
"揍","zòu"
"揎","xuān"
"描","miáo"
"提","dī"
"提","tí"
"插","chā"
"揕","zhèn"
"揖","yī"
"揜","yǎn"
"揠","yà"
"握","wò"
"揣","chuǎi"
"揣","chuāi"
"揥","tì"
"揩","kāi"
"揪","jiū"
"揫","jiū"
"揭","jiē"
"揰","chòng"
"揲","shé"
"援","yuán"
"揶","yé"
"揽","lǎn"
"揿","qìn"
"搀","chān"
"搁","gē"
"搂","lǒu"
"搂","lōu"
"搅","jiǎo"
"搉","què"
"搊","chōu"
"搌","zhǎn"
"搏","bó"
"搐","chù"
"搒","bèng"
"搓","cuō"
"搔","sāo"
"搘","zhī"
"搜","sōu"
"搞","gǎo"
"搠","shuò"
"搡","sǎng"
"搢","jìn"
"搤","è"
"搦","nuò"
"搧","shān"
"搨","tà"
"搪","táng"
"搬","bān"
"搭","dā"
"搰","hú"
"搴","qiān"
"搵","wèn"
"携","xié"
"搽","chá"
"搿","gé"
"摁","èn"
"摄","shè"
"摅","shū"
"摆","bǎi"
"摇","yáo"
"摈","bìn"
"摊","tān"
"摒","bìng"
"摔","shuāi"
"摘","zhāi"
"摛","chī"
"摞","luò"
"摠","zǒng"
"摦","huà"
"摧","cuī"
"摩","mó"
"摭","zhí"
"摲","shàn"
"摴","shū"
"摷","jiǎo"
"摸","mó"
"摸","mō"
"摹","mó"
"摺","zhé"
"摽","biāo"
"摽","piǎo"
"撂","liào"
"撄","yīng"
"撅","juē"
"撇","piě"
"撇","piē"
"撊","xiàn"
"撑","chēng"
"撒","sǎ"
"撒","sā"
"撕","sī"
"撙","zǔn"
"撞","zhuàng"
"撤","chè"
"撦","chě"
"撩","liáo"
"撩","liāo"
"撬","qiào"
"播","bō"
"撮","cuō"
"撰","zhuàn"
"撱","tuǒ"
"撵","niǎn"
"撷","xié"
"撺","cuān"
"撼","hàn"
"擂","léi"
"擂","lèi"
"擅","shàn"
"操","cāo"
"擎","qíng"
"擐","huàn"
"擒","qín"
"擘","bò"
"擞","sǒu"
"擢","zhuó"
"擣","dǎo"
"擤","xǐng"
"擦","cā"
"擫","yè"
"擭","huò"
"攀","pān"
"攒","cuán"
"攒","zǎn"
"攘","rǎng"
"攩","dǎng"
"攫","jué"
"支","zhī"
"收","shōu"
"改","gǎi"
"攻","gōng"
"放","fàng"
"故","gù"
"效","xiào"
"敉","mǐ"
"敌","dí"
"敏","mǐn"
"救","jiù"
"敔","yǔ"
"敕","chì"
"敖","áo"
"教","jiào"
"教","jiāo"
"敛","liǎn"
"敜","niè"
"敝","bì"
"敞","chǎng"
"敢","gǎn"
"散","sàn"
"散","sǎn"
"敦","dūn"
"敬","jìng"
"数","shù"
"数","shǔ"
"数","shuò"
"敲","qiāo"
"敳","ái"
"整","zhěng"
"敷","fū"
"敹","liáo"
"敺","qū"
"敻","xiòng"
"敿","jiǎo"
"斁","yì"
"文","wén"
"斋","zhāi"
"斌","bīn"
"斐","fěi"
"斑","bān"
"斓","lán"
"斗","dòu"
"斗","dǒu"
"料","liào"
"斛","hú"
"斜","xié"
"斝","jiǎ"
"斟","zhēn"
"斠","jiào"
"斡","wò"
"斢","tǒu"
"斤","jīn"
"斥","chì"
"斧","fǔ"
"斩","zhǎn"
"斫","zhuó"
"断","duàn"
"斯","sī"
"新","xīn"
"斲","zhuó"
"方","fāng"
"施","shī"
"斿","yóu"
"旁","páng"
"旂","qí"
"旃","zhān"
"旄","máo"
"旄","mào"
"旅","lǚ"
"旆","pèi"
"旋","xuán"
"旋","xuàn"
"旌","jīng"
"旎","nǐ"
"族","zú"
"旐","zhào"
"旒","liú"
"旖","yǐ"
"旗","qí"
"旟","yú"
"无","wú"
"既","jì"
"日","rì"
"旦","dàn"
"旧","jiù"
"旨","zhǐ"
"早","zǎo"
"旬","xún"
"旭","xù"
"旰","gàn"
"旱","hàn"
"旴","xū"
"时","shí"
"旷","kuàng"
"旺","wàng"
"昂","áng"
"昃","zè"
"昄","bǎn"
"昆","kūn"
"昉","fǎng"
"昊","hào"
"昌","chāng"
"明","míng"
"昏","hūn"
"易","yì"
"昔","xī"
"昕","xīn"
"昙","tán"
"星","xīng"
"映","yìng"
"春","chūn"
"昧","mèi"
"昨","zuó"
"昭","zhāo"
"是","shì"
"昱","yù"
"昴","mǎo"
"昵","nì"
"昶","chǎng"
"昺","bǐng"
"昼","zhòu"
"显","xiǎn"
"晁","cháo"
"晃","huàng"
"晃","huǎng"
"晋","jìn"
"晌","shǎng"
"晏","yàn"
"晒","shài"
"晓","xiǎo"
"晔","yè"
"晕","yùn"
"晕","yūn"
"晖","huī"
"晚","wǎn"
"晛","xiàn"
"晜","kūn"
"晞","xī"
"晟","shèng"
"晡","bū"
"晢","zhé"
"晤","wù"
"晦","huì"
"晨","chén"
"晬","zuì"
"普","pǔ"
"景","jǐng"
"晰","xī"
"晴","qíng"
"晶","jīng"
"晷","guǐ"
"智","zhì"
"晾","liàng"
"暂","zàn"
"暄","xuān"
"暇","xiá"
"暋","mǐn"
"暌","kuí"
"暍","hè"
"暑","shǔ"
"暔","nán"
"暖","nuǎn"
"暗","àn"
"暘","yáng"
"暝","míng"
"暧","ài"
"暨","jì"
"暮","mù"
"暲","zhāng"
"暴","bào"
"暵","hàn"
"暹","xiān"
"暾","tūn"
"曀","yì"
"曈","tóng"
"曏","xiàng"
"曚","méng"
"曛","xūn"
"曜","yào"
"曝","pù"
"曦","xī"
"曨","lóng"
"曩","nǎng"
"曰","yuē"
"曲","qǔ"
"曲","qū"
"曳","yè"
"更","gèng"
"更","gēng"
"曷","hé"
"曹","cáo"
"曼","màn"
"曾","céng"
"曾","zēng"
"替","tì"
"最","zuì"
"朅","qiè"
"月","yuè"
"有","yǒu"
"朊","ruǎn"
"朋","péng"
"服","fú"
"朏","fěi"
"朐","qú"
"朓","tiào"
"朔","shuò"
"朕","zhèn"
"朗","lǎng"
"望","wàng"
"朝","cháo"
"朝","zhāo"
"期","qī"
"朢","wàng"
"朣","tóng"
"朦","méng"
"木","mù"
"未","wèi"
"末","mò"
"本","běn"
"札","zhá"
"术","shù"
"术","zhú"
"朱","zhū"
"朴","pò"
"朵","duǒ"
"机","jī"
"朽","xiǔ"
"杀","shā"
"杂","zá"
"权","quán"
"杅","yú"
"杆","gǎn"
"杆","gān"
"杇","wū"
"杈","chà"
"杈","chā"
"杉","shā"
"杉","shān"
"杌","wù"
"李","lǐ"
"杏","xìng"
"材","cái"
"村","cūn"
"杓","biāo"
"杓","sháo"
"杕","dì"
"杗","máng"
"杙","yì"
"杜","dù"
"杝","yí"
"杞","qǐ"
"束","shù"
"杠","gàng"
"杠","gāng"
"条","tiáo"
"来","lái"
"杨","yáng"
"杪","miǎo"
"杭","háng"
"杯","bēi"
"杰","jié"
"杲","gǎo"
"杳","yǎo"
"杴","xiān"
"杵","chǔ"
"杶","chūn"
"杷","pá"
"杻","chǒu"
"杻","niǔ"
"杼","zhù"
"松","sōng"
"板","bǎn"
"极","jí"
"极","xī"
"构","gòu"
"枇","pí"
"枉","wǎng"
"枋","fāng"
"枌","fén"
"析","xī"
"枓","dǒu"
"枕","zhěn"
"林","lín"
"枘","ruì"
"枙","è"
"枚","méi"
"果","guǒ"
"枝","zhī"
"枞","cōng"
"枢","shū"
"枣","zǎo"
"枥","lì"
"枨","chéng"
"枪","qiāng"
"枫","fēng"
"枭","xiāo"
"枯","kū"
"枰","píng"
"枲","xǐ"
"枳","zhǐ"
"枵","xiāo"
"架","jià"
"枷","jiā"
"枸","gǒu"
"枸","gōu"
"枸","jǔ"
"枹","fū"
"枻","yì"
"柁","tuó"
"柂","yí"
"柃","líng"
"柄","bǐng"
"柅","nǐ"
"柈","pán"
"柎","fū"
"柏","bǎi"
"柏","bò"
"某","mǒu"
"柑","gān"
"柒","qī"
"染","rǎn"
"柔","róu"
"柘","zhè"
"柙","xiá"
"柚","yòu"
"柜","guì"
"柜","jǔ"
"柝","tuò"
"柞","zuò"
"柟","nán"
"柠","níng"
"柢","dǐ"
"柣","zhí"
"柤","zhā"
"查","chá"
"查","zhā"
"柩","jiù"
"柬","jiǎn"
"柮","duò"
"柯","kē"
"柰","nài"
"柱","zhù"
"柲","bì"
"柳","liǔ"
"柴","chái"
"柶","sì"
"柷","zhù"
"柸","pēi"
"柺","guǎi"
"柽","chēng"
"柿","shì"
"栀","zhī"
"栅","zhà"
"标","biāo"
"栈","zhàn"
"栊","lóng"
"栋","dòng"
"栌","lú"
"栎","lì"
"栏","lán"
"树","shù"
"栓","shuān"
"栔","qì"
"栖","qī"
"栖","xī"
"栗","lì"
"栝","guā"
"栟","bīng"
"校","jiào"
"校","xiào"
"栩","xǔ"
"株","zhū"
"栫","jiàn"
"栭","ér"
"栱","gǒng"
"栲","kǎo"
"栳","lǎo"
"样","yàng"
"核","hé"
"根","gēn"
"栻","shì"
"格","gé"
"栽","zāi"
"栾","luán"
"桀","jié"
"桁","héng"
"桂","guì"
"桃","táo"
"桄","guàng"
"桄","guāng"
"桅","wéi"
"框","kuàng"
"案","àn"
"桉","ān"
"桋","yí"
"桌","zhuō"
"桎","zhì"
"桐","tóng"
"桑","sāng"
"桓","huán"
"桔","jié"
"桔","jú"
"桠","yā"
"桢","zhēn"
"档","dàng"
"桥","qiáo"
"桦","huà"
"桧","guì"
"桨","jiǎng"
"桩","zhuāng"
"桫","suō"
"桭","zhēn"
"桮","bēi"
"桯","tīng"
"桴","fú"
"桶","tǒng"
"桹","láng"
"梁","liáng"
"梃","tǐng"
"梅","méi"
"梆","bāng"
"梏","gù"
"梐","bì"
"梓","zǐ"
"梗","gěng"
"梠","lǚ"
"梡","kuǎn"
"梢","shāo"
"梦","mèng"
"梧","wú"
"梨","lí"
"梩","lí"
"梭","suō"
"梯","tī"
"械","xiè"
"梲","zhuó"
"梳","shū"
"梴","chān"
"梵","fàn"
"检","jiǎn"
"棂","líng"
"棉","mián"
"棋","qí"
"棍","gùn"
"棐","fěi"
"棑","pái"
"棒","bàng"
"棕","zōng"
"棘","jí"
"棚","péng"
"棜","yù"
"棠","táng"
"棣","dì"
"棨","qǐ"
"棪","yǎn"
"棫","yù"
"森","sēn"
"棰","chuí"
"棱","léng"
"棵","kē"
"棸","zōu"
"棹","zhuō"
"棺","guān"
"棼","fén"
"椁","guǒ"
"椅","yǐ"
"椈","jú"
"椌","qiāng"
"植","zhí"
"椎","chuí"
"椎","zhuī"
"椐","jū"
"椒","jiāo"
"椓","zhuó"
"椗","dìng"
"椟","dú"
"椭","tuǒ"
"椴","duàn"
"椵","jiǎ"
"椷","jiān"
"椸","yí"
"椹","shèn"
"椽","chuán"
"椿","chún"
"椿","chūn"
"楀","yǔ"
"楂","chá"
"楂","zhā"
"楅","bì"
"楎","hún"
"楔","xiē"
"楗","jiàn"
"楘","mù"
"楙","mào"
"楚","chǔ"
"楛","hù"
"楛","kǔ"
"楝","liàn"
"楞","léng"
"楠","nán"
"楢","yóu"
"楣","méi"
"楦","xuàn"
"楩","pián"
"楫","jí"
"楬","jié"
"楮","chǔ"
"楯","shǔn"
"楰","yú"
"楷","kǎi"
"楸","qiū"
"楹","yíng"
"楼","lóu"
"概","gài"
"榄","lǎn"
"榆","yú"
"榇","chèn"
"榈","lǘ"
"榉","jǔ"
"榎","jiǎ"
"榔","láng"
"榕","róng"
"榖","gǔ"
"榛","zhēn"
"榜","bǎng"
"榠","míng"
"榡","sù"
"榤","jié"
