chars,pinyin
"祭","jì"
"祭","zhài"
"祯","zhēn"
"祲","jīn"
"祷","dǎo"
"祸","huò"
"祺","qí"
"禀","bǐng"
"禁","jìn"
"禁","jīn"
"禄","lù"
"禅","chán"
"禅","shàn"
"禊","xì"
"禋","yīn"
"福","fú"
"禔","tí"
"禕","yī"
"禖","méi"
"禘","dì"
"禚","zhuó"
"禠","sī"
"禡","mà"
"禤","xuān"
"禧","xǐ"
"禨","jī"
"禫","tǎn"
"禳","ráng"
"禴","yuè"
"禸","róu"
"禹","yǔ"
"禺","yú"
"离","lí"
"禽","qín"
"禾","hé"
"秀","xiù"
"私","sī"
"秃","tū"
"秆","gǎn"
"秉","bǐng"
"秋","qiū"
"种","zhòng"
"种","zhǒng"
"科","kē"
"秒","miǎo"
"秕","bǐ"
"秘","mì"
"租","zū"
"秠","pī"
"秣","mò"
"秤","chèng"
"秤","chěng"
"秦","qín"
"秧","yāng"
"秩","zhì"
"秫","shú"
"秬","jù"
"秭","zǐ"
"积","jī"
"称","chèn"
"称","chèng"
"称","chēng"
"秷","zhí"
"移","yí"
"秽","huì"
"稀","xī"
"稂","láng"
"稊","tí"
"程","chéng"
"稌","tú"
"稍","shāo"
"税","shuì"
"稑","lù"
"稔","rěn"
"稗","bài"
"稙","zhí"
"稚","zhì"
"稛","kǔn"
"稞","kē"
"稠","chóu"
"稣","sū"
"稳","wěn"
"稷","jì"
"稹","zhěn"
"稻","dào"
"稼","jià"
"稽","jī"
"稽","qǐ"
"稿","gǎo"
"穄","jì"
"穆","mù"
"穇","shān"
"穈","mén"
"穋","lù"
"穑","sè"
"穗","suì"
"穜","tóng"
"穟","suì"
"穠","nóng"
"穧","jì"
"穨","tuí"
"穮","biāo"
"穰","ráng"
"穴","xué"
"穵","wā"
"究","jiū"
"穷","qióng"
"穹","qióng"
"空","kòng"
"空","kōng"
"穿","chuān"
"窀","zhūn"
"突","tū"
"窃","qiè"
"窄","zhǎi"
"窅","yǎo"
"窆","biǎn"
"窈","yǎo"
"窊","wā"
"窋","zhú"
"窌","jiào"
"窍","qiào"
"窑","yáo"
"窒","zhì"
"窔","yǎo"
"窕","tiǎo"
"窖","jiào"
"窗","chuāng"
"窘","jiǒng"
"窜","cuàn"
"窝","wō"
"窞","dàn"
"窟","kū"
"窠","kē"
"窣","sù"
"窥","kuī"
"窦","dòu"
"窨","xūn"
"窨","yìn"
"窬","yú"
"窭","jù"
"窳","yǔ"
"窴","tián"
"窵","diào"
"窸","xī"
"窾","kuǎn"
"窿","lóng"
"竁","cuì"
"立","lì"
"竑","hóng"
"竖","shù"
"站","zhàn"
"竞","jìng"
"竟","jìng"
"章","zhāng"
"竣","jùn"
"童","tóng"
"竦","sǒng"
"竭","jié"
"端","duān"
"竹","zhú"
"竺","zhú"
"竽","yú"
"竿","gān"
"笃","dǔ"
"笄","jī"
"笆","bā"
"笈","jí"
"笊","zhào"
"笋","sǔn"
"笎","yuán"
"笏","hù"
"笑","xiào"
"笔","bǐ"
"笕","jiǎn"
"笙","shēng"
"笛","dí"
"笞","chī"
"笠","lì"
"笤","tiáo"
"笥","sì"
"符","fú"
"笨","bèn"
"笪","dá"
"笫","zǐ"
"第","dì"
"笮","zé"
"笰","fú"
"笱","gǒu"
"笲","fán"
"笳","jiā"
"笵","fàn"
"笸","pǒ"
"笺","jiān"
"笼","lóng"
"笾","biān"
"筅","xiǎn"
"筇","qióng"
"等","děng"
"筊","jiǎo"
"筋","jīn"
"筌","quán"
"筎","rú"
"筏","fá"
"筐","kuāng"
"筑","zhú"
"筒","tǒng"
"答","dá"
"答","dā"
"策","cè"
"筘","kòu"
"筚","bì"
"筛","shāi"
"筝","zhēng"
"筠","yún"
"筤","láng"
"筥","jǔ"
"筦","guǎn"
"筩","tǒng"
"筭","suàn"
"筮","shì"
"筱","xiǎo"
"筲","shāo"
"筳","tíng"
"筵","yán"
"筷","kuài"
"筹","chóu"
"签","qiān"
"简","jiǎn"
"箂","lái"
"箊","yū"
"箍","gū"
"箎","chí"
"箑","shà"
"箔","bó"
"箕","jī"
"算","suàn"
"箘","jùn"
"箙","fú"
"箛","gū"
"箝","qián"
"箠","chuí"
"管","guǎn"
"箧","qiè"
"箨","tuò"
"箩","luó"
"箪","dān"
"箫","xiāo"
"箬","ruò"
"箭","jiàn"
"箯","biān"
"箱","xiāng"
"箴","zhēn"
"箸","zhù"
"箾","shuò"
"篁","huáng"
"篆","zhuàn"
"篇","piān"
"篌","hóu"
"篑","kuì"
"篓","lǒu"
"篔","yún"
"篘","chōu"
"篙","gāo"
"篚","fěi"
"篜","zhēng"
"篝","gōu"
"篟","qiàn"
"篠","xiǎo"
"篡","cuàn"
"篢","gōng"
"篥","lì"
"篦","bì"
"篧","zhuó"
"篨","chú"
"篪","chí"
"篮","lán"
"篰","bù"
"篱","lí"
"篲","huì"
"篴","dí"
"篷","péng"
"篹","zhuàn"
"篾","miè"
"簃","yí"
"簆","kòu"
"簇","cù"
"簋","guǐ"
"簌","sù"
"簏","lù"
"簑","suō"
"簖","duàn"
"簜","dàng"
"簟","diàn"
"簠","fǔ"
"簥","jiāo"
"簦","dēng"
"簧","huáng"
"簨","sǔn"
"簪","zān"
"簬","lù"
"簰","pái"
"簸","bò"
"簸","bǒ"
"簹","dāng"
"簻","kē"
"簿","bù"
"籀","zhòu"
"籁","lài"
"籊","tì"
"籍","jí"
"籓","fān"
"籔","sǒu"
"籙","lù"
"籛","jiān"
"籣","lán"
"籧","qú"
"籫","zuǎn"
"籯","yíng"
"米","mǐ"
"籴","dí"
"籸","shēn"
"籹","nǚ"
"类","lèi"
"籼","xiān"
"籽","zǐ"
"粁","qiān"
"粉","fěn"
"粑","bā"
"粒","lì"
"粕","pò"
"粗","cū"
"粘","nián"
"粘","zhān"
"粜","tiào"
"粝","lì"
"粞","xī"
"粟","sù"
"粢","zī"
"粤","yuè"
"粥","zhōu"
"粨","bǎi"
"粪","fèn"
"粮","liáng"
"粱","liáng"
"粲","càn"
"粹","cuì"
"粺","bài"
"粻","zhāng"
"粼","lín"
"粽","zòng"
"精","jīng"
"粿","guǒ"
"糁","sǎn"
"糈","xǔ"
"糊","hú"
"糊","hù"
"糔","xiǔ"
"糕","gāo"
"糖","táng"
"糗","qiǔ"
"糙","cāo"
"糜","mí"
"糟","zāo"
"糠","kāng"
"糯","nuò"
"糸","mì"
"系","xì"
"紃","xún"
"紊","wèn"
"紑","fóu"
"紘","hóng"
"紝","rèn"
"紞","dǎn"
"素","sù"
"索","suǒ"
"紧","jǐn"
"紩","zhì"
"紫","zǐ"
"紬","chóu"
"累","léi"
"累","lèi"
"累","lěi"
"紵","zhù"
"紽","tuó"
"紾","zhěn"
"絅","jiǒng"
"絏","xiè"
"絓","guà"
"絖","kuàng"
"絜","jié"
"絜","xié"
"絪","yīn"
"絮","xù"
"絰","dié"
"絷","zhí"
"絺","chī"
"絻","miǎn"
"絿","qiú"
"綅","qīn"
"綌","xì"
"綍","fú"
"綎","tīng"
"綖","yán"
"綦","qí"
"綪","qiàn"
"綮","qǐ"
"綯","táo"
"緅","zōu"
"緌","ruí"
"緎","yù"
"縃","xū"
"縏","pán"
"縕","yùn"
"縕","yūn"
"縗","cuī"
"縚","tāo"
"縠","hú"
"縢","téng"
"縳","zhuàn"
"縻","mí"
"縿","shān"
"繁","fán"
"繄","yī"
"繇","yáo"
"繇","yóu"
"繇","zhòu"
"繈","qiǎng"
"繖","sǎn"
"繘","yù"
"繙","fān"
"繠","ruǐ"
"繸","suì"
"繻","xū"
"纁","xūn"
"纂","zuǎn"
"纆","mò"
"纇","lèi"
"纑","lú"
"纔","cái"
"纕","xiāng"
"纙","luò"
"纛","dào"
"纠","jiū"
"纡","yū"
"红","hóng"
"纣","zhòu"
"纤","qiàn"
"纤","xiān"
"纥","gē"
"纥","hé"
"约","yāo"
"约","yuē"
"级","jí"
"纨","wán"
"纩","kuàng"
"纪","jì"
"纫","rèn"
"纬","wěi"
"纭","yún"
"纯","chún"
"纰","pī"
"纱","shā"
"纲","gāng"
"纳","nà"
"纵","zòng"
"纵","zōng"
"纶","lún"
"纷","fēn"
"纸","zhǐ"
"纹","wén"
"纺","fǎng"
"纽","niǔ"
"纾","shū"
"线","xiàn"
"绀","gàn"
"绁","xiè"
"绂","fú"
"练","liàn"
"组","zǔ"
"绅","shēn"
"细","xì"
"织","zhī"
"终","zhōng"
"绉","zhòu"
"绊","bàn"
"绋","fú"
"绌","chù"
"绍","shào"
"绎","yì"
"经","jīng"
"绐","dài"
"绑","bǎng"
"绒","róng"
"结","jiē"
"绕","rào"
"绘","huì"
"给","gěi"
"给","jǐ"
"绚","xuàn"
"绛","jiàng"
"络","lào"
"络","luò"
"绝","jué"
"绞","jiǎo"
"统","tǒng"
"绠","gěng"
"绡","xiāo"
"绢","juàn"
"绣","xiù"
"绥","suí"
"绦","tāo"
"继","jì"
"绨","tí"
"绩","jī"
"绪","xù"
"绫","líng"
"续","xù"
"绮","qǐ"
"绯","fēi"
"绰","chuò"
"绲","gǔn"
"绳","shéng"
"维","wéi"
"绵","mián"
"绶","shòu"
"绷","běng"
"绷","bēng"
"绸","chóu"
"绺","liǔ"
"绻","quǎn"
"综","zōng"
"绽","zhàn"
"绾","wǎn"
"绿","lǜ"
"缁","zī"
"缂","kè"
"缃","xiāng"
"缄","jiān"
"缅","miǎn"
"缇","tí"
"缈","miǎo"
"缉","qī"
"缋","huì"
"缌","sī"
"缎","duàn"
"缏","biàn"
"缑","gōu"
"缒","zhuì"
"缓","huǎn"
"缔","dì"
"缕","lǚ"
"编","biān"
"缗","mín"
"缘","yuán"
"缙","jìn"
"缛","rù"
"缜","zhěn"
"缝","féng"
"缝","fèng"
"缟","gǎo"
"缠","chán"
"缡","lí"
"缢","yì"
"缣","jiān"
"缤","bīn"
"缥","piǎo"
"缦","màn"
"缧","léi"
"缨","yīng"
"缩","suō"
"缪","miào"
"缪","móu"
"缫","sāo"
"缬","xié"
"缭","liáo"
"缮","shàn"
"缯","zèng"
"缯","zēng"
"缰","jiāng"
"缱","qiǎn"
"缳","huán"
"缴","jiǎo"
"缵","zuǎn"
"缶","fǒu"
"缸","gāng"
"缺","quē"
"缾","píng"
"罂","yīng"
"罃","yīng"
"罄","qìng"
"罅","xià"
"罋","wèng"
"罍","léi"
"罏","lú"
"罐","guàn"
"网","wǎng"
"罔","wǎng"
"罕","hǎn"
"罗","luó"
"罗","luō"
"罘","fú"
"罚","fá"
"罛","gū"
"罝","jū"
"罟","gǔ"
"罡","gāng"
"罢","ba"
"罢","bà"
"罣","guà"
"罦","fú"
"罨","yǎn"
"罩","zhào"
"罪","zuì"
"罫","guà"
"罭","yù"
"置","zhì"
"署","shǔ"
"罳","sī"
"罴","pí"
"罶","liǔ"
"罹","lí"
"罻","wèi"
"罽","jì"
"罾","zēng"
"罿","tóng"
"羁","jī"
"羃","mì"
"羇","jī"
"羊","yáng"
"羌","qiāng"
"美","měi"
"羑","yǒu"
"羔","gāo"
"羖","gǔ"
"羚","líng"
"羜","zhù"
"羝","dī"
"羞","xiū"
"羟","qiǎng"
"羡","xiàn"
"羢","róng"
"群","qún"
"羧","suō"
"羭","yú"
"羯","jié"
"羰","tāng"
"羱","yuán"
"羲","xī"
"羸","léi"
"羹","gēng"
"羼","chàn"
"羽","yǔ"
"羿","yì"
"翀","chōng"
"翁","wēng"
"翃","hóng"
"翅","chì"
"翊","yì"
"翌","yì"
"翎","líng"
"翔","xiáng"
"翘","qiáo"
"翛","shù"
"翟","dí"
"翟","zhái"
"翠","cuì"
"翡","fěi"
"翣","shà"
"翥","zhù"
"翦","jiǎn"
"翩","piān"
"翪","zōng"
"翫","wàn"
"翬","huī"
"翮","hé"
"翯","hè"
"翰","hàn"
"翱","áo"
"翳","yì"
"翻","fān"
"翼","yì"
"翽","huì"
"翾","xuān"
"翿","dào"
"耀","yào"
"老","lǎo"
"考","kǎo"
"耄","mào"
"者","zhě"
"耆","qí"
"而","ér"
"耍","shuǎ"
"耎","ruǎn"
"耏","ér"
"耐","nài"
"耒","lěi"
"耔","zǐ"
"耕","gēng"
"耗","hào"
"耘","yún"
"耙","bà"
"耙","pá"
"耜","sì"
"耞","jiā"
"耦","ǒu"
"耧","lóu"
"耨","nòu"
"耩","jiǎng"
"耪","pǎng"
"耰","yōu"
"耳","ěr"
"耶","yē"
"耸","sǒng"
"耻","chǐ"
"耽","dān"
"耿","gěng"
"聂","niè"
"聃","dān"
"聆","líng"
"聊","liáo"
"聋","lóng"
"职","zhí"
"联","lián"
"聘","pìn"
"聚","jù"
"聝","guó"
"聩","kuì"
"聪","cōng"
"聱","áo"
"聿","yù"
"肃","sù"
"肄","yì"
"肆","sì"
"肇","zhào"
"肉","ròu"
"肋","lèi"
"肌","jī"
"肓","huāng"
"肖","xiào"
"肘","zhǒu"
"肚","dù"
"肚","dǔ"
"肛","gāng"
"肜","róng"
"肝","gān"
"肠","cháng"
"股","gǔ"
"肢","zhī"
"肤","fū"
"肥","féi"
"肩","jiān"
"肪","fáng"
"肫","zhūn"
"肭","nà"
"肮","āng"
"肯","kěn"
"肱","gōng"
"育","yù"
"肴","yáo"
"肸","xì"
"肺","fèi"
"肾","shèn"
"肿","zhǒng"
"胀","zhàng"
"胁","xié"
"胂","shèn"
"胃","wèi"
"胄","zhòu"
"胆","dǎn"
"背","bèi"
"背","bēi"
"胍","guā"
"胎","tāi"
"胏","zǐ"
"胖","pàng"
"胗","zhēn"
"胙","zuò"
"胚","pēi"
"胛","jiǎ"
"胜","shèng"
"胜","shēng"
"胝","zhī"
"胞","bāo"
"胠","qū"
"胡","hú"
"胤","yìn"
"胥","xū"
"胧","lóng"
"胪","lú"
"胫","jìng"
"胭","yān"
"胯","kuà"
"胰","yí"
"胱","guāng"
"胲","hǎi"
"胳","gē"
"胴","dòng"
"胶","jiāo"
"胸","xiōng"
"胹","ér"
"胺","àn"
"胼","pián"
"能","néng"
"胾","zì"
"脂","zhī"
"脆","cuì"
"脉","mài"
"脊","jí"
"脊","jǐ"
"脍","kuài"
"脏","zàng"
"脏","zāng"
"脐","qí"
"脑","nǎo"
"脓","nóng"
"脔","luán"
"脖","bó"
"脚","jiǎo"
"脚","jué"
"脝","hēng"
"脞","cuǒ"
"脡","tǐng"
"脢","méi"
"脤","shèn"
"脥","qiǎn"
"脧","juān"
"脬","pāo"
"脯","fǔ"
"脯","pú"
"脰","dòu"
"脱","tuō"
"脸","liǎn"
"脾","pí"
"腆","miǎn"
"腆","tiǎn"
"腊","là"
"腋","yè"
"腌","yān"
"腍","rěn"
"腐","fǔ"
"腑","fǔ"
"腒","jū"
"腓","féi"
"腔","qiāng"
"腕","wàn"
"腠","còu"
"腥","xīng"
"腮","sāi"
"腯","tú"
"腰","yāo"
"腱","jiàn"
"腴","yú"
"腶","duàn"
"腹","fù"
"腺","xiàn"
"腻","nì"
"腽","wà"
"腾","téng"
"腿","tuǐ"
"膀","bàng"
"膀","bǎng"
"膀","páng"
"膀","pāng"
"膂","lǚ"
"膇","zhuì"
"膈","gé"
"膊","bó"
"膋","liáo"
"膏","gāo"
"膑","bìn"
"膘","biāo"
"膙","jiǎng"
"膛","táng"
"膝","xī"
"膟","lǜ"
"膦","lìn"
"膨","péng"
"膰","fán"
"膳","shàn"
"膴","hū"
"膵","cuì"
"膷","xiāng"
"膺","yīng"
"膻","shān"
"臀","tún"
"臂","bì"
"臄","jué"
"臆","yì"
"臊","sào"
"臊","sāo"
"臌","gǔ"
"臐","xūn"
"臙","yān"
"臛","huò"
"臝","luǒ"
"臣","chén"
"臧","zāng"
"自","zì"
"臬","niè"
"臭","chòu"
"臭","xiù"
"臲","niè"
"至","zhì"
"致","zhì"
"臻","zhēn"
"臼","jiù"
"臾","yú"
"舀","yǎo"
"舁","yú"
"舂","chōng"
"舄","xì"
"舅","jiù"
"舆","yú"
"舌","shé"
"舍","shè"
"舍","shě"
"舐","shì"
"舒","shū"
"舔","tiǎn"
"舛","chuǎn"
"舜","shùn"
"舞","wǔ"
"舟","zhōu"
"舠","dāo"
"舢","shān"
"舣","yǐ"
"舨","bǎn"
"航","háng"
"舫","fǎng"
"般","bān"
"舰","jiàn"
"舱","cāng"
"舲","líng"
"舳","zhú"
"舴","zé"
"舵","duò"
"舶","bó"
"舷","xián"
"舸","gě"
"船","chuán"
"舺","xiá"
"舻","lú"
"艄","shāo"
"艇","tǐng"
"艋","měng"
"艎","huáng"
"艑","biàn"
"艗","yì"
"艘","sāo"
"艘","sōu"
"艚","cáo"
"艣","lǔ"
"艨","méng"
"艬","chán"
"艭","shuāng"
"艮","gèn"
"良","liáng"
"艰","jiān"
"色","sè"
"色","shǎi"
"艳","yàn"
"艴","fú"
"艸","cǎo"
"艺","yì"
"艾","ài"
"节","jié"
"芃","péng"
"芄","wán"
"芈","mǐ"
"芊","qiān"
"芋","yù"
"芍","sháo"
"芑","qǐ"
"芒","máng"
"芗","xiāng"
"芘","pí"
"芙","fú"
"芜","wú"
"芝","zhī"
"芟","shān"
"芡","qiàn"
"芣","fóu"
"芤","kōu"
"芥","jiè"
"芦","lú"
"芧","xù"
"芩","qín"
"芫","yuán"
"芬","fēn"
"芭","bā"
"芮","ruì"
"芯","xīn"
"芰","jì"
"花","huā"
"芳","fāng"
"芴","wù"
"芷","zhǐ"
"芸","yún"
"芹","qín"
"芼","mào"
"芽","yá"
"芾","fèi"
"芾","fú"
"苁","cōng"
"苇","wěi"
"苈","lì"
"苋","xiàn"
"苌","cháng"
"苍","cāng"
"苎","zhù"
"苏","sū"
"苑","yuàn"
"苒","rǎn"
"苓","líng"
"苔","tái"
"苔","tāi"
"苕","tiáo"
"苗","miáo"
"苙","lì"
"苛","kē"
"苜","mù"
"苞","bāo"
"苟","gǒu"
"苠","mín"
"苡","yǐ"
"苣","jù"
"苤","piě"
"若","ruò"
"苦","kǔ"
"苫","shān"
"苯","běn"
"英","yīng"
"苳","dōng"
"苴","jū"
"苹","pín"
"苹","píng"
"苺","méi"
"苻","fú"
"苾","bì"
"茀","fú"
"茁","zhuó"
"茂","mào"
"范","fàn"
"茄","qié"
"茅","máo"
"茇","bá"
"茈","cí"
"茈","zǐ"
"茉","mò"
"茌","chí"
"茍","gǒu"
"茎","jīng"
"茏","lóng"
"茑","niǎo"
"茔","yíng"
"茕","qióng"
"茗","míng"
"茛","gèn"
"茜","qiàn"
"茢","liè"
"茥","guī"
"茦","cè"
"茧","jiǎn"
"茨","cí"
"茫","máng"
"茭","jiāo"
"茯","fú"
"茱","zhū"
"茳","jiāng"
"茴","huí"
"茵","yīn"
"茶","chá"
"茷","fá"
"茸","róng"
"茹","rú"
"茼","tóng"
"荀","xún"
"荁","huán"
"荃","quán"
"荄","gāi"
"荅","dá"
"荅","dā"
"荆","jīng"
"荇","xìng"
"荈","chuǎn"
"草","cǎo"
"荏","rěn"
"荐","jiàn"
"荑","tí"
"荑","yí"
"荒","huāng"
"荔","lì"
"荚","jiá"
"荛","ráo"
"荜","bì"
"荞","qiáo"
"荟","huì"
"荠","jì"
"荠","qí"
"荡","dàng"
"荣","róng"
"荤","hūn"
"荥","xíng"
"荦","luò"
"荧","yíng"
"荩","jìn"
"荪","sūn"
"荫","yìn"
"药","yào"
"荵","rěn"
"荷","hé"
"荷","hè"
"荸","bí"
"荻","dí"
"荼","tú"
"荽","suī"
"莅","lì"
"莆","pú"
"莉","lì"
"莎","shā"
"莎","suō"
"莒","jǔ"
"莓","méi"
"莔","méng"
"莕","xìng"
"莘","shēn"
"莘","xīn"
"莛","tíng"
"莞","guǎn"
"莞","guān"
"莞","wǎn"
"莠","yǒu"
"莦","shāo"
"莨","làng"
"莩","fú"
"莩","piǎo"
"莪","é"
"莫","mò"
"莰","kǎn"
"莱","lái"
"莲","lián"
"莳","shí"
"莴","wō"
"获","huò"
"莸","yóu"
"莹","yíng"
"莺","xué"
"莺","yīng"
"莽","mǎng"
"莿","cì"
"菀","wǎn"
"菁","jīng"
"菅","jiān"
"菆","zōu"
"菇","gū"
"菉","lù"
"菊","jú"
"菌","jùn"
"菌","jūn"
"菑","zī"
"菔","fú"
"菖","chāng"
"菘","sōng"
"菜","cài"
"菝","bá"
"菟","tù"
"菠","bō"
"菡","hàn"
"菢","bào"
"菣","qìn"
"菧","dǐ"
"菩","pú"
"菪","dàng"
"菰","gū"
"菱","líng"
"菲","fēi"
"菴","ān"
"菶","běng"
"菸","yān"
"菺","jiān"
"菻","lǐn"
"菼","tǎn"
"菾","tián"
"萁","qí"
"萃","cuì"
"萄","táo"
"萆","bì"
"萋","qī"
"萌","méng"
"萍","píng"
"萎","wěi"
"萎","wēi"
"萏","dàn"
"萐","shà"
"萑","huán"
"萝","luó"
"萤","yíng"
"营","yíng"
"萦","yíng"
"萧","xiāo"
"萨","sà"
"萩","qiū"
"萱","xuān"
"萴","zé"
"萸","yú"
"萻","ān"
"萼","è"
"落","là"
"落","lào"
"落","luò"
"葄","zuò"
"葆","bǎo"
"葇","róu"
"葍","fú"
"葎","lǜ"
"葑","fēng"
"葖","tú"
"著","zháo"
"著","zhāo"
"著","zhe"
"著","zhù"
"著","zhuó"
"葙","xiāng"
"葚","rèn"
"葚","shèn"
"葛","gé"
"葛","gě"
"葠","shēn"
"葡","pú"
"董","dǒng"
"葥","qián"
"葧","bó"
"葩","pā"
"葫","hú"
"葬","zàng"
"葭","jiā"
"葱","cōng"
"葳","wēi"
"葴","zhēn"
"葵","kuí"
"葶","tíng"
"葸","xǐ"
"葹","shī"
"葺","qì"
"葽","yāo"
"蒂","dì"
"蒇","chǎn"
"蒉","kuì"
"蒋","jiǎng"
"蒌","lóu"
"蒎","pài"
"蒐","sōu"
"蒗","làng"
"蒙","méng"
"蒙","mēng"
"蒜","suàn"
"蒟","jǔ"
"蒡","bàng"
"蒢","chú"
"蒨","qiàn"
"蒯","kuǎi"
"蒱","pú"
"蒲","pú"
"蒴","shuò"
"蒸","zhēng"
"蒹","jiān"
"蒺","jí"
"蒻","ruò"
"蒿","hāo"
"蓄","xù"
"蓇","gǔ"
"蓉","róng"
"蓊","wěng"
"蓌","cuò"
"蓍","shī"
"蓏","luǒ"
"蓐","rù"
"蓑","suō"
"蓓","bèi"
"蓖","bì"
"蓝","lan"
"蓝","lán"
"蓟","jì"
"蓠","lí"
"蓣","yù"
"蓦","mò"
"蓧","diào"
"蓪","tōng"
"蓫","zhú"
"蓬","péng"
"蓰","xǐ"
"蓴","chún"
"蓷","tuī"
"蓺","yì"
"蓼","liǎo"
"蓼","lù"
"蔀","bù"
"蔂","luó"
"蔆","líng"
"蔉","gǔn"
"蔊","hǎn"
"蔋","dí"
"蔌","sù"
"蔎","shè"
"蔑","miè"
"蔓","mán"
"蔓","màn"
"蔕","dì"
"蔗","zhè"
"蔙","xuàn"
"蔚","wèi"
"蔚","yù"
"蔟","cù"
"蔡","cài"
"蔫","niān"
"蔬","shū"
"蔷","qiáng"
"蔺","lìn"
"蔼","ǎi"
"蔽","bì"
"蔾","lí"
"蕃","fán"
"蕈","xùn"
"蕉","jiāo"
"蕊","ruǐ"
"蕍","yú"
"蕑","jiān"
"蕖","qú"
"蕗","lù"
"蕙","huì"
"蕝","jué"
"蕞","zuì"
"蕡","fén"
"蕣","shùn"
"蕤","ruí"
"蕨","jué"
"蕲","qí"
"蕴","yùn"
"蕸","xiá"
"蕺","jí"
"蕻","hòng"
"蕾","lěi"
"薀","yùn"
"薁","yù"
"薃","hào"
"薄","bó"
"薄","bò"
"薅","hāo"
"薉","wèi"
"薏","yì"
"薐","léng"
"薖","kē"
"薛","xuē"
"薜","bì"
"薤","xiè"
"薨","hōng"
"薪","xīn"
"薮","sǒu"
"薯","shǔ"
"薰","xūn"
"薳","wěi"
"薷","rú"
"薹","tái"
"薽","zhēn"
"薿","nǐ"
"藄","qí"
"藇","xù"
"藉","jí"
"藉","jiè"
"藋","diào"
"藏","cáng"
"藏","zàng"
"藐","miǎo"
"藓","xiǎn"
"藕","ǒu"
"藘","lǘ"
"藙","yì"
"藚","xù"
"藜","lí"
"藟","lěi"
"藤","téng"
"藦","mó"
"藨","biāo"
"藷","shǔ"
"藻","zǎo"
"藾","lài"
"藿","huò"
"蘀","tuò"
"蘅","héng"
"蘑","mó"
"蘖","niè"
"蘧","qú"
"蘩","fán"
"蘵","zhí"
"蘸","zhàn"
"蘼","mí"
"虀","jī"
"虆","léi"
"虍","hū"
"虎","hǔ"
"虏","lǔ"
"虐","nüè"
"虑","lǜ"
"虒","sī"
"虓","xiāo"
"虔","qián"
"虖","hū"
"虚","xū"
"虞","yú"
"虡","jù"
"虢","guó"
"虣","bào"
"虥","zhàn"
"虩","xì"
"虫","chóng"
"虬","qiú"
"虮","jǐ"
"虱","shī"
"虹","hóng"
"虹","hòng"
"虺","huǐ"
"虺","huī"
"虻","méng"
"虼","gè"
"虽","suī"
"虾","há"
"虾","xiā"
"虿","chài"
"蚀","shí"
"蚁","yǐ"
"蚂","mà"
"蚂","mǎ"
"蚂","mā"
"蚊","wén"
"蚋","ruì"
"蚌","bàng"
"蚓","yǐn"
"蚔","qí"
"蚕","cán"
"蚜","yá"
"蚝","háo"
"蚡","fén"
"蚣","gōng"
"蚤","zǎo"
"蚧","jiè"
"蚨","fú"
"蚩","chī"
"蚪","dǒu"
"蚬","xiǎn"
"蚯","qiū"
"蚰","yóu"
"蚱","zhà"
"蚳","chí"
"蚴","yòu"
"蚵","é"
"蚶","hān"
"蚹","fù"
"蚻","zhá"
"蛀","zhù"
"蛁","diāo"
"蛄","gū"
"蛆","qū"
"蛇","shé"
"蛉","líng"
"蛊","gǔ"
"蛋","dàn"
"蛎","lì"
"蛏","chēng"
"蛐","qū"
"蛑","móu"
"蛓","cì"
"蛔","huí"
"蛙","wā"
"蛚","liè"
"蛛","zhū"
"蛜","yī"
"蛟","jiāo"
"蛣","jié"
"蛤","gé"
"蛤","há"
"蛩","qióng"
"蛭","zhì"
"蛮","mán"
"蛰","zhé"
"蛰","zhí"
"蛱","jiá"
"蛳","sī"
"蛴","qí"
"蛵","xīng"
"蛸","shāo"
"蛸","xiāo"
"蛹","yǒng"
"蛾","é"
"蜀","shǔ"
"蜂","fēng"
"蜃","shèn"
"蜅","fǔ"
"蜇","zhé"
"蜇","zhē"
"蜈","wú"
"蜉","fú"
"蜊","lí"
"蜋","láng"
"蜍","chú"
"蜎","yuān"
"蜑","dàn"
"蜒","yán"
"蜓","tíng"
"蜕","tuì"
"蜘","zhī"
"蜚","fěi"
"蜛","jū"
"蜜","mì"
"蜞","qí"
"蜡","là"
"蜢","měng"
"蜣","qiāng"
"蜥","xī"
"蜨","dié"
"蜩","tiáo"
"蜮","yù"
"蜱","pí"
"蜴","yì"
"蜷","quán"
"蜺","ní"
"蜻","qīng"
"蜾","guǒ"
"蜿","wān"
"蝀","dōng"
"蝃","dì"
"蝇","yíng"
"蝈","guō"
"蝉","chán"
"蝌","kē"
"蝎","xiē"
"蝏","tíng"
"蝓","yú"
"蝗","huáng"
"蝘","yǎn"
"蝙","biān"
"蝝","yuán"
"蝠","fú"
"蝡","ruǎn"
"蝣","yóu"
"蝤","qiú"
"蝥","máo"
"蝮","fù"
"蝯","yuán"
"蝴","hú"
"蝶","dié"
"蝻","nǎn"
"蝼","lóu"
"蝾","róng"
"螂","láng"
"螃","páng"
"螅","xī"
"螈","yuán"
"螉","wēng"
"融","róng"
"螒","hàn"
"螓","qín"
"螗","táng"
"螘","yǐ"
"螚","nài"
"螟","míng"
"螣","téng"
"螫","shì"
"螫","zhē"
"螬","cáo"
"螭","chī"
"螮","dì"
"螯","áo"
"螳","táng"
"螵","piāo"
"螺","luó"
"螽","zhōng"
"螿","jiāng"
"蟀","shuài"
"蟆","ma"
"蟆","má"
"蟊","máo"
"蟋","xī"
