han,chars
"ống","蓊"
"ổng","塕"
"ổng","滃"
"ổng","蓊"
"ốt","嗢"
"ột","腽"
"pha","坡"
"pha","玻"
"pha","陂"
"pha","颇"
"phá","破"
"phả","叵"
"phả","笸"
"phả","簸"
"phả","谱"
"phả","跛"
"phả","颇"
"phạ","怕"
"phác","仆"
"phác","扑"
"phác","朴"
"phác","璞"
"phách","劈"
"phách","啪"
"phách","拍"
"phách","擘"
"phách","珀"
"phách","瞥"
"phách","粕"
"phách","膙"
"phách","霸"
"phách","魄"
"phái","沛"
"phái","派"
"phái","湃"
"phàm","凡"
"phàm","帆"
"phàm","泛"
"phàm","颿"
"phẩm","品"
"phạm","梵"
"phạm","泛"
"phạm","犯"
"phạm","范"
"phan","幡"
"phan","拌"
"phan","拚"
"phan","攀"
"phan","潘"
"phan","璠"
"phan","番"
"phan","蕃"
"phán","判"
"phán","泮"
"phán","盼"
"phán","袢"
"phán","襻"
"phán","贩"
"phán","頖"
"phàn","攀"
"phàn","樊"
"phàn","殏"
"phàn","矾"
"phàn","蠜"
"phàn","钒"
"phân","〓"
"phân","分"
"phân","吩"
"phân","氛"
"phân","汾"
"phân","玢"
"phân","纷"
"phân","芬"
"phân","蝮"
"phân","酚"
"phấn","奋"
"phấn","粉"
"phấn","粪"
"phần","份"
"phần","坟"
"phần","枌"
"phần","棼"
"phần","汾"
"phần","濆"
"phần","焚"
"phần","燔"
"phần","羵"
"phần","蕡"
"phần","蚡"
"phần","豶"
"phần","鼢"
"phẫn","偾"
"phẫn","忿"
"phẫn","愤"
"phẫn","扮"
"phẫn","鼢"
"phản","反"
"phản","忭"
"phản","返"
"phản","阪"
"phẩn","粪"
"phạn","梵"
"phạn","袢"
"phạn","饭"
"phận","分"
"phận","坋"
"phang","仿"
"phang","絘"
"phảng","仿"
"phảng","彷"
"phảng","旁"
"phảng","舫"
"phanh","姘"
"phanh","怦"
"phanh","抨"
"phanh","栟"
"phanh","烹"
"phanh","砰"
"phao","叨"
"phao","抛"
"phao","泡"
"phao","脬"
"pháo","奅"
"pháo","泡"
"pháo","炮"
"pháo","疱"
"pháp","法"
"pháp","珐"
"pháp","砝"
"phạp","乏"
"phập","焮"
"phập","耖"
"phập","鮥"
"phát","发"
"phát","泼"
"phất","佛"
"phất","咈"
"phất","弗"
"phất","怫"
"phất","拂"
"phất","氟"
"phất","祓"
"phất","笰"
"phất","綍"
"phất","绂"
"phất","绋"
"phất","艴"
"phất","芾"
"phất","茀"
"phất","韍"
"phất","黹"
"phất","黻"
"phạt","伐"
"phạt","绂"
"phạt","罚"
"phật","佛"
"phật","怫"
"phật","袚"
"phấu","踣"
"phầu","凫"
"phầu","掊"
"phẫu","剖"
"phẫu","缶"
"phê","啡"
"phê","批"
"phê","砒"
"phế","废"
"phế","癈"
"phế","肺"
"phế","芾"
"phế","蘖"
"phệ","吠"
"phệ","噬"
"phệ","澨"
"phệ","筮"
"phệ","鼣"
"phi","丕"
"phi","伾"
"phi","呸"
"phi","啡"
"phi","妃"
"phi","姼"
"phi","扉"
"phi","披"
"phi","椪"
"phi","溯"
"phi","狉"
"phi","疿"
"phi","痱"
"phi","绯"
"phi","胚"
"phi","腓"
"phi","蜚"
"phi","诽"
"phi","鈚"
"phi","阠"
"phi","霏"
"phi","非"
"phi","飞"
"phi","騑"
"phi","鲱"
"phí","剕"
"phí","帔"
"phí","汫"
"phí","沸"
"phí","狒"
"phí","费"
"phì","淝"
"phì","肥"
"phì","腓"
"phì","蜰"
"phỉ","匪"
"phỉ","圮"
"phỉ","庀"
"phỉ","悱"
"phỉ","扉"
"phỉ","斐"
"phỉ","朏"
"phỉ","棐"
"phỉ","榧"
"phỉ","渟"
"phỉ","篚"
"phỉ","翡"
"phỉ","菲"
"phỉ","蜚"
"phỉ","诽"
"phị","芾"
"phị","蝫"
"phích","澼"
"phích","癖"
"phích","霹"
"phịch","澰"
"phiếm","泛"
"phiên","幡"
"phiên","扁"
"phiên","煽"
"phiên","番"
"phiên","翩"
"phiên","翻"
"phiên","膰"
"phiên","蕃"
"phiên","藩"
"phiên","蹯"
"phiên","鷭"
"phiến","扇"
"phiến","煽"
"phiến","片"
"phiến","謆"
"phiến","贩"
"phiến","钒"
"phiến","骗"
"phiến","骟"
"phiền","烦"
"phiền","燔"
"phiền","璠"
"phiền","蕃"
"phiền","薠"
"phiền","蘩"
"phiền","蹯"
"phiết","撇"
"phiệt","丿"
"phiệt","撇"
"phiệt","筏"
"phiệt","阀"
"phiêu","僄"
"phiêu","剽"
"phiêu","嫖"
"phiêu","彯"
"phiêu","慓"
"phiêu","朴"
"phiêu","漂"
"phiêu","缥"
"phiêu","膘"
"phiêu","臕"
"phiêu","薸"
"phiêu","螵"
"phiêu","镖"
"phiêu","镳"
"phiêu","飘"
"phiêu","骠"
"phiêu","鳔"
"phiếu","剽"
"phiếu","嘌"
"phiếu","嫖"
"phiếu","搮"
"phiếu","漂"
"phiếu","瞟"
"phiếu","票"
"phiếu","缥"
"phiếu","裱"
"phiếu","骠"
"phiếu","鳔"
"phiểu","瞟"
"phinh","娉"
"phó","仆"
"phó","付"
"phó","傅"
"phó","副"
"phó","咐"
"phó","怀"
"phó","讣"
"phó","赳"
"phó","赴"
"phô","铺"
"phố","圃"
"phố","埔"
"phố","堡"
"phố","怖"
"phố","浦"
"phố","蹼"
"phổ","普"
"phổ","氆"
"phổ","浦"
"phổ","溥"
"phổ","谱"
"phổ","镨"
"phóc","搐"
"phốc","噗"
"phốc","扑"
"phốc","攴"
"phốc","攵"
"phốc","玫"
"phọc","溥"
"phọc","縳"
"phọc","缚"
"phôi","呸"
"phôi","坯"
"phôi","杯"
"phôi","胚"
"phôi","醅"
"phối","浿"
"phối","配"
"phồn","璠"
"phồn","繁"
"phồn","蕃"
"phồn","蘩"
"phong","丰"
"phong","夆"
"phong","封"
"phong","峰"
"phong","枫"
"phong","沣"
"phong","烽"
"phong","犎"
"phong","疯"
"phong","葑"
"phong","蜂"
"phong","酆"
"phong","锋"
"phong","风"
"phong","飒"
"phong","麷"
"phóng","放"
"phóng","访"
"phòng","房"
"phòng","防"
"phòng","鲂"
"phỏng","仿"
"phỏng","访"
"phu","俘"
"phu","呋"
"phu","夫"
"phu","孚"
"phu","孵"
"phu","敷"
"phu","枹"
"phu","柎"
"phu","砆"
"phu","肤"
"phu","莩"
"phu","衭"
"phu","趺"
"phu","郛"
"phu","鄜"
"phu","铺"
"phu","麸"
"phú","富"
"phú","赋"
"phù","凫"
"phù","夫"
"phù","孚"
"phù","扶"
"phù","枎"
"phù","桴"
"phù","浮"
"phù","涪"
"phù","稃"
"phù","符"
"phù","罘"
"phù","罦"
"phù","芙"
"phù","芣"
"phù","苻"
"phù","莩"
"phù","蚨"
"phù","蜉"
"phù","郛"
"phũ","滏"
"phủ","俛"
"phủ","俯"
"phủ","否"
"phủ","府"
"phủ","抚"
"phủ","斧"
"phủ","甫"
"phủ","簠"
"phủ","脯"
"phủ","腑"
"phủ","莆"
"phủ","釜"
"phủ","頫"
"phủ","黼"
"phụ","咮"
"phụ","埠"
"phụ","妇"
"phụ","拊"
"phụ","父"
"phụ","祔"
"phụ","蝜"
"phụ","负"
"phụ","赙"
"phụ","辅"
"phụ","阜"
"phụ","阝"
"phụ","附"
"phụ","驸"
"phụ","鲋"
"phúc","复"
"phúc","幅"
"phúc","愊"
"phúc","福"
"phúc","腹"
"phúc","蝮"
"phúc","覆"
"phúc","輹"
"phúc","辐"
"phúc","馥"
"phục","伏"
"phục","复"
"phục","愎"
"phục","服"
"phục","洑"
"phục","箙"
"phục","茯"
"phục","菔"
"phục","袱"
"phục","鳆"
"phục","鵩"
"phức","复"
"phức","愎"
"phức","腷"
"phức","馥"
"phún","喷"
"phún","歕"
"phún","濆"
"phúng","讽"
"phúng","賵"
"phùng","冯"
"phùng","渢"
"phùng","篷"
"phùng","缝"
"phùng","逢"
"phủng","唪"
"phủng","捧"
"phụng","俸"
"phụng","奉"
"phụng","葑"
"phước","福"
"phược","缚"
"phương","匚"
"phương","囮"
"phương","妨"
"phương","方"
"phương","枋"
"phương","纺"
"phương","肪"
"phương","舫"
"phương","芳"
"phương","邡"
"phường","坊"
"phường","鲂"
"phưởng","昉"
"phưởng","纺"
"phượng","凤"
"phữu","缶"
"qua","埚"
"qua","戈"
"qua","挝"
"qua","涡"
"qua","瓜"
"qua","瘸"
"qua","过"
"qua","騧"
"qua","髽"
"quá","诖"
"quá","过"
"quả","剐"
"quả","寡"
"quả","果"
"quả","棵"
"quả","猓"
"quả","蜾"
"quả","輠"
"quả","锞"
"quắc","嘓"
"quắc","嘽"
"quắc","帼"
"quắc","摍"
"quắc","矍"
"quắc","虢"
"quắc","蝈"
"quắc","蠼"
"quắc","銧"
"quắc","镢"
"quắc","阈"
"quắc","馘"
"quặc","掴"
"quặc","攫"
"quách","崞"
"quách","椁"
"quách","郭"
"quai","乖"
"quái","侩"
"quái","刽"
"quái","卦"
"quái","夬"
"quái","怪"
"quái","旝"
"quái","浍"
"quái","烩"
"quái","狯"
"quái","罣"
"quái","罫"
"quái","脍"
"quái","褂"
"quái","诖"
"quái","鱠"
"quải","夬"
"quải","拐"
"quải","挂"
"quải","罫"
"quan","倌"
"quan","关"
"quan","冠"
"quan","官"
"quan","棺"
"quan","瘝"
"quan","绾"
"quan","菅"
"quan","观"
"quan","鳏"
"quán","丱"
"quán","串"
"quán","冠"
"quán","惯"
"quán","掼"
"quán","灌"
"quán","瓘"
"quán","盥"
"quán","罐"
"quán","裸"
"quán","观"
"quán","贯"
"quán","馆"
"quán","鹳"
"quàn","萯"
"quân","军"
"quân","匀"
"quân","君"
"quân","圴"
"quân","均"
"quân","捃"
"quân","昀"
"quân","晕"
"quân","珺"
"quân","皲"
"quân","筠"
"quân","莙"
"quân","钧"
"quân","麇"
"quân","鼲"
"quân","龟"
"quấn","捃"
"quần","群"
"quần","裙"
"quẫn","窘"
"quản","棺"
"quản","筦"
"quản","管"
"quản","脘"
"quận","郡"
"quang","光"
"quang","咣"
"quang","桄"
"quang","纩"
"quang","胱"
"quáng","桄"
"quáng","矿"
"quăng","肱"
"quăng","觥"
"quảng","广"
"quảng","犷"
"quảng","纩"
"quảng","邝"
"quánh","犷"
"quát","刮"
"quát","括"
"quát","栝"
"quát","矻"
"quát","聒"
"quát","适"
"quát","鸹"
"quất","倔"
"quất","桔"
"quất","橘"
"quật","倔"
"quật","崛"
"quật","掘"
"quật","窟"
"quế","刿"
"quế","桂"
"quế","炔"
"quệ","刿"
"quệ","蹶"
"qui","妫"
"qui","归"
"qui","皈"
"qui","规"
"qui","龟"
"quí","媿"
"quí","季"
"quí","悸"
"quí","愧"
"quí","瑰"
"quí","癸"
"quí","瞶"
"quí","篑"
"quí","蒉"
"quí","贵"
"quí","鯚"
"quì","夔"
"quì","妫"
"quì","葵"
"quì","逵"
"quì","馗"
"quì","騤"
"quĩ","八"
"quĩ","匦"
"quĩ","匮"
"quĩ","姽"
"quĩ","宄"
"quĩ","庋"
"quĩ","揆"
"quĩ","昝"
"quĩ","晷"
"quĩ","柜"
"quĩ","篑"
"quĩ","簋"
"quĩ","轨"
"quĩ","馈"
"quỉ","佹"
"quỉ","诡"
"quỉ","鬼"
"quị","脆"
"quị","跪"
"quị","馈"
"quốc","国"
"quốc","帼"
"quốc","掴"
"quốc","蝈"
"quy","妫"
"quy","归"
"quy","皈"
"quy","规"
"quy","龟"
"quý","媿"
"quý","季"
"quý","悸"
"quý","愧"
"quý","瑰"
"quý","癸"
"quý","瞶"
"quý","篑"
"quý","蒉"
"quý","贵"
"quý","鯚"
"quỳ","夔"
"quỳ","妫"
"quỳ","葵"
"quỳ","逵"
"quỳ","馗"
"quỳ","騤"
"quỹ","八"
"quỹ","匦"
"quỹ","匮"
"quỹ","姽"
"quỹ","宄"
"quỹ","庋"
"quỹ","揆"
"quỹ","昝"
"quỹ","晷"
"quỹ","柜"
"quỹ","篑"
"quỹ","簋"
"quỹ","轨"
"quỹ","馈"
"quỷ","佹"
"quỷ","诡"
"quỷ","鬼"
"quỵ","脆"
"quỵ","跪"
"quỵ","馈"
"quyên","娟"
"quyên","弤"
"quyên","捐"
"quyên","昉"
"quyên","棬"
"quyên","涓"
"quyên","狘"
"quyên","狷"
"quyên","睊"
"quyên","礽"
"quyên","绢"
"quyên","蜎"
"quyên","蠲"
"quyên","鹃"
"quyến","帣"
"quyến","狷"
"quyến","獧"
"quyến","畎"
"quyến","眷"
"quyến","睊"
"quyến","绢"
"quyến","罥"
"quyến","鄄"
"quyền","倦"
"quyền","卷"
"quyền","惓"
"quyền","拳"
"quyền","权"
"quyền","蜷"
"quyền","颧"
"quyền","鬈"
"quyển","倦"
"quyển","卷"
"quyển","圈"
"quyển","帣"
"quyển","绻"
"quyển","蜷"
"quyển","锩"
"quyện","仙"
"quyện","倦"
"quyết","亅"
"quyết","俔"
"quyết","决"
"quyết","劂"
"quyết","厥"
"quyết","噘"
"quyết","夬"
"quyết","孓"
"quyết","抉"
"quyết","撅"
"quyết","橛"
"quyết","獗"
"quyết","玦"
"quyết","矍"
"quyết","蕨"
"quyết","觖"
"quyết","觼"
"quyết","诀"
"quyết","趹"
"quyết","蹶"
"quyết","鐍"
"quyết","鳜"
"quyết","鴃"
"quyết","鵙"
"quyệt","撅"
"quyệt","谲"
"quynh","冂"
"quynh","坰"
"quynh","扃"
"quynh","駧"
"quýnh","囧"
"quýnh","坰"
"quýnh","扃"
"quýnh","敻"
"quýnh","泂"
"quýnh","炯"
"quýnh","絅"
"quýnh","褧"
"quýnh","詗"
"quýnh","迥"
"quýnh","鞚"
"quýnh","颍"
"quỳnh","儵"
"quỳnh","惸"
"quỳnh","敻"
"quỳnh","琼"
"quỳnh","茕"
"quỳnh","藑"
"quỳnh","觼"
"ráng","绛"
"sa","奢"
"sa","娑"
"sa","挲"
"sa","桫"
"sa","沙"
"sa","痧"
"sa","砂"
"sa","磋"
"sa","纱"
"sa","莎"
"sa","裟"
"sa","鲨"
"sá","侘"
"sá","嗄"
"sá","汊"
"sá","沙"
"sá","诧"
"sạ","乍"
"sạ","嗄"
"sác","数"
"sắc","啬"
"sắc","敕"
"sắc","濇"
"sắc","穑"
"sắc","簌"
"sắc","色"
"sắc","蔷"
"sắc","轖"
"sắc","铯"
"sắc","骰"
"sách","册"
"sách","啧"
"sách","嗦"
"sách","坼"
"sách","姗"
"sách","彳"
"sách","拆"
"sách","栅"
"sách","策"
"sách","筴"
"sách","索"
"sách","跚"
"sai","差"
"sai","猜"
"sai","瘥"
"sai","筛"
"sai","蛌"
"sai","钗"
"sái","晒"
"sái","洒"
"sái","瘵"
"sái","縩"
"sái","耍"
"sái","蔡"
"sái","虿"
"sài","侪"
"sài","柴"
"sài","豺"
"sải","軴"
"sam","参"
"sam","彡"
"sam","搀"
"sam","杉"
"sam","欃"
"sam","芟"
"sam","衫"
"sam","钐"
"sám","忏"
"sám","钐"
"sàm","巉"
"sàm","掺"
"sàm","欃"
"sàm","谗"
"sàm","鑱"
"sàm","馋"
"sâm","参"
"sâm","森"
"sâm","琛"
"sâm","賝"
"sấm","岑"
"sấm","渗"
"sấm","谶"
"sấm","闯"
"sầm","岑"
"sầm","涔"
"sảm","掺"
"sẩm","碜"
"san","刊"
"san","删"
"san","姗"
"san","潸"
"san","珊"
"san","舢"
"san","讪"
"san","跚"
"san","飧"
"san","餐"
"sán","孱"
"sán","汕"
"sán","疝"
"sán","粲"
"sán","讪"
"sàn","孱"
"sàn","潺"
"sân","嗔"
"sân","甡"
"sân","莘"
"sân","镇"
"sấn","儭"
"sấn","哂"
"sấn","榇"
"sấn","疢"
"sấn","衬"
"sấn","趁"
"sấn","龀"
"sần","怿"
"sần","擐"
"sần","蒯"
"sản","产"
"sản","滻"
"sản","羼"
"sản","铲"
"sẩn","龀"
"sạn","僝"
"sạn","栈"
"sang","呛"
"sang","疮"
"sang","艭"
"sáng","创"
"sáng","刱"
"sáng","怆"
"sàng","床"
"sảng","怆"
"sảng","爽"
"sanh","伧"
"sanh","撑"
"sanh","柽"
"sanh","橕"
"sanh","湦"
"sanh","牚"
"sanh","牲"
"sanh","琤"
"sanh","生"
"sanh","甥"
"sanh","瞠"
"sanh","笙"
"sanh","蛏"
"sanh","赬"
"sanh","轮"
"sánh","埆"
"sánh","愬"
"sánh","祋"
"sánh","蚳"
"sánh","骋"
"sảnh","凊"
"sảnh","厅"
"sảnh","眚"
"sao","剿"
"sao","吵"
"sao","墝"
"sao","抄"
"sao","捎"
"sao","旓"
"sao","梢"
"sao","炒"
"sao","秒"
"sao","筲"
"sao","耖"
"sao","艄"
"sao","蛸"
"sao","钞"
"sao","鞘"
"sáo","哨"
"sáo","套"
"sáo","槊"
"sáo","稍"
"sáo","鞘"
"sào","巢"
"sào","缫"
"sào","缲"
"sảo","吵"
"sảo","潲"
"sảo","稍"
"sáp","偛"
"sáp","插"
"sáp","涩"
"sáp","煠"
"sáp","箑"
"sáp","翣"
"sáp","譅"
"sáp","锸"
"sáp","闸"
"sát","刹"
"sát","察"
"sát","摋"
"sát","擦"
"sát","杀"
"sát","涩"
"sát","煞"
"sát","铩"
"sát","霎"
"sất","叱"
"sất","抶"
"sất","疋"
"sắt","瑟"
"sắt","虱"
"sâu","搊"
"sấu","漱"
"sấu","瘐"
"sấu","瘦"
"sầu","愁"
"sẩu","楰"
"sậu","僽"
"sậu","骤"
"sế","傺"
"si","刺"
"si","差"
"si","抬"
"si","摛"
"si","疑"
"si","痴"
"si","眵"
"si","笞"
"si","筛"
"si","蛳"
"si","螭"
"si","魑"
"si","鸱"
"sí","炽"
"sí","翅"
"sĩ","仕"
"sĩ","俟"
"sĩ","士"
"sĩ","涘"
"sỉ","纚"
"sỉ","纵"
"sỉ","耻"
"sỉ","聇"
"sỉ","褫"
"sỉ","踪"
"sỉ","酾"
"sích","出"
"siêm","觇"
"siểm","谄"
"siển","蒇"
"siếp","霎"
"siêu","弨"
"siêu","怊"
"siêu","超"
"sinh","牲"
"sinh","生"
"sinh","甥"
"sinh","笙"
"sinh","鼪"
"sính","娉"
"sính","聘"
"sính","裎"
"sính","逞"
"sính","郢"
"sính","骋"
"sô","刍"
"sô","驺"
"sô","鶵"
"số","数"
"sồ","雏"
"sơ","初"
"sơ","梳"
"sơ","疋"
"sơ","疏"
"sơ","蔬"
"sổ","数"
"sớ","疏"
"sở","所"
"sở","楚"
"sở","础"
"soa","差"
"soái","嘬"
"soái","帅"
"soài","膗"
"soại","揣"
"soan","闩"
"soán","彖"
"soán","篡"
"soạn","撰"
"soạn","瑑"
"soát","欻"
"sóc","塑"
"sóc","搠"
"sóc","朔"
"sóc","槊"
"sóc","蒴"
"sôn","飧"
"sơn","山"
"song","双"
"song","囱"
"song","窗"
"sư","师"
"sư","摴"
"sư","攎"
"sư","溮"
"sư","狮"
"sư","雎"
"sư","鰤"
"sứ","使"
"sừ","鉏"
"sừ","锄"
"sử","使"
"sử","史"
"sử","驶"
"sự","事"
"sự","筛"
"sủa","梠"
"suân","杶"
"suất","帅"
"suất","摔"
"suất","率"
"suất","蟀"
"súc","搐"
"súc","滀"
"súc","畜"
"súc","矗"
"súc","缩"
"súc","蓄"
"súc","蓿"
"súc","蹜"
"sức","饬"
"sức","饰"
"sum","饫"
"sung","充"
"sung","憧"
"sung","瑊"
"sung","茺"
"sung","铳"
"súng","铳"
"sùng","崇"
"sủng","宠"
"sước","婷"
"sước","辵"
"sước","辶"
"sương","伧"
"sương","凔"
"sương","厢"
"sương","孀"
"sương","礵"
"sương","箱"
"sương","霜"
"sương","驦"
"sương","鷞"
"sướng","畅"
"sướng","韔"
"sưởng","敞"
"sưởng","昶"
"sưởng","氅"
"sưởng","鬯"
"sưu","叟"
"sưu","嗖"
"sưu","搜"
"sưu","溲"
"sưu","獀"
"sưu","瘳"
"sưu","艘"
"sưu","诌"
"sưu","谀"
"sưu","锼"
"sưu","飕"
"sưu","馊"
"sứu","簉"
"sửu","丑"
"sửu","杻"
"sửu","溲"
"suy","推"
"suy","榱"
"suy","衰"
"suý","帅"
"suỷ","嗤"
"suỷ","嚅"
"suỷ","惴"
"suỷ","揣"
"suỷ","甩"
"suỷ","踹"
"suyễn","喘"
"suyễn","舛"
"suyết","歠"
"ta","些"
"ta","仨"
"ta","嗟"
"ta","嵯"
"ta","瘥"
"ta","罝"
"ta","醝"
"ta","鹾"
"tá","佐"
"tá","借"
"tá","卸"
"tà","斜"
"tà","邪"
"tả","写"
"tả","姐"
"tả","左"
"tả","泻"
"tả","灺"
"tả","舄"
"tạ","射"
"tạ","榭"
"tạ","藉"
"tạ","谢"
"tác","作"
"tác","昅"
"tác","柞"
"tác","索"
"tác","蚱"
"tấc","陼"
"tắc","则"
"tắc","塞"
"tắc","畟"
"tắc","稷"
"tạc","凿"
"tạc","咋"
"tạc","怍"
"tạc","昨"
"tạc","柞"
"tạc","炸"
"tạc","砟"
"tạc","笮"
"tạc","胙"
"tạc","酢"
"tặc","贼"
"tai","哉"
"tai","揌"
"tai","灾"
"tai","腮"
"tai","鳃"
"tái","僿"
"tái","再"
"tái","塞"
"tái","赛"
"tái","载"
"tài","才"
"tài","材"
"tài","栽"
"tài","裁"
"tài","财"
"tải","载"
"tại","在"
"tam","〣"
"tam","三"
"tam","仨"
"tam","参"
"tam","毵"
"tàm","喒"
"tàm","惭"
"tàm","蚕"
"tâm","伈"
"tâm","心"
"tâm","忄"
"tâm","沁"
"tâm","芯"
"tầm","寻"
"tầm","浔"
"tầm","燖"
"tầm","荨"
"tầm","鬵"
"tầm","鲟"
"tảm","昝"
"tảm","糁"
"tảm","糌"
"tẩm","伈"
"tẩm","寑"
"tẩm","寝"
"tẩm","沁"
"tẩm","浸"
"tẩm","祲"
"tẩm","糁"
"tẩm","锓"
"tạm","暂"
"tạm","椠"
"tạm","錾"
"tán","撒"
"tán","散"
"tán","瓒"
"tán","臢"
"tán","赞"
"tán","酇"
"tán","霰"
"tàn","残"
"tân","傧"
"tân","宾"
"tân","新"
"tân","槟"
"tân","津"
"tân","滨"
"tân","缤"
"tân","莘"
"tân","薪"
"tân","辛"
"tân","鑫"
"tân","锌"
"tấn","丮"
"tấn","傧"
"tấn","搢"
"tấn","晋"
"tấn","殡"
"tấn","汛"
"tấn","缙"
"tấn","讯"
"tấn","赆"
"tấn","迅"
"tấn","镔"
"tấn","鬓"
"tần","嚬"
"tần","嫔"
"tần","榛"
"tần","濒"
"tần","矉"
"tần","秦"
"tần","膑"
"tần","苹"
"tần","螓"
"tần","频"
"tần","颦"
"tẫn","尽"
"tẫn","殡"
"tẫn","烬"
"tẫn","牝"
"tẫn","膑"
"tẫn","蓝"
"tẫn","賮"
"tẫn","赆"
"tẫn","髌"
"tản","伞"
"tản","拶"
"tản","散"
"tản","繖"
"tản","霰"
"tẩn","尽"
"tận","尽"
"tận","濜"
"tận","荩"
"tang","丧"
"tang","嗓"
"tang","桑"
"tang","牂"
"tang","脏"
"tang","臧"
"tang","赃"
"táng","丧"
"táng","搡"
"táng","脏"
"táng","葬"
"tàng","藏"
"tàng","赃"
"tăng","僧"
"tăng","噌"
"tăng","增"
"tăng","憎"
"tăng","曾"
"tăng","橧"
"tăng","矰"
"tăng","缯"
"tăng","罾"
"tầng","层"
"tầng","曾"
"tắng","甑"
"tắng","缯"
"tằng","层"
"tằng","嶒"
"tằng","曾"
"tằng","蹭"
"tảng","嗓"
"tảng","搡"
"tảng","樀"
"tảng","磉"
"tảng","脏"
"tảng","颡"
"tảng","驵"
"tạng","脏"
"tạng","臧"
"tạng","藏"
"tặng","赠"
"tao","傮"
"tao","嘈"
"tao","搔"
"tao","橝"
"tao","漕"
"tao","瘙"
"tao","糟"
"tao","缫"
"tao","臊"
"tao","蚤"
"tao","遁"
"tao","遭"
"tao","郕"
"tao","骚"
"táo","噪"
"táo","埽"
"táo","扫"
"táo","澡"
"táo","灶"
"táo","燥"
"táo","臊"
"táo","躁"
"tào","嘈"
"tào","曹"
"tào","槽"
"tào","漕"
"tào","艚"
"tào","螬"
"tảo","埽"
"tảo","扫"
"tảo","早"
"tảo","枣"
"tảo","澡"
"tảo","璪"
"tảo","藻"
"tảo","蚤"
"tạo","嗥"
"tạo","皁"
"tạo","皂"
"tạo","造"
"táp","匝"
"táp","卅"
"táp","咂"
"táp","撒"
"táp","砸"
"táp","飒"
"tấp","卌"
"tấp","戢"
"tạp","匝"
"tạp","卅"
"tạp","卡"
"tạp","杂"
"tập","习"
"tập","嶍"
"tập","戢"
"tập","摺"
"tập","缉"
"tập","葺"
"tập","袭"
"tập","褶"
"tập","蹋"
"tập","辑"
"tập","阽"
"tập","集"
"tát","撒"
"tát","萨"
"tất","哔"
"tất","必"
"tất","悉"
"tất","桼"
"tất","毕"
"tất","漆"
"tất","窸"
"tất","筚"
"tất","膝"
"tất","苾"
"tất","荜"
"tất","蟋"
"tất","觱"
"tất","跸"
"tạt","拶"
"tật","嫉"
"tật","疾"
"tật","蒺"
"tấu","凑"
"tấu","奏"
"tấu","揍"
"tẩu","叟"
"tẩu","唗"
"tẩu","姵"
"tẩu","嫂"
"tẩu","擞"
"tẩu","瞍"
"tẩu","薮"
"tẩu","走"
"tây","哂"
"tây","巂"
"tây","硒"
"tây","粞"
"tây","西"
"tẩy","洗"
"tẩy","跣"
"tẩy","铣"
"tê","嘶"
"tê","墀"
"tê","巂"
"tê","挤"
"tê","撕"
"tê","栖"
"tê","樨"
"tê","犀"
"tê","痹"
"tê","粞"
"tê","脐"
"tê","荠"
"tê","蓇"
"tê","虀"
"tê","裧"
"tê","跻"
"tê","齑"
"tế","婿"
"tế","济"
"tế","祭"
"tế","穄"
"tế","细"
"tế","蔽"
"tế","际"
"tế","鷩"
"tề","剂"
"tề","脐"
"tề","蛴"
"tề","赍"
"tề","齐"
"tễ","剂"
"tễ","哜"
"tễ","挤"
"tễ","毙"
"tễ","荠"
"tễ","虀"
"tễ","跻"
"tễ","霁"
"tễ","鮆"
"tễ","鲚"
"tễ","齌"
"tể","宰"
"tể","崽"
"tể","济"
"tể","滓"
"tệ","别"
"tệ","币"
"tệ","弊"
"tệ","撇"
"tệ","敝"
"tệ","毙"
"tệ","獘"
"tệ","瞥"
"tha","他"
"tha","她"
"tha","它"
"tha","嵯"
"tha","拖"
"tha","挓"
"tha","搓"
"tha","磋"
"tha","腃"
"tha","蹉"
"thả","且"
"thả","砠"
"thác","奼"
"thác","托"
"thác","拓"
"thác","柝"
"thác","橐"
"thác","箨"
"thác","葟"
"thác","蘀"
"thác","觡"
"thác","诧"
"thác","跅"
"thác","铽"
"thác","错"
"thác","闒"
"thác","飥"
"thắc","忒"
"thắc","慝"
"thạc","硕"
"thạch","石"
"thạch","祏"
"thạch","鼫"
"thai","台"
"thai","胎"
"thai","跆"
"thai","邰"
"thai","骀"
"thai","鲐"
"thái","太"
"thái","寀"
"thái","彩"
"thái","态"
"thái","扆"
"thái","汰"
"thái","泰"
"thái","睬"
"thái","菜"
"thái","蔡"
"thái","踩"
"thái","采"
"thái","钛"
"thải","彩"
"thải","汰"
"thải","睬"
"thải","贷"
"thải","采"
"tham","参"
"tham","探"
"tham","芩"
"tham","贪"
"tham","骖"
"thám","探"
"thám","琛"
"thâm","深"
"thâm","谂"
"thấm","沁"
"thầm","忱"
"thầm","谌"
"thảm","忐"
"thảm","惨"
"thảm","毯"
"thảm","菼"
"thảm","黪"
"thẩm","冘"
"thẩm","婶"
"thẩm","嬏"
"thẩm","审"
"thẩm","沈"
"thẩm","渖"
"thẩm","讅"
"thẩm","谂"
"thậm","椹"
"thậm","甚"
"thậm","葚"
"than","坍"
"than","怹"
"than","摊"
"than","滩"
"than","瘫"
"thán","叹"
"thán","炭"
"thán","碳"
"thân","亲"
"thân","伸"
"thân","呻"
